At frame 0, person 1 is located at coordinates [573.21, 647.72] with a bounding box of width 34.93 and height 94.99.
 At frame 88, car 2 is located at coordinates [903.27, 654.44] with a bounding box of width 123.65 and height 48.98.
 At frame 88, person 1 is located at coordinates [903.27, 654.44] with a bounding box of width 123.65 and height 48.98.
 At frame 88, car 3 is located at coordinates [903.27, 654.44] with a bounding box of width 123.65 and height 48.98.
 At frame 88, car 26 is located at coordinates [903.27, 654.44] with a bounding box of width 123.65 and height 48.98.
 At frame 89, car 2 is located at coordinates [902.88, 655.38] with a bounding box of width 123.93 and height 47.46.
 At frame 89, person 1 is located at coordinates [902.88, 655.38] with a bounding box of width 123.93 and height 47.46.
 At frame 89, truck 3 is located at coordinates [902.88, 655.38] with a bounding box of width 123.93 and height 47.46.
 At frame 89, car 26 is located at coordinates [902.88, 655.38] with a bounding box of width 123.93 and height 47.46.
 At frame 90, car 2 is located at coordinates [902.82, 656.70] with a bounding box of width 124.09 and height 46.18.
 At frame 90, person 1 is located at coordinates [902.82, 656.70] with a bounding box of width 124.09 and height 46.18.
 At frame 90, truck 3 is located at coordinates [902.82, 656.70] with a bounding box of width 124.09 and height 46.18.
 At frame 90, car 26 is located at coordinates [902.82, 656.70] with a bounding box of width 124.09 and height 46.18.
 At frame 91, person 1 is located at coordinates [187.69, 625.44] with a bounding box of width 87.18 and height 173.91.
 At frame 91, car 2 is located at coordinates [187.69, 625.44] with a bounding box of width 87.18 and height 173.91.
 At frame 91, car 26 is located at coordinates [187.69, 625.44] with a bounding box of width 87.18 and height 173.91.
 At frame 92, person 1 is located at coordinates [185.55, 625.83] with a bounding box of width 89.94 and height 182.32.
 At frame 92, car 2 is located at coordinates [185.55, 625.83] with a bounding box of width 89.94 and height 182.32.
 At frame 92, car 26 is located at coordinates [185.55, 625.83] with a bounding box of width 89.94 and height 182.32.
 

=====================================================

At frame 93, person 1 is located at coordinates [181.90, 626.74] with a bounding box of width 90.63 and height 184.44.
 At frame 93, car 2 is located at coordinates [181.90, 626.74] with a bounding box of width 90.63 and height 184.44.
 At frame 93, truck 3 is located at coordinates [181.90, 626.74] with a bounding box of width 90.63 and height 184.44.
 At frame 93, car 26 is located at coordinates [181.90, 626.74] with a bounding box of width 90.63 and height 184.44.
 At frame 94, person 1 is located at coordinates [177.51, 626.32] with a bounding box of width 93.63 and height 185.00.
 At frame 94, car 2 is located at coordinates [177.51, 626.32] with a bounding box of width 93.63 and height 185.00.
 At frame 94, truck 3 is located at coordinates [177.51, 626.32] with a bounding box of width 93.63 and height 185.00.
 At frame 94, car 26 is located at coordinates [177.51, 626.32] with a bounding box of width 93.63 and height 185.00.
 At frame 95, person 1 is located at coordinates [176.14, 627.00] with a bounding box of width 92.51 and height 185.32.
 At frame 95, car 2 is located at coordinates [176.14, 627.00] with a bounding box of width 92.51 and height 185.32.
 At frame 95, truck 3 is located at coordinates [176.14, 627.00] with a bounding box of width 92.51 and height 185.32.
 At frame 95, car 26 is located at coordinates [176.14, 627.00] with a bounding box of width 92.51 and height 185.32.
 At frame 96, person 1 is located at coordinates [178.87, 626.48] with a bounding box of width 86.98 and height 185.21.
 At frame 96, car 2 is located at coordinates [178.87, 626.48] with a bounding box of width 86.98 and height 185.21.
 At frame 97, car 2 is located at coordinates [901.41, 656.25] with a bounding box of width 128.56 and height 47.37.
 At frame 97, person 1 is located at coordinates [901.41, 656.25] with a bounding box of width 128.56 and height 47.37.
 At frame 97, truck 3 is located at coordinates [901.41, 656.25] with a bounding box of width 128.56 and height 47.37.
 At frame 98, car 2 is located at coordinates [901.43, 656.67] with a bounding box of width 128.30 and height 48.17.
 At frame 98, person 1 is located at coordinates [901.43, 656.67] with a bounding box of width 128.30 and height 48.17.
 At frame 98, truck 3 is located at coordinates [901.43, 656.67] with a bounding box of width 128.30 and height 48.17.
 At frame 99, person 1 is located at coordinates [190.62, 626.52] with a bounding box of width 70.76 and height 184.64.
 At frame 99, car 2 is located at coordinates [190.62, 626.52] with a bounding box of width 70.76 and height 184.64.
 At frame 99, truck 3 is located at coordinates [190.62, 626.52] with a bounding box of width 70.76 and height 184.64.
 At frame 100, car 2 is located at coordinates [902.12, 657.31] with a bounding box of width 127.16 and height 49.09.
 At frame 100, person 1 is located at coordinates [902.12, 657.31] with a bounding box of width 127.16 and height 49.09.
 At frame 100, truck 3 is located at coordinates [902.12, 657.31] with a bounding box of width 127.16 and height 49.09.
 At frame 101, car 2 is located at coordinates [901.69, 657.38] with a bounding box of width 128.52 and height 48.81.
 At frame 101, person 1 is located at coordinates [901.69, 657.38] with a bounding box of width 128.52 and height 48.81.
 At frame 101, truck 3 is located at coordinates [901.69, 657.38] with a bounding box of width 128.52 and height 48.81.
 At frame 102, car 2 is located at coordinates [902.18, 657.26] with a bounding box of width 126.78 and height 48.77.
 At frame 102, truck 3 is located at coordinates [902.18, 657.26] with a bounding box of width 126.78 and height 48.77.
 At frame 103, person 1 is located at coordinates [214.99, 626.02] with a bounding box of width 53.54 and height 180.33.
 At frame 104, car 2 is located at coordinates [902.01, 656.98] with a bounding box of width 127.50 and height 49.33.
 At frame 104, person 1 is located at coordinates [902.01, 656.98] with a bounding box of width 127.50 and height 49.33.
 At frame 104, truck 3 is located at coordinates [902.01, 656.98] with a bounding box of width 127.50 and height 49.33.
 At frame 105, car 2 is located at coordinates [902.00, 656.92] with a bounding box of width 127.46 and height 49.32.
 At frame 105, person 1 is located at coordinates [902.00, 656.92] with a bounding box of width 127.46 and height 49.32.
 At frame 105, truck 3 is located at coordinates [902.00, 656.92] with a bounding box of width 127.46 and height 49.32.
 At frame 106, car 2 is located at coordinates [902.22, 657.31] with a bounding box of width 127.39 and height 48.92.
 At frame 106, person 1 is located at coordinates [902.22, 657.31] with a bounding box of width 127.39 and height 48.92.
 At frame 106, truck 3 is located at coordinates [902.22, 657.31] with a bounding box of width 127.39 and height 48.92.
 At frame 106, car 25 is located at coordinates [902.22, 657.31] with a bounding box of width 127.39 and height 48.92.
 At frame 107, car 2 is located at coordinates [902.55, 657.33] with a bounding box of width 127.14 and height 49.02.
 At frame 107, person 1 is located at coordinates [902.55, 657.33] with a bounding box of width 127.14 and height 49.02.
 At frame 107, truck 3 is located at coordinates [902.55, 657.33] with a bounding box of width 127.14 and height 49.02.
 At frame 107, car 25 is located at coordinates [902.55, 657.33] with a bounding box of width 127.14 and height 49.02.
 At frame 108, car 2 is located at coordinates [902.27, 657.39] with a bounding box of width 127.61 and height 48.97.
 At frame 108, person 1 is located at coordinates [902.27, 657.39] with a bounding box of width 127.61 and height 48.97.
 At frame 108, truck 3 is located at coordinates [902.27, 657.39] with a bounding box of width 127.61 and height 48.97.
 At frame 109, car 2 is located at coordinates [902.24, 657.15] with a bounding box of width 127.63 and height 49.31.
 

=====================================================

At frame 109, person 1 is located at coordinates [902.24, 657.15] with a bounding box of width 127.63 and height 49.31.
 At frame 109, truck 3 is located at coordinates [902.24, 657.15] with a bounding box of width 127.63 and height 49.31.
 At frame 109, car 25 is located at coordinates [902.24, 657.15] with a bounding box of width 127.63 and height 49.31.
 At frame 110, car 2 is located at coordinates [902.03, 657.16] with a bounding box of width 127.84 and height 49.28.
 At frame 110, person 1 is located at coordinates [902.03, 657.16] with a bounding box of width 127.84 and height 49.28.
 At frame 110, truck 3 is located at coordinates [902.03, 657.16] with a bounding box of width 127.84 and height 49.28.
 At frame 111, car 2 is located at coordinates [902.04, 657.23] with a bounding box of width 127.79 and height 49.26.
 At frame 111, person 1 is located at coordinates [902.04, 657.23] with a bounding box of width 127.79 and height 49.26.
 At frame 111, truck 3 is located at coordinates [902.04, 657.23] with a bounding box of width 127.79 and height 49.26.
 At frame 112, car 2 is located at coordinates [902.30, 657.16] with a bounding box of width 127.57 and height 49.46.
 At frame 112, person 1 is located at coordinates [902.30, 657.16] with a bounding box of width 127.57 and height 49.46.
 At frame 112, truck 3 is located at coordinates [902.30, 657.16] with a bounding box of width 127.57 and height 49.46.
 At frame 113, car 2 is located at coordinates [902.19, 656.88] with a bounding box of width 127.57 and height 49.81.
 At frame 113, person 1 is located at coordinates [902.19, 656.88] with a bounding box of width 127.57 and height 49.81.
 At frame 113, truck 3 is located at coordinates [902.19, 656.88] with a bounding box of width 127.57 and height 49.81.
 At frame 114, car 2 is located at coordinates [902.90, 657.04] with a bounding box of width 127.00 and height 49.91.
 At frame 114, person 1 is located at coordinates [902.90, 657.04] with a bounding box of width 127.00 and height 49.91.
 At frame 114, person 29 is located at coordinates [902.90, 657.04] with a bounding box of width 127.00 and height 49.91.
 At frame 115, car 2 is located at coordinates [903.18, 656.94] with a bounding box of width 126.88 and height 50.27.
 At frame 115, person 1 is located at coordinates [903.18, 656.94] with a bounding box of width 126.88 and height 50.27.
 At frame 115, person 29 is located at coordinates [903.18, 656.94] with a bounding box of width 126.88 and height 50.27.
 At frame 115, car 25 is located at coordinates [903.18, 656.94] with a bounding box of width 126.88 and height 50.27.
 At frame 116, car 2 is located at coordinates [902.65, 655.96] with a bounding box of width 128.36 and height 50.22.
 At frame 116, person 1 is located at coordinates [902.65, 655.96] with a bounding box of width 128.36 and height 50.22.
 At frame 116, person 29 is located at coordinates [902.65, 655.96] with a bounding box of width 128.36 and height 50.22.
 At frame 117, car 2 is located at coordinates [902.50, 656.18] with a bounding box of width 128.75 and height 50.19.
 At frame 117, person 1 is located at coordinates [902.50, 656.18] with a bounding box of width 128.75 and height 50.19.
 At frame 117, person 29 is located at coordinates [902.50, 656.18] with a bounding box of width 128.75 and height 50.19.
 At frame 117, truck 3 is located at coordinates [902.50, 656.18] with a bounding box of width 128.75 and height 50.19.
 At frame 117, car 25 is located at coordinates [902.50, 656.18] with a bounding box of width 128.75 and height 50.19.
 At frame 118, car 2 is located at coordinates [901.73, 656.59] with a bounding box of width 129.59 and height 49.97.
 At frame 118, person 1 is located at coordinates [901.73, 656.59] with a bounding box of width 129.59 and height 49.97.
 At frame 118, truck 3 is located at coordinates [901.73, 656.59] with a bounding box of width 129.59 and height 49.97.
 At frame 118, person 29 is located at coordinates [901.73, 656.59] with a bounding box of width 129.59 and height 49.97.
 At frame 119, car 2 is located at coordinates [901.95, 656.77] with a bounding box of width 129.48 and height 50.03.
 At frame 119, person 1 is located at coordinates [901.95, 656.77] with a bounding box of width 129.48 and height 50.03.
 At frame 119, truck 3 is located at coordinates [901.95, 656.77] with a bounding box of width 129.48 and height 50.03.
 At frame 119, person 29 is located at coordinates [901.95, 656.77] with a bounding box of width 129.48 and height 50.03.
 At frame 120, car 2 is located at coordinates [901.54, 656.63] with a bounding box of width 129.61 and height 50.07.
 At frame 120, person 1 is located at coordinates [901.54, 656.63] with a bounding box of width 129.61 and height 50.07.
 At frame 120, truck 3 is located at coordinates [901.54, 656.63] with a bounding box of width 129.61 and height 50.07.
 At frame 120, person 29 is located at coordinates [901.54, 656.63] with a bounding box of width 129.61 and height 50.07.
 At frame 121, person 1 is located at coordinates [252.33, 630.51] with a bounding box of width 82.73 and height 167.04.
 At frame 121, car 2 is located at coordinates [252.33, 630.51] with a bounding box of width 82.73 and height 167.04.
 At frame 121, truck 3 is located at coordinates [252.33, 630.51] with a bounding box of width 82.73 and height 167.04.
 At frame 121, person 29 is located at coordinates [252.33, 630.51] with a bounding box of width 82.73 and height 167.04.
 At frame 122, car 2 is located at coordinates [900.41, 657.04] with a bounding box of width 130.57 and height 50.24.
 At frame 122, person 1 is located at coordinates [900.41, 657.04] with a bounding box of width 130.57 and height 50.24.
 At frame 122, person 29 is located at coordinates [900.41, 657.04] with a bounding box of width 130.57 and height 50.24.
 At frame 122, truck 3 is located at coordinates [900.41, 657.04] with a bounding box of width 130.57 and height 50.24.
 

=====================================================

At frame 122, car 30 is located at coordinates [900.41, 657.04] with a bounding box of width 130.57 and height 50.24.
 At frame 123, car 2 is located at coordinates [899.34, 657.47] with a bounding box of width 131.77 and height 50.24.
 At frame 123, person 1 is located at coordinates [899.34, 657.47] with a bounding box of width 131.77 and height 50.24.
 At frame 123, person 29 is located at coordinates [899.34, 657.47] with a bounding box of width 131.77 and height 50.24.
 At frame 123, truck 3 is located at coordinates [899.34, 657.47] with a bounding box of width 131.77 and height 50.24.
 At frame 123, car 30 is located at coordinates [899.34, 657.47] with a bounding box of width 131.77 and height 50.24.
 At frame 124, car 2 is located at coordinates [898.72, 658.26] with a bounding box of width 133.05 and height 49.54.
 At frame 124, person 1 is located at coordinates [898.72, 658.26] with a bounding box of width 133.05 and height 49.54.
 At frame 124, truck 3 is located at coordinates [898.72, 658.26] with a bounding box of width 133.05 and height 49.54.
 At frame 124, person 29 is located at coordinates [898.72, 658.26] with a bounding box of width 133.05 and height 49.54.
 At frame 124, car 30 is located at coordinates [898.72, 658.26] with a bounding box of width 133.05 and height 49.54.
 At frame 124, car 25 is located at coordinates [898.72, 658.26] with a bounding box of width 133.05 and height 49.54.
 At frame 125, car 2 is located at coordinates [898.81, 658.97] with a bounding box of width 133.72 and height 48.77.
 At frame 125, person 1 is located at coordinates [898.81, 658.97] with a bounding box of width 133.72 and height 48.77.
 At frame 125, truck 3 is located at coordinates [898.81, 658.97] with a bounding box of width 133.72 and height 48.77.
 At frame 125, car 30 is located at coordinates [898.81, 658.97] with a bounding box of width 133.72 and height 48.77.
 At frame 125, person 29 is located at coordinates [898.81, 658.97] with a bounding box of width 133.72 and height 48.77.
 At frame 125, car 25 is located at coordinates [898.81, 658.97] with a bounding box of width 133.72 and height 48.77.
 At frame 126, car 2 is located at coordinates [898.60, 658.43] with a bounding box of width 134.26 and height 49.50.
 At frame 126, person 1 is located at coordinates [898.60, 658.43] with a bounding box of width 134.26 and height 49.50.
 At frame 126, truck 3 is located at coordinates [898.60, 658.43] with a bounding box of width 134.26 and height 49.50.
 At frame 126, person 29 is located at coordinates [898.60, 658.43] with a bounding box of width 134.26 and height 49.50.
 At frame 126, car 30 is located at coordinates [898.60, 658.43] with a bounding box of width 134.26 and height 49.50.
 At frame 126, car 25 is located at coordinates [898.60, 658.43] with a bounding box of width 134.26 and height 49.50.
 At frame 127, car 2 is located at coordinates [899.29, 658.79] with a bounding box of width 133.56 and height 49.41.
 At frame 127, person 1 is located at coordinates [899.29, 658.79] with a bounding box of width 133.56 and height 49.41.
 At frame 127, person 29 is located at coordinates [899.29, 658.79] with a bounding box of width 133.56 and height 49.41.
 At frame 127, truck 3 is located at coordinates [899.29, 658.79] with a bounding box of width 133.56 and height 49.41.
 At frame 127, car 30 is located at coordinates [899.29, 658.79] with a bounding box of width 133.56 and height 49.41.
 At frame 127, car 25 is located at coordinates [899.29, 658.79] with a bounding box of width 133.56 and height 49.41.
 At frame 128, car 2 is located at coordinates [899.38, 659.66] with a bounding box of width 132.53 and height 49.20.
 At frame 128, person 1 is located at coordinates [899.38, 659.66] with a bounding box of width 132.53 and height 49.20.
 At frame 128, person 29 is located at coordinates [899.38, 659.66] with a bounding box of width 132.53 and height 49.20.
 At frame 128, truck 3 is located at coordinates [899.38, 659.66] with a bounding box of width 132.53 and height 49.20.
 At frame 128, car 30 is located at coordinates [899.38, 659.66] with a bounding box of width 132.53 and height 49.20.
 At frame 129, car 2 is located at coordinates [899.61, 659.64] with a bounding box of width 131.90 and height 49.23.
 At frame 129, person 1 is located at coordinates [899.61, 659.64] with a bounding box of width 131.90 and height 49.23.
 At frame 129, truck 3 is located at coordinates [899.61, 659.64] with a bounding box of width 131.90 and height 49.23.
 At frame 129, person 29 is located at coordinates [899.61, 659.64] with a bounding box of width 131.90 and height 49.23.
 At frame 129, car 30 is located at coordinates [899.61, 659.64] with a bounding box of width 131.90 and height 49.23.
 At frame 130, car 2 is located at coordinates [900.10, 659.52] with a bounding box of width 130.31 and height 49.33.
 At frame 130, person 1 is located at coordinates [900.10, 659.52] with a bounding box of width 130.31 and height 49.33.
 At frame 130, truck 3 is located at coordinates [900.10, 659.52] with a bounding box of width 130.31 and height 49.33.
 At frame 130, person 29 is located at coordinates [900.10, 659.52] with a bounding box of width 130.31 and height 49.33.
 At frame 130, car 30 is located at coordinates [900.10, 659.52] with a bounding box of width 130.31 and height 49.33.
 At frame 131, car 2 is located at coordinates [900.43, 659.39] with a bounding box of width 130.35 and height 49.12.
 At frame 131, truck 3 is located at coordinates [900.43, 659.39] with a bounding box of width 130.35 and height 49.12.
 At frame 131, person 1 is located at coordinates [900.43, 659.39] with a bounding box of width 130.35 and height 49.12.
 At frame 131, person 29 is located at coordinates [900.43, 659.39] with a bounding box of width 130.35 and height 49.12.
 At frame 131, car 30 is located at coordinates [900.43, 659.39] with a bounding box of width 130.35 and height 49.12.
 

=====================================================

At frame 132, car 2 is located at coordinates [901.27, 659.68] with a bounding box of width 129.26 and height 48.87.
 At frame 132, person 1 is located at coordinates [901.27, 659.68] with a bounding box of width 129.26 and height 48.87.
 At frame 132, truck 3 is located at coordinates [901.27, 659.68] with a bounding box of width 129.26 and height 48.87.
 At frame 132, person 29 is located at coordinates [901.27, 659.68] with a bounding box of width 129.26 and height 48.87.
 At frame 133, car 2 is located at coordinates [901.44, 659.74] with a bounding box of width 130.16 and height 48.90.
 At frame 133, person 1 is located at coordinates [901.44, 659.74] with a bounding box of width 130.16 and height 48.90.
 At frame 133, person 29 is located at coordinates [901.44, 659.74] with a bounding box of width 130.16 and height 48.90.
 At frame 133, truck 3 is located at coordinates [901.44, 659.74] with a bounding box of width 130.16 and height 48.90.
 At frame 133, car 30 is located at coordinates [901.44, 659.74] with a bounding box of width 130.16 and height 48.90.
 At frame 134, car 2 is located at coordinates [901.56, 659.63] with a bounding box of width 130.82 and height 49.12.
 At frame 134, person 1 is located at coordinates [901.56, 659.63] with a bounding box of width 130.82 and height 49.12.
 At frame 134, truck 3 is located at coordinates [901.56, 659.63] with a bounding box of width 130.82 and height 49.12.
 At frame 134, person 29 is located at coordinates [901.56, 659.63] with a bounding box of width 130.82 and height 49.12.
 At frame 134, car 30 is located at coordinates [901.56, 659.63] with a bounding box of width 130.82 and height 49.12.
 At frame 135, car 2 is located at coordinates [901.71, 659.53] with a bounding box of width 131.16 and height 49.53.
 At frame 135, person 1 is located at coordinates [901.71, 659.53] with a bounding box of width 131.16 and height 49.53.
 At frame 135, truck 3 is located at coordinates [901.71, 659.53] with a bounding box of width 131.16 and height 49.53.
 At frame 135, person 29 is located at coordinates [901.71, 659.53] with a bounding box of width 131.16 and height 49.53.
 At frame 135, car 30 is located at coordinates [901.71, 659.53] with a bounding box of width 131.16 and height 49.53.
 At frame 136, car 2 is located at coordinates [900.13, 658.13] with a bounding box of width 135.28 and height 50.69.
 At frame 136, person 1 is located at coordinates [900.13, 658.13] with a bounding box of width 135.28 and height 50.69.
 At frame 136, car 30 is located at coordinates [900.13, 658.13] with a bounding box of width 135.28 and height 50.69.
 At frame 137, car 2 is located at coordinates [900.83, 658.76] with a bounding box of width 134.44 and height 50.44.
 At frame 137, person 1 is located at coordinates [900.83, 658.76] with a bounding box of width 134.44 and height 50.44.
 At frame 137, truck 3 is located at coordinates [900.83, 658.76] with a bounding box of width 134.44 and height 50.44.
 At frame 137, person 29 is located at coordinates [900.83, 658.76] with a bounding box of width 134.44 and height 50.44.
 At frame 137, car 30 is located at coordinates [900.83, 658.76] with a bounding box of width 134.44 and height 50.44.
 At frame 138, person 1 is located at coordinates [302.90, 634.83] with a bounding box of width 63.31 and height 167.26.
 At frame 138, car 2 is located at coordinates [302.90, 634.83] with a bounding box of width 63.31 and height 167.26.
 At frame 138, truck 3 is located at coordinates [302.90, 634.83] with a bounding box of width 63.31 and height 167.26.
 At frame 138, person 29 is located at coordinates [302.90, 634.83] with a bounding box of width 63.31 and height 167.26.
 At frame 138, car 30 is located at coordinates [302.90, 634.83] with a bounding box of width 63.31 and height 167.26.
 At frame 139, car 2 is located at coordinates [902.14, 658.64] with a bounding box of width 133.47 and height 50.85.
 At frame 139, person 1 is located at coordinates [902.14, 658.64] with a bounding box of width 133.47 and height 50.85.
 At frame 139, truck 3 is located at coordinates [902.14, 658.64] with a bounding box of width 133.47 and height 50.85.
 At frame 139, person 29 is located at coordinates [902.14, 658.64] with a bounding box of width 133.47 and height 50.85.
 At frame 140, person 1 is located at coordinates [306.29, 634.83] with a bounding box of width 64.40 and height 169.72.
 At frame 140, car 2 is located at coordinates [306.29, 634.83] with a bounding box of width 64.40 and height 169.72.
 At frame 140, person 29 is located at coordinates [306.29, 634.83] with a bounding box of width 64.40 and height 169.72.
 At frame 140, truck 3 is located at coordinates [306.29, 634.83] with a bounding box of width 64.40 and height 169.72.
 At frame 140, car 30 is located at coordinates [306.29, 634.83] with a bounding box of width 64.40 and height 169.72.
 At frame 141, car 2 is located at coordinates [902.64, 658.26] with a bounding box of width 134.91 and height 50.82.
 At frame 141, truck 3 is located at coordinates [902.64, 658.26] with a bounding box of width 134.91 and height 50.82.
 At frame 141, person 1 is located at coordinates [902.64, 658.26] with a bounding box of width 134.91 and height 50.82.
 At frame 141, person 29 is located at coordinates [902.64, 658.26] with a bounding box of width 134.91 and height 50.82.
 At frame 141, car 30 is located at coordinates [902.64, 658.26] with a bounding box of width 134.91 and height 50.82.
 At frame 142, car 2 is located at coordinates [903.48, 659.05] with a bounding box of width 134.64 and height 50.44.
 At frame 142, truck 3 is located at coordinates [903.48, 659.05] with a bounding box of width 134.64 and height 50.44.
 At frame 142, person 1 is located at coordinates [903.48, 659.05] with a bounding box of width 134.64 and height 50.44.
 At frame 142, person 29 is located at coordinates [903.48, 659.05] with a bounding box of width 134.64 and height 50.44.
 

=====================================================

At frame 142, car 30 is located at coordinates [903.48, 659.05] with a bounding box of width 134.64 and height 50.44.
 At frame 143, car 2 is located at coordinates [903.68, 658.81] with a bounding box of width 135.52 and height 50.73.
 At frame 143, truck 3 is located at coordinates [903.68, 658.81] with a bounding box of width 135.52 and height 50.73.
 At frame 143, person 1 is located at coordinates [903.68, 658.81] with a bounding box of width 135.52 and height 50.73.
 At frame 143, person 29 is located at coordinates [903.68, 658.81] with a bounding box of width 135.52 and height 50.73.
 At frame 144, car 2 is located at coordinates [902.96, 657.79] with a bounding box of width 137.32 and height 51.81.
 At frame 144, person 1 is located at coordinates [902.96, 657.79] with a bounding box of width 137.32 and height 51.81.
 At frame 144, truck 3 is located at coordinates [902.96, 657.79] with a bounding box of width 137.32 and height 51.81.
 At frame 144, person 29 is located at coordinates [902.96, 657.79] with a bounding box of width 137.32 and height 51.81.
 At frame 145, car 2 is located at coordinates [904.51, 657.57] with a bounding box of width 136.01 and height 52.04.
 At frame 145, truck 3 is located at coordinates [904.51, 657.57] with a bounding box of width 136.01 and height 52.04.
 At frame 145, person 29 is located at coordinates [904.51, 657.57] with a bounding box of width 136.01 and height 52.04.
 At frame 145, person 1 is located at coordinates [904.51, 657.57] with a bounding box of width 136.01 and height 52.04.
 At frame 146, car 2 is located at coordinates [905.86, 658.34] with a bounding box of width 135.65 and height 51.40.
 At frame 146, person 1 is located at coordinates [905.86, 658.34] with a bounding box of width 135.65 and height 51.40.
 At frame 146, truck 3 is located at coordinates [905.86, 658.34] with a bounding box of width 135.65 and height 51.40.
 At frame 146, person 29 is located at coordinates [905.86, 658.34] with a bounding box of width 135.65 and height 51.40.
 At frame 147, car 2 is located at coordinates [907.65, 658.03] with a bounding box of width 135.59 and height 52.30.
 At frame 147, person 1 is located at coordinates [907.65, 658.03] with a bounding box of width 135.59 and height 52.30.
 At frame 147, truck 3 is located at coordinates [907.65, 658.03] with a bounding box of width 135.59 and height 52.30.
 At frame 147, person 29 is located at coordinates [907.65, 658.03] with a bounding box of width 135.59 and height 52.30.
 At frame 148, car 2 is located at coordinates [907.15, 657.25] with a bounding box of width 136.75 and height 53.26.
 At frame 148, person 1 is located at coordinates [907.15, 657.25] with a bounding box of width 136.75 and height 53.26.
 At frame 148, truck 3 is located at coordinates [907.15, 657.25] with a bounding box of width 136.75 and height 53.26.
 At frame 148, person 29 is located at coordinates [907.15, 657.25] with a bounding box of width 136.75 and height 53.26.
 At frame 148, car 30 is located at coordinates [907.15, 657.25] with a bounding box of width 136.75 and height 53.26.
 At frame 149, car 2 is located at coordinates [910.29, 658.65] with a bounding box of width 134.62 and height 51.97.
 At frame 149, person 1 is located at coordinates [910.29, 658.65] with a bounding box of width 134.62 and height 51.97.
 At frame 149, person 29 is located at coordinates [910.29, 658.65] with a bounding box of width 134.62 and height 51.97.
 At frame 149, truck 3 is located at coordinates [910.29, 658.65] with a bounding box of width 134.62 and height 51.97.
 At frame 150, car 2 is located at coordinates [910.93, 658.79] with a bounding box of width 135.54 and height 52.20.
 At frame 150, person 1 is located at coordinates [910.93, 658.79] with a bounding box of width 135.54 and height 52.20.
 At frame 150, person 29 is located at coordinates [910.93, 658.79] with a bounding box of width 135.54 and height 52.20.
 At frame 150, truck 33 is located at coordinates [910.93, 658.79] with a bounding box of width 135.54 and height 52.20.
 At frame 150, car 30 is located at coordinates [910.93, 658.79] with a bounding box of width 135.54 and height 52.20.
 At frame 151, person 1 is located at coordinates [343.46, 636.20] with a bounding box of width 70.74 and height 157.94.
 At frame 151, car 2 is located at coordinates [343.46, 636.20] with a bounding box of width 70.74 and height 157.94.
 At frame 151, person 29 is located at coordinates [343.46, 636.20] with a bounding box of width 70.74 and height 157.94.
 At frame 152, person 1 is located at coordinates [342.80, 638.25] with a bounding box of width 72.95 and height 154.36.
 At frame 152, car 2 is located at coordinates [342.80, 638.25] with a bounding box of width 72.95 and height 154.36.
 At frame 152, person 29 is located at coordinates [342.80, 638.25] with a bounding box of width 72.95 and height 154.36.
 At frame 152, bus 3 is located at coordinates [342.80, 638.25] with a bounding box of width 72.95 and height 154.36.
 At frame 153, car 2 is located at coordinates [914.12, 660.53] with a bounding box of width 136.88 and height 51.75.
 At frame 153, person 1 is located at coordinates [914.12, 660.53] with a bounding box of width 136.88 and height 51.75.
 At frame 153, bus 3 is located at coordinates [914.12, 660.53] with a bounding box of width 136.88 and height 51.75.
 At frame 153, person 29 is located at coordinates [914.12, 660.53] with a bounding box of width 136.88 and height 51.75.
 At frame 154, car 2 is located at coordinates [916.08, 661.91] with a bounding box of width 136.65 and height 50.70.
 At frame 154, person 1 is located at coordinates [916.08, 661.91] with a bounding box of width 136.65 and height 50.70.
 At frame 154, person 29 is located at coordinates [916.08, 661.91] with a bounding box of width 136.65 and height 50.70.
 At frame 154, truck 3 is located at coordinates [916.08, 661.91] with a bounding box of width 136.65 and height 50.70.
 

=====================================================

At frame 155, person 1 is located at coordinates [349.12, 639.41] with a bounding box of width 77.65 and height 166.19.
 At frame 155, bus 3 is located at coordinates [349.12, 639.41] with a bounding box of width 77.65 and height 166.19.
 At frame 155, car 2 is located at coordinates [349.12, 639.41] with a bounding box of width 77.65 and height 166.19.
 At frame 156, car 2 is located at coordinates [915.58, 662.56] with a bounding box of width 139.69 and height 50.74.
 At frame 156, person 1 is located at coordinates [915.58, 662.56] with a bounding box of width 139.69 and height 50.74.
 At frame 156, bus 3 is located at coordinates [915.58, 662.56] with a bounding box of width 139.69 and height 50.74.
 At frame 156, person 29 is located at coordinates [915.58, 662.56] with a bounding box of width 139.69 and height 50.74.
 At frame 157, car 2 is located at coordinates [919.07, 662.59] with a bounding box of width 137.11 and height 50.51.
 At frame 157, person 1 is located at coordinates [919.07, 662.59] with a bounding box of width 137.11 and height 50.51.
 At frame 157, bus 3 is located at coordinates [919.07, 662.59] with a bounding box of width 137.11 and height 50.51.
 At frame 157, person 29 is located at coordinates [919.07, 662.59] with a bounding box of width 137.11 and height 50.51.
 At frame 158, person 1 is located at coordinates [369.65, 636.90] with a bounding box of width 58.78 and height 158.65.
 At frame 158, car 2 is located at coordinates [369.65, 636.90] with a bounding box of width 58.78 and height 158.65.
 At frame 158, bus 3 is located at coordinates [369.65, 636.90] with a bounding box of width 58.78 and height 158.65.
