At frame 0, person 1 is located at coordinates [1470.79, 532.89] with a bounding box of width 124.34 and height 348.16.
 At frame 56, person 1 is located at coordinates [1320.71, 545.41] with a bounding box of width 123.11 and height 357.18.
 At frame 56, person 2 is located at coordinates [1199.37, 535.59] with a bounding box of width 113.70 and height 355.14.
 At frame 56, person 9 is located at coordinates [209.45, 642.90] with a bounding box of width 29.55 and height 73.75.
 At frame 56, person 7 is located at coordinates [355.92, 639.32] with a bounding box of width 29.59 and height 74.86.
 At frame 56, person 5 is located at coordinates [258.86, 642.01] with a bounding box of width 37.50 and height 79.54.
 At frame 56, person 14 is located at coordinates [1543.57, 581.69] with a bounding box of width 28.28 and height 65.75.
 At frame 56, person 15 is located at coordinates [1523.55, 588.95] with a bounding box of width 25.93 and height 59.35.
 At frame 56, person 3 is located at coordinates [1293.37, 585.97] with a bounding box of width 59.77 and height 156.37.
 

=====================================================

At frame 56, person 8 is located at coordinates [197.94, 649.28] with a bounding box of width 34.41 and height 81.00.
 At frame 56, person 16 is located at coordinates [1458.38, 592.13] with a bounding box of width 24.68 and height 57.94.
 At frame 57, person 1 is located at coordinates [1316.11, 545.35] with a bounding box of width 122.91 and height 357.22.
 At frame 57, person 2 is located at coordinates [1194.91, 535.04] with a bounding box of width 113.38 and height 354.60.
 At frame 57, person 9 is located at coordinates [209.43, 642.40] with a bounding box of width 30.50 and height 76.02.
 At frame 57, person 7 is located at coordinates [356.78, 639.44] with a bounding box of width 29.19 and height 74.01.
 At frame 57, person 5 is located at coordinates [257.32, 642.10] with a bounding box of width 36.97 and height 79.82.
 At frame 57, person 14 is located at coordinates [1544.38, 581.70] with a bounding box of width 28.45 and height 65.73.
 At frame 57, person 15 is located at coordinates [1524.57, 589.50] with a bounding box of width 25.62 and height 58.82.
 At frame 57, person 3 is located at coordinates [1294.02, 587.87] with a bounding box of width 58.44 and height 151.92.
 At frame 57, person 8 is located at coordinates [200.98, 647.67] with a bounding box of width 34.54 and height 81.33.
 At frame 57, person 16 is located at coordinates [1457.22, 593.60] with a bounding box of width 23.95 and height 55.90.
 At frame 58, person 1 is located at coordinates [1311.11, 546.50] with a bounding box of width 122.53 and height 354.87.
 At frame 58, person 2 is located at coordinates [1188.76, 535.13] with a bounding box of width 113.00 and height 355.58.
 At frame 58, person 7 is located at coordinates [357.55, 639.19] with a bounding box of width 28.72 and height 73.11.
 At frame 58, person 5 is located at coordinates [255.18, 641.84] with a bounding box of width 36.81 and height 80.51.
 At frame 58, person 14 is located at coordinates [1544.63, 582.30] with a bounding box of width 28.57 and height 65.13.
 At frame 58, person 15 is located at coordinates [1524.82, 589.40] with a bounding box of width 25.69 and height 59.21.
 At frame 58, person 3 is located at coordinates [1294.81, 589.20] with a bounding box of width 57.90 and height 150.16.
 At frame 58, person 8 is located at coordinates [202.25, 645.88] with a bounding box of width 35.22 and height 83.24.
 At frame 58, person 16 is located at coordinates [1455.79, 593.52] with a bounding box of width 24.60 and height 56.98.
 At frame 59, person 1 is located at coordinates [1304.79, 548.41] with a bounding box of width 123.28 and height 353.38.
 At frame 59, person 2 is located at coordinates [1183.64, 535.74] with a bounding box of width 112.81 and height 357.13.
 At frame 59, person 7 is located at coordinates [357.60, 638.50] with a bounding box of width 28.74 and height 73.38.
 At frame 59, person 5 is located at coordinates [253.71, 642.33] with a bounding box of width 36.48 and height 80.18.
 At frame 59, person 14 is located at coordinates [1544.80, 582.82] with a bounding box of width 28.42 and height 64.32.
 At frame 59, person 15 is located at coordinates [1525.61, 590.24] with a bounding box of width 25.45 and height 58.78.
 At frame 59, person 3 is located at coordinates [1296.39, 590.56] with a bounding box of width 57.38 and height 148.91.
 At frame 59, person 8 is located at coordinates [203.95, 644.03] with a bounding box of width 36.02 and height 85.14.
 At frame 59, person 16 is located at coordinates [1455.14, 592.89] with a bounding box of width 25.16 and height 57.97.
 At frame 60, person 1 is located at coordinates [1297.75, 549.41] with a bounding box of width 124.90 and height 352.82.
 At frame 60, person 2 is located at coordinates [1179.38, 537.44] with a bounding box of width 111.76 and height 354.78.
 At frame 60, person 7 is located at coordinates [358.12, 637.95] with a bounding box of width 28.30 and height 72.32.
 At frame 60, person 5 is located at coordinates [251.60, 643.98] with a bounding box of width 36.11 and height 77.70.
 At frame 60, person 14 is located at coordinates [1545.62, 581.83] with a bounding box of width 29.14 and height 65.79.
 At frame 60, person 15 is located at coordinates [1526.77, 589.38] with a bounding box of width 25.94 and height 59.80.
 At frame 60, person 3 is located at coordinates [1296.63, 593.13] with a bounding box of width 56.60 and height 147.27.
 At frame 60, person 8 is located at coordinates [205.50, 644.49] with a bounding box of width 35.76 and height 84.69.
 At frame 60, person 16 is located at coordinates [1454.42, 593.23] with a bounding box of width 25.23 and height 57.76.
 At frame 61, person 1 is located at coordinates [1291.72, 548.60] with a bounding box of width 127.86 and height 354.97.
 At frame 61, person 2 is located at coordinates [1175.43, 536.89] with a bounding box of width 112.79 and height 359.18.
 At frame 61, person 7 is located at coordinates [358.02, 637.45] with a bounding box of width 29.61 and height 76.08.
 At frame 61, person 5 is located at coordinates [248.32, 644.31] with a bounding box of width 36.97 and height 77.35.
 At frame 61, person 14 is located at coordinates [1546.11, 582.34] with a bounding box of width 29.01 and height 65.17.
 At frame 61, person 15 is located at coordinates [1527.27, 589.34] with a bounding box of width 25.93 and height 59.60.
 At frame 61, person 3 is located at coordinates [1296.89, 589.33] with a bounding box of width 60.62 and height 157.90.
 At frame 61, person 8 is located at coordinates [208.26, 643.79] with a bounding box of width 36.57 and height 85.10.
 At frame 61, person 16 is located at coordinates [1453.76, 593.35] with a bounding box of width 24.94 and height 57.10.
 At frame 62, person 1 is located at coordinates [1287.51, 549.75] with a bounding box of width 129.62 and height 355.19.
 At frame 62, person 2 is located at coordinates [1172.51, 537.26] with a bounding box of width 113.96 and height 362.58.
 

=====================================================

At frame 62, person 7 is located at coordinates [358.41, 637.27] with a bounding box of width 29.81 and height 76.88.
 At frame 62, person 5 is located at coordinates [245.70, 643.83] with a bounding box of width 38.20 and height 77.82.
 At frame 62, person 14 is located at coordinates [1546.80, 581.95] with a bounding box of width 29.08 and height 65.52.
 At frame 62, person 15 is located at coordinates [1527.88, 588.45] with a bounding box of width 26.19 and height 60.11.
 At frame 62, person 3 is located at coordinates [1298.54, 584.22] with a bounding box of width 63.54 and height 165.79.
 At frame 62, person 8 is located at coordinates [209.48, 642.94] with a bounding box of width 37.27 and height 85.84.
 At frame 62, person 16 is located at coordinates [1452.94, 592.79] with a bounding box of width 24.89 and height 57.45.
 At frame 63, person 1 is located at coordinates [1282.80, 551.64] with a bounding box of width 130.97 and height 353.51.
 At frame 63, person 2 is located at coordinates [1167.97, 539.15] with a bounding box of width 114.51 and height 361.52.
 At frame 63, person 7 is located at coordinates [359.06, 637.49] with a bounding box of width 28.58 and height 73.70.
 At frame 63, person 5 is located at coordinates [244.71, 643.64] with a bounding box of width 38.82 and height 78.00.
 At frame 63, person 14 is located at coordinates [1547.52, 581.51] with a bounding box of width 29.29 and height 66.24.
 At frame 63, person 15 is located at coordinates [1528.66, 588.11] with a bounding box of width 26.30 and height 60.30.
 At frame 63, person 3 is located at coordinates [1298.97, 579.92] with a bounding box of width 63.87 and height 167.14.
 At frame 63, person 8 is located at coordinates [209.31, 644.09] with a bounding box of width 37.20 and height 84.94.
 At frame 63, person 16 is located at coordinates [1451.65, 593.17] with a bounding box of width 24.54 and height 57.00.
 At frame 63, person 11 is located at coordinates [67.53, 645.47] with a bounding box of width 30.93 and height 72.74.
 At frame 64, person 1 is located at coordinates [1277.68, 552.34] with a bounding box of width 133.76 and height 355.82.
 At frame 64, person 2 is located at coordinates [1161.87, 537.80] with a bounding box of width 116.70 and height 360.50.
 At frame 64, person 7 is located at coordinates [359.25, 637.59] with a bounding box of width 28.51 and height 73.64.
 At frame 64, person 5 is located at coordinates [243.34, 642.69] with a bounding box of width 40.04 and height 79.25.
 At frame 64, person 14 is located at coordinates [1548.50, 581.93] with a bounding box of width 29.09 and height 65.93.
 At frame 64, person 15 is located at coordinates [1529.39, 587.40] with a bounding box of width 26.58 and height 60.96.
 At frame 64, person 3 is located at coordinates [1295.90, 574.49] with a bounding box of width 65.75 and height 172.79.
 At frame 64, person 8 is located at coordinates [209.91, 646.31] with a bounding box of width 37.19 and height 83.41.
 At frame 64, person 16 is located at coordinates [1450.66, 593.30] with a bounding box of width 24.34 and height 56.83.
 At frame 64, person 11 is located at coordinates [68.04, 644.90] with a bounding box of width 31.44 and height 73.46.
 At frame 65, person 1 is located at coordinates [1272.92, 554.05] with a bounding box of width 136.08 and height 355.80.
 At frame 65, person 2 is located at coordinates [1153.59, 538.16] with a bounding box of width 120.37 and height 360.09.
 At frame 65, person 7 is located at coordinates [358.88, 637.04] with a bounding box of width 28.45 and height 73.63.
 At frame 65, person 5 is located at coordinates [242.35, 642.03] with a bounding box of width 41.00 and height 80.30.
 At frame 65, person 14 is located at coordinates [1549.45, 581.80] with a bounding box of width 28.98 and height 65.80.
 At frame 65, person 15 is located at coordinates [1529.65, 587.13] with a bounding box of width 26.68 and height 61.21.
 At frame 65, person 8 is located at coordinates [210.02, 647.73] with a bounding box of width 36.76 and height 81.65.
 At frame 65, person 16 is located at coordinates [1449.77, 593.35] with a bounding box of width 24.20 and height 56.78.
 At frame 65, person 11 is located at coordinates [70.00, 644.42] with a bounding box of width 32.64 and height 74.29.
 At frame 66, person 1 is located at coordinates [1266.03, 554.09] with a bounding box of width 140.39 and height 361.07.
 At frame 66, person 2 is located at coordinates [1144.65, 540.63] with a bounding box of width 124.28 and height 357.58.
 At frame 66, person 7 is located at coordinates [358.98, 637.13] with a bounding box of width 28.25 and height 73.04.
 At frame 66, person 5 is located at coordinates [240.86, 643.82] with a bounding box of width 40.23 and height 78.37.
 At frame 66, person 14 is located at coordinates [1549.90, 582.63] with a bounding box of width 28.69 and height 65.17.
 At frame 66, person 15 is located at coordinates [1530.60, 586.75] with a bounding box of width 26.11 and height 60.13.
 At frame 66, person 8 is located at coordinates [210.18, 647.37] with a bounding box of width 37.57 and height 82.19.
 At frame 66, person 16 is located at coordinates [1449.61, 593.65] with a bounding box of width 23.87 and height 56.18.
 At frame 66, person 11 is located at coordinates [71.10, 644.25] with a bounding box of width 33.69 and height 74.59.
 At frame 67, person 1 is located at coordinates [1261.65, 556.12] with a bounding box of width 142.36 and height 359.83.
 At frame 67, person 2 is located at coordinates [1139.01, 540.38] with a bounding box of width 129.43 and height 360.15.
 At frame 67, person 7 is located at coordinates [358.52, 636.88] with a bounding box of width 28.55 and height 73.42.
 At frame 67, person 5 is located at coordinates [239.92, 644.52] with a bounding box of width 39.66 and height 77.62.
 At frame 67, person 14 is located at coordinates [1550.75, 582.95] with a bounding box of width 28.35 and height 64.34.
 

=====================================================

At frame 67, person 15 is located at coordinates [1531.66, 587.49] with a bounding box of width 25.62 and height 59.12.
 At frame 67, person 8 is located at coordinates [211.22, 649.58] with a bounding box of width 37.40 and height 80.04.
 At frame 67, person 16 is located at coordinates [1449.02, 594.35] with a bounding box of width 23.71 and height 55.96.
 At frame 67, person 11 is located at coordinates [71.62, 644.78] with a bounding box of width 34.18 and height 74.12.
 At frame 67, person 6 is located at coordinates [1350.17, 586.20] with a bounding box of width 31.51 and height 72.86.
 At frame 68, person 1 is located at coordinates [1256.77, 556.88] with a bounding box of width 145.17 and height 361.68.
 At frame 68, person 2 is located at coordinates [1130.56, 543.20] with a bounding box of width 133.77 and height 357.60.
 At frame 68, person 7 is located at coordinates [357.95, 636.79] with a bounding box of width 28.28 and height 72.39.
 At frame 68, person 5 is located at coordinates [238.67, 644.47] with a bounding box of width 39.01 and height 76.75.
 At frame 68, person 14 is located at coordinates [1551.52, 582.47] with a bounding box of width 28.46 and height 64.62.
 At frame 68, person 15 is located at coordinates [1531.93, 587.48] with a bounding box of width 25.62 and height 59.34.
 At frame 68, person 8 is located at coordinates [212.26, 649.51] with a bounding box of width 37.99 and height 81.02.
 At frame 68, person 16 is located at coordinates [1448.34, 592.25] with a bounding box of width 24.64 and height 58.24.
 At frame 68, person 11 is located at coordinates [71.87, 644.71] with a bounding box of width 34.53 and height 73.92.
 At frame 68, person 6 is located at coordinates [1350.41, 586.18] with a bounding box of width 31.29 and height 74.04.
 At frame 68, person 9 is located at coordinates [221.62, 643.87] with a bounding box of width 32.07 and height 80.70.
 At frame 69, person 1 is located at coordinates [1254.14, 554.50] with a bounding box of width 148.08 and height 365.57.
 At frame 69, person 2 is located at coordinates [1124.51, 545.13] with a bounding box of width 137.93 and height 354.86.
 At frame 69, person 7 is located at coordinates [358.54, 638.83] with a bounding box of width 25.98 and height 66.10.
 At frame 69, person 5 is located at coordinates [231.51, 642.97] with a bounding box of width 39.89 and height 79.98.
 At frame 69, person 14 is located at coordinates [1552.56, 582.88] with a bounding box of width 28.11 and height 64.14.
 At frame 69, person 15 is located at coordinates [1532.62, 587.77] with a bounding box of width 25.58 and height 59.42.
 At frame 69, person 8 is located at coordinates [213.37, 646.82] with a bounding box of width 39.28 and height 83.74.
 At frame 69, person 16 is located at coordinates [1447.94, 592.33] with a bounding box of width 24.18 and height 57.35.
 At frame 69, person 11 is located at coordinates [71.61, 644.69] with a bounding box of width 34.92 and height 73.84.
 At frame 69, person 6 is located at coordinates [1352.05, 586.76] with a bounding box of width 30.48 and height 72.05.
 At frame 70, person 1 is located at coordinates [1251.29, 556.79] with a bounding box of width 148.48 and height 364.39.
 At frame 70, person 2 is located at coordinates [1118.94, 547.01] with a bounding box of width 142.89 and height 353.83.
 At frame 70, person 7 is located at coordinates [357.01, 638.09] with a bounding box of width 27.08 and height 68.61.
 At frame 70, person 5 is located at coordinates [226.16, 642.42] with a bounding box of width 40.49 and height 82.33.
 At frame 70, person 14 is located at coordinates [1554.26, 583.33] with a bounding box of width 27.68 and height 63.38.
 At frame 70, person 15 is located at coordinates [1534.26, 588.77] with a bounding box of width 25.09 and height 58.28.
 At frame 70, person 8 is located at coordinates [214.15, 645.81] with a bounding box of width 39.61 and height 84.19.
 At frame 70, person 16 is located at coordinates [1447.85, 593.55] with a bounding box of width 23.94 and height 57.00.
 At frame 70, person 11 is located at coordinates [70.95, 643.81] with a bounding box of width 35.83 and height 74.98.
 At frame 70, person 6 is located at coordinates [1352.57, 587.28] with a bounding box of width 30.33 and height 70.09.
 At frame 71, person 1 is located at coordinates [1247.13, 558.81] with a bounding box of width 148.06 and height 360.98.
 At frame 71, person 2 is located at coordinates [1112.65, 549.74] with a bounding box of width 148.78 and height 356.99.
 At frame 71, person 5 is located at coordinates [223.38, 641.92] with a bounding box of width 41.25 and height 85.54.
 At frame 71, person 14 is located at coordinates [1555.37, 582.90] with a bounding box of width 27.69 and height 63.69.
 At frame 71, person 15 is located at coordinates [1534.74, 588.85] with a bounding box of width 25.13 and height 58.45.
 At frame 71, person 8 is located at coordinates [216.08, 643.96] with a bounding box of width 40.24 and height 86.11.
 At frame 71, person 16 is located at coordinates [1447.86, 594.00] with a bounding box of width 23.81 and height 56.87.
 At frame 71, person 11 is located at coordinates [70.89, 643.78] with a bounding box of width 35.91 and height 74.82.
 At frame 71, person 6 is located at coordinates [1351.70, 587.47] with a bounding box of width 31.16 and height 71.19.
 At frame 71, person 3 is located at coordinates [1326.99, 586.99] with a bounding box of width 50.95 and height 129.91.
 At frame 72, person 1 is located at coordinates [1241.56, 557.79] with a bounding box of width 150.28 and height 365.53.
 At frame 72, person 2 is located at coordinates [1107.74, 549.56] with a bounding box of width 155.20 and height 361.70.
 At frame 72, person 14 is located at coordinates [1556.26, 582.15] with a bounding box of width 27.85 and height 64.40.
 At frame 72, person 15 is located at coordinates [1535.27, 587.99] with a bounding box of width 25.56 and height 59.69.
 

=====================================================

At frame 72, person 8 is located at coordinates [214.67, 643.84] with a bounding box of width 36.49 and height 80.44.
 At frame 72, person 16 is located at coordinates [1447.60, 592.99] with a bounding box of width 24.36 and height 58.59.
 At frame 72, person 11 is located at coordinates [71.27, 644.07] with a bounding box of width 36.00 and height 74.75.
 At frame 72, person 6 is located at coordinates [1351.51, 587.54] with a bounding box of width 31.19 and height 71.01.
 At frame 72, person 3 is located at coordinates [1324.92, 586.58] with a bounding box of width 60.55 and height 152.94.
 At frame 72, person 9 is located at coordinates [225.02, 643.23] with a bounding box of width 33.36 and height 84.77.
 At frame 73, person 1 is located at coordinates [1233.92, 556.80] with a bounding box of width 150.79 and height 367.22.
 At frame 73, person 2 is located at coordinates [1101.37, 552.66] with a bounding box of width 158.77 and height 357.64.
 At frame 73, person 14 is located at coordinates [1557.19, 581.58] with a bounding box of width 27.84 and height 64.67.
 At frame 73, person 15 is located at coordinates [1535.37, 587.38] with a bounding box of width 25.88 and height 60.74.
 At frame 73, person 16 is located at coordinates [1447.77, 593.77] with a bounding box of width 24.06 and height 58.07.
 At frame 73, person 11 is located at coordinates [72.65, 644.78] with a bounding box of width 35.49 and height 73.54.
 At frame 73, person 6 is located at coordinates [1352.68, 588.15] with a bounding box of width 31.07 and height 69.17.
 At frame 73, person 3 is located at coordinates [1324.15, 587.46] with a bounding box of width 65.07 and height 163.05.
 At frame 73, person 17 is located at coordinates [-51.40, 633.35] with a bounding box of width 119.31 and height 247.97.
 At frame 73, person 9 is located at coordinates [224.96, 643.73] with a bounding box of width 33.17 and height 84.61.
 At frame 74, person 1 is located at coordinates [1226.56, 556.99] with a bounding box of width 149.65 and height 367.25.
 At frame 74, person 2 is located at coordinates [1094.63, 552.04] with a bounding box of width 164.38 and height 362.83.
 At frame 74, person 14 is located at coordinates [1558.11, 581.36] with a bounding box of width 27.81 and height 65.36.
 At frame 74, person 15 is located at coordinates [1536.00, 586.86] with a bounding box of width 25.93 and height 61.14.
 At frame 74, person 16 is located at coordinates [1446.53, 593.49] with a bounding box of width 24.27 and height 58.45.
 At frame 74, person 11 is located at coordinates [73.58, 645.64] with a bounding box of width 35.40 and height 73.08.
 At frame 74, person 6 is located at coordinates [1352.41, 587.18] with a bounding box of width 32.43 and height 71.49.
 At frame 74, person 3 is located at coordinates [1322.17, 585.77] with a bounding box of width 67.70 and height 168.23.
 At frame 74, person 17 is located at coordinates [-47.77, 634.30] with a bounding box of width 119.02 and height 247.15.
 At frame 74, person 9 is located at coordinates [226.38, 644.20] with a bounding box of width 33.12 and height 84.55.
 At frame 75, person 1 is located at coordinates [1221.20, 555.58] with a bounding box of width 149.97 and height 371.62.
 At frame 75, person 2 is located at coordinates [1089.65, 552.65] with a bounding box of width 166.97 and height 362.72.
 At frame 75, person 14 is located at coordinates [1558.73, 581.57] with a bounding box of width 27.20 and height 64.45.
 At frame 75, person 15 is located at coordinates [1536.16, 586.66] with a bounding box of width 26.06 and height 61.29.
 At frame 75, person 16 is located at coordinates [1445.88, 594.84] with a bounding box of width 23.59 and height 56.84.
 At frame 75, person 11 is located at coordinates [74.91, 647.44] with a bounding box of width 34.82 and height 71.72.
 At frame 75, person 6 is located at coordinates [1352.37, 586.53] with a bounding box of width 33.95 and height 74.09.
 At frame 75, person 3 is located at coordinates [1321.16, 583.90] with a bounding box of width 70.15 and height 173.13.
 At frame 75, person 17 is located at coordinates [-43.10, 633.24] with a bounding box of width 120.85 and height 251.03.
 At frame 75, person 9 is located at coordinates [226.43, 644.37] with a bounding box of width 33.14 and height 84.52.
 At frame 76, person 1 is located at coordinates [1214.52, 556.49] with a bounding box of width 149.23 and height 373.53.
 At frame 76, person 2 is located at coordinates [1084.10, 552.84] with a bounding box of width 168.54 and height 363.25.
 At frame 76, person 14 is located at coordinates [1559.46, 581.37] with a bounding box of width 27.06 and height 64.69.
 At frame 76, person 15 is located at coordinates [1536.87, 586.88] with a bounding box of width 25.92 and height 60.75.
 At frame 76, person 16 is located at coordinates [1446.07, 594.17] with a bounding box of width 23.70 and height 56.81.
 At frame 76, person 11 is located at coordinates [76.65, 650.79] with a bounding box of width 33.68 and height 68.85.
 At frame 76, person 6 is located at coordinates [1351.03, 585.71] with a bounding box of width 35.99 and height 77.98.
 At frame 76, person 3 is located at coordinates [1322.32, 582.01] with a bounding box of width 71.32 and height 173.82.
 At frame 76, person 17 is located at coordinates [-36.45, 632.55] with a bounding box of width 121.89 and height 253.58.
 At frame 76, person 9 is located at coordinates [225.98, 644.43] with a bounding box of width 32.53 and height 82.16.
 At frame 76, person 5 is located at coordinates [201.39, 640.58] with a bounding box of width 36.21 and height 76.50.
 At frame 77, person 1 is located at coordinates [1208.45, 556.25] with a bounding box of width 147.00 and height 371.88.
 At frame 77, person 2 is located at coordinates [1076.81, 552.29] with a bounding box of width 169.28 and height 364.60.
 At frame 77, person 14 is located at coordinates [1559.79, 581.58] with a bounding box of width 26.85 and height 64.20.
 

=====================================================

At frame 77, person 15 is located at coordinates [1537.59, 586.97] with a bounding box of width 26.09 and height 60.54.
 At frame 77, person 16 is located at coordinates [1446.21, 594.21] with a bounding box of width 23.64 and height 56.80.
 At frame 77, person 11 is located at coordinates [77.59, 652.33] with a bounding box of width 33.29 and height 67.18.
 At frame 77, person 6 is located at coordinates [1352.07, 584.82] with a bounding box of width 37.09 and height 79.46.
 At frame 77, person 3 is located at coordinates [1322.40, 580.68] with a bounding box of width 72.35 and height 174.01.
 At frame 77, person 17 is located at coordinates [-30.44, 633.61] with a bounding box of width 121.11 and height 252.45.
 At frame 77, person 9 is located at coordinates [225.07, 645.62] with a bounding box of width 32.58 and height 81.25.
 At frame 77, person 5 is located at coordinates [198.95, 640.76] with a bounding box of width 35.18 and height 75.55.
 At frame 78, person 1 is located at coordinates [1200.77, 556.15] with a bounding box of width 145.56 and height 372.96.
 At frame 78, person 2 is located at coordinates [1066.88, 550.88] with a bounding box of width 169.00 and height 365.67.
 At frame 78, person 14 is located at coordinates [1560.00, 581.96] with a bounding box of width 26.55 and height 63.42.
 At frame 78, person 15 is located at coordinates [1538.49, 587.89] with a bounding box of width 26.02 and height 59.29.
 At frame 78, person 16 is located at coordinates [1444.82, 593.34] with a bounding box of width 24.17 and height 57.98.
 At frame 78, person 11 is located at coordinates [76.68, 651.07] with a bounding box of width 34.09 and height 68.39.
 At frame 78, person 6 is located at coordinates [1349.73, 584.48] with a bounding box of width 39.53 and height 84.63.
 At frame 78, person 3 is located at coordinates [1322.14, 579.01] with a bounding box of width 73.22 and height 175.18.
 At frame 78, person 17 is located at coordinates [-26.26, 633.05] with a bounding box of width 122.53 and height 256.35.
 At frame 78, person 9 is located at coordinates [224.98, 645.76] with a bounding box of width 32.35 and height 79.74.
 At frame 78, person 5 is located at coordinates [198.08, 640.21] with a bounding box of width 35.51 and height 77.64.
 At frame 79, person 1 is located at coordinates [1190.25, 557.56] with a bounding box of width 144.26 and height 373.04.
 At frame 79, person 2 is located at coordinates [1057.38, 552.37] with a bounding box of width 165.47 and height 361.08.
 At frame 79, person 14 is located at coordinates [1561.45, 583.29] with a bounding box of width 24.80 and height 59.00.
 At frame 79, person 15 is located at coordinates [1539.78, 588.54] with a bounding box of width 26.41 and height 58.81.
 At frame 79, person 11 is located at coordinates [76.02, 650.01] with a bounding box of width 34.77 and height 69.43.
 At frame 79, person 3 is located at coordinates [1322.88, 580.70] with a bounding box of width 72.91 and height 173.25.
 At frame 79, person 17 is located at coordinates [-25.39, 631.94] with a bounding box of width 124.59 and height 261.34.
 At frame 79, person 9 is located at coordinates [223.89, 645.21] with a bounding box of width 34.25 and height 83.92.
 At frame 79, person 5 is located at coordinates [197.79, 641.19] with a bounding box of width 34.83 and height 77.82.
 At frame 80, person 1 is located at coordinates [1177.44, 558.68] with a bounding box of width 145.45 and height 373.62.
 At frame 80, person 2 is located at coordinates [1046.27, 551.14] with a bounding box of width 163.08 and height 361.08.
 At frame 80, person 14 is located at coordinates [1561.93, 584.40] with a bounding box of width 24.19 and height 57.33.
 At frame 80, person 15 is located at coordinates [1540.41, 587.30] with a bounding box of width 27.38 and height 60.41.
 At frame 80, person 11 is located at coordinates [75.90, 650.47] with a bounding box of width 34.57 and height 68.66.
 At frame 80, person 3 is located at coordinates [1322.27, 579.61] with a bounding box of width 73.29 and height 174.78.
 At frame 80, person 17 is located at coordinates [-19.83, 630.34] with a bounding box of width 122.20 and height 257.70.
 At frame 80, person 9 is located at coordinates [229.78, 645.59] with a bounding box of width 32.46 and height 79.67.
 At frame 80, person 5 is located at coordinates [199.55, 642.15] with a bounding box of width 33.10 and height 74.96.
 At frame 80, person 8 is located at coordinates [212.99, 645.05] with a bounding box of width 31.50 and height 71.45.
 At frame 81, person 1 is located at coordinates [1169.98, 558.50] with a bounding box of width 148.06 and height 373.22.
 At frame 81, person 2 is located at coordinates [1031.76, 549.20] with a bounding box of width 159.80 and height 362.54.
 At frame 81, person 14 is located at coordinates [1562.46, 584.19] with a bounding box of width 24.42 and height 57.36.
 At frame 81, person 15 is located at coordinates [1541.33, 587.71] with a bounding box of width 27.48 and height 60.42.
 At frame 81, person 3 is located at coordinates [1321.97, 579.49] with a bounding box of width 73.49 and height 175.90.
 At frame 81, person 17 is located at coordinates [-12.33, 629.15] with a bounding box of width 120.66 and height 257.42.
 At frame 81, person 9 is located at coordinates [233.44, 645.72] with a bounding box of width 29.95 and height 73.19.
 At frame 81, person 5 is located at coordinates [200.94, 642.81] with a bounding box of width 33.72 and height 75.69.
 At frame 82, person 1 is located at coordinates [1162.33, 560.77] with a bounding box of width 152.19 and height 373.04.
 At frame 82, person 2 is located at coordinates [1019.91, 548.45] with a bounding box of width 157.76 and height 366.02.
 At frame 82, person 14 is located at coordinates [1562.98, 583.81] with a bounding box of width 23.81 and height 55.61.
 At frame 82, person 3 is located at coordinates [1322.57, 579.74] with a bounding box of width 73.21 and height 175.70.
 

=====================================================

At frame 82, person 17 is located at coordinates [-4.54, 626.05] with a bounding box of width 119.04 and height 259.06.
 At frame 82, person 9 is located at coordinates [237.34, 644.54] with a bounding box of width 29.31 and height 70.80.
 At frame 82, person 5 is located at coordinates [200.16, 641.27] with a bounding box of width 35.45 and height 78.34.
 At frame 83, person 1 is located at coordinates [1153.16, 564.83] with a bounding box of width 156.26 and height 370.89.
 At frame 83, person 2 is located at coordinates [1011.65, 546.12] with a bounding box of width 159.25 and height 375.80.
 At frame 83, person 14 is located at coordinates [1564.01, 583.95] with a bounding box of width 23.06 and height 53.78.
 At frame 83, person 3 is located at coordinates [1323.79, 579.55] with a bounding box of width 73.39 and height 176.75.
 At frame 83, person 17 is located at coordinates [1.56, 623.44] with a bounding box of width 117.15 and height 260.81.
 At frame 83, person 9 is located at coordinates [238.80, 645.94] with a bounding box of width 31.25 and height 74.85.
 At frame 83, person 5 is located at coordinates [198.59, 640.69] with a bounding box of width 38.17 and height 84.58.
 At frame 83, person 18 is located at coordinates [-48.37, 640.89] with a bounding box of width 105.05 and height 265.03.
 At frame 84, person 1 is located at coordinates [1143.38, 570.75] with a bounding box of width 159.19 and height 366.24.
 At frame 84, person 2 is located at coordinates [1003.78, 548.14] with a bounding box of width 155.90 and height 371.93.
 At frame 84, person 3 is located at coordinates [1326.36, 581.53] with a bounding box of width 72.66 and height 174.77.
 At frame 84, person 17 is located at coordinates [7.18, 621.61] with a bounding box of width 114.74 and height 262.01.
 At frame 84, person 9 is located at coordinates [237.33, 645.26] with a bounding box of width 35.00 and height 83.29.
 At frame 84, person 5 is located at coordinates [195.07, 640.76] with a bounding box of width 40.91 and height 90.92.
 At frame 84, person 18 is located at coordinates [-39.39, 638.43] with a bounding box of width 107.40 and height 270.24.
 At frame 85, person 1 is located at coordinates [1139.95, 576.78] with a bounding box of width 161.52 and height 361.82.
 At frame 85, person 2 is located at coordinates [996.79, 549.81] with a bounding box of width 153.86 and height 368.89.
 At frame 85, person 3 is located at coordinates [1329.05, 583.17] with a bounding box of width 72.41 and height 173.97.
