At frame 0.0, person 1.0 is located at coordinates [1238.68, 371.25] with a bounding box of width 21.32 and height 53.88.
 At frame 380.0, person 17.0 is located at coordinates [1187.36, 385.08] with a bounding box of width 22.74 and height 61.03.
 At frame 381.0, person 16.0 is located at coordinates [1242.82, 377.74] with a bounding box of width 27.86 and height 70.90.
 At frame 381.0, person 18.0 is located at coordinates [1221.18, 383.40] with a bounding box of width 22.69 and height 60.47.
 At frame 381.0, person 17.0 is located at coordinates [1194.83, 384.44] with a bounding box of width 23.26 and height 62.36.
 At frame 382.0, person 16.0 is located at coordinates [1248.86, 377.99] with a bounding box of width 27.85 and height 71.33.
 At frame 382.0, person 18.0 is located at coordinates [1226.39, 382.82] with a bounding box of width 23.13 and height 62.11.
 At frame 382.0, person 17.0 is located at coordinates [1200.40, 383.25] with a bounding box of width 23.84 and height 64.01.
 At frame 383.0, person 16.0 is located at coordinates [1254.85, 378.10] with a bounding box of width 27.74 and height 71.46.
 At frame 383.0, person 18.0 is located at coordinates [1231.93, 382.81] with a bounding box of width 23.51 and height 63.10.
 At frame 383.0, person 17.0 is located at coordinates [1205.89, 381.84] with a bounding box of width 24.34 and height 65.38.
 At frame 384.0, person 16.0 is located at coordinates [1260.93, 380.47] with a bounding box of width 27.38 and height 71.48.
 At frame 384.0, person 18.0 is located at coordinates [1239.06, 383.42] with a bounding box of width 24.03 and height 64.62.
 At frame 384.0, person 17.0 is located at coordinates [1213.19, 382.46] with a bounding box of width 24.91 and height 66.66.
 At frame 385.0, person 16.0 is located at coordinates [1265.22, 383.72] with a bounding box of width 25.91 and height 68.75.
 At frame 385.0, person 18.0 is located at coordinates [1245.39, 384.82] with a bounding box of width 24.32 and height 65.57.
 At frame 385.0, person 17.0 is located at coordinates [1218.94, 384.26] with a bounding box of width 25.06 and height 66.74.
 At frame 386.0, person 18.0 is located at coordinates [1249.28, 387.31] with a bounding box of width 24.13 and height 65.14.
 At frame 386.0, person 17.0 is located at coordinates [1223.41, 385.94] with a bounding box of width 24.82 and height 66.35.
 At frame 387.0, person 18.0 is located at coordinates [1254.16, 387.50] with a bounding box of width 24.54 and height 66.50.
 At frame 387.0, person 17.0 is located at coordinates [1227.49, 385.43] with a bounding box of width 25.76 and height 68.89.
 At frame 388.0, person 18.0 is located at coordinates [1258.17, 387.57] with a bounding box of width 24.63 and height 66.99.
 At frame 388.0, person 17.0 is located at coordinates [1232.92, 386.19] with a bounding box of width 25.74 and height 68.68.
 At frame 389.0, person 18.0 is located at coordinates [1262.67, 389.13] with a bounding box of width 24.49 and height 66.77.
 At frame 389.0, person 17.0 is located at coordinates [1237.82, 387.66] with a bounding box of width 25.86 and height 68.94.
 At frame 390.0, person 17.0 is located at coordinates [1244.09, 388.60] with a bounding box of width 26.04 and height 69.40.
 At frame 391.0, person 17.0 is located at coordinates [1247.54, 388.18] with a bounding box of width 26.70 and height 70.72.
 At frame 392.0, person 17.0 is located at coordinates [1252.50, 388.21] with a bounding box of width 27.03 and height 71.19.
 At frame 393.0, person 17.0 is located at coordinates [1256.60, 388.98] with a bounding box of width 27.00 and height 71.35.
 At frame 394.0, person 17.0 is located at coordinates [1260.08, 388.69] with a bounding box of width 27.44 and height 72.93.
 At frame 395.0, person 17.0 is located at coordinates [1264.16, 385.30] with a bounding box of width 29.47 and height 78.90.
 At frame 426.0, person 19.0 is located at coordinates [965.47, 384.39] with a bounding box of width 19.94 and height 47.49.
 At frame 427.0, person 19.0 is located at coordinates [964.37, 382.47] with a bounding box of width 20.84 and height 49.68.
 At frame 427.0, person 20.0 is located at coordinates [934.35, 385.99] with a bounding box of width 19.16 and height 44.88.
 At frame 428.0, person 19.0 is located at coordinates [963.23, 380.93] with a bounding box of width 20.90 and height 49.97.
 At frame 428.0, person 20.0 is located at coordinates [933.43, 384.67] with a bounding box of width 19.00 and height 44.52.
 At frame 429.0, person 19.0 is located at coordinates [959.37, 378.94] with a bounding box of width 20.89 and height 49.99.
 At frame 429.0, person 20.0 is located at coordinates [931.67, 384.46] with a bounding box of width 18.16 and height 42.55.
 At frame 429.0, person 21.0 is located at coordinates [976.46, 381.73] with a bounding box of width 17.61 and height 49.03.
 At frame 430.0, person 19.0 is located at coordinates [957.97, 378.34] with a bounding box of width 21.18 and height 50.81.
 At frame 430.0, person 20.0 is located at coordinates [930.05, 383.99] with a bounding box of width 18.31 and height 42.86.
 At frame 430.0, person 21.0 is located at coordinates [976.12, 380.52] with a bounding box of width 18.29 and height 50.91.
 At frame 431.0, person 19.0 is located at coordinates [956.20, 378.40] with a bounding box of width 20.69 and height 49.83.
 At frame 431.0, person 20.0 is located at coordinates [928.39, 383.43] with a bounding box of width 18.16 and height 42.56.
 At frame 431.0, person 21.0 is located at coordinates [975.16, 379.65] with a bounding box of width 18.42 and height 51.12.
 At frame 432.0, person 19.0 is located at coordinates [953.84, 378.28] with a bounding box of width 20.82 and height 50.26.
 At frame 432.0, person 20.0 is located at coordinates [926.64, 382.63] with a bounding box of width 18.10 and height 42.48.
 At frame 432.0, person 21.0 is located at coordinates [973.85, 378.96] with a bounding box of width 18.69 and height 51.57.
 At frame 432.0, person 22.0 is located at coordinates [889.52, 388.72] with a bounding box of width 13.39 and height 34.70.
 At frame 433.0, person 19.0 is located at coordinates [952.27, 378.48] with a bounding box of width 20.84 and height 50.41.
 At frame 433.0, person 20.0 is located at coordinates [925.44, 382.37] with a bounding box of width 18.56 and height 43.71.
 At frame 433.0, person 21.0 is located at coordinates [972.90, 378.97] with a bounding box of width 18.99 and height 52.11.
 At frame 433.0, person 22.0 is located at coordinates [887.94, 388.94] with a bounding box of width 13.28 and height 34.43.
 At frame 434.0, person 19.0 is located at coordinates [951.38, 378.58] with a bounding box of width 20.81 and height 50.45.
 At frame 434.0, person 20.0 is located at coordinates [924.56, 382.30] with a bounding box of width 18.91 and height 44.56.
 At frame 434.0, person 21.0 is located at coordinates [972.07, 379.21] with a bounding box of width 19.31 and height 52.69.
 At frame 434.0, person 22.0 is located at coordinates [886.76, 388.56] with a bounding box of width 13.61 and height 35.25.
 At frame 435.0, person 19.0 is located at coordinates [950.35, 378.06] with a bounding box of width 20.76 and height 50.45.
 At frame 435.0, person 20.0 is located at coordinates [923.70, 382.69] with a bounding box of width 18.65 and height 44.09.
 At frame 435.0, person 21.0 is located at coordinates [971.36, 378.71] with a bounding box of width 19.50 and height 52.87.
 At frame 435.0, person 22.0 is located at coordinates [884.45, 387.78] with a bounding box of width 14.17 and height 36.83.
 At frame 435.0, person 23.0 is located at coordinates [869.10, 385.22] with a bounding box of width 15.14 and height 38.49.
 At frame 436.0, person 19.0 is located at coordinates [946.34, 376.89] with a bounding box of width 21.00 and height 51.23.
 At frame 436.0, person 20.0 is located at coordinates [920.14, 381.66] with a bounding box of width 18.76 and height 44.30.
 At frame 436.0, person 21.0 is located at coordinates [967.62, 378.35] with a bounding box of width 19.37 and height 52.11.
 At frame 436.0, person 22.0 is located at coordinates [881.13, 386.48] with a bounding box of width 14.52 and height 37.77.
 At frame 436.0, person 23.0 is located at coordinates [865.35, 383.39] with a bounding box of width 16.74 and height 42.51.
 At frame 437.0, person 19.0 is located at coordinates [945.13, 377.46] with a bounding box of width 20.61 and height 50.34.
 At frame 437.0, person 20.0 is located at coordinates [918.88, 382.09] with a bounding box of width 18.80 and height 44.38.
 At frame 437.0, person 21.0 is located at coordinates [966.51, 378.23] with a bounding box of width 19.62 and height 52.21.
 At frame 437.0, person 22.0 is located at coordinates [879.77, 386.84] with a bounding box of width 14.26 and height 37.26.
 At frame 437.0, person 23.0 is located at coordinates [864.46, 383.82] with a bounding box of width 17.28 and height 43.95.
 At frame 438.0, person 19.0 is located at coordinates [945.04, 377.11] with a bounding box of width 21.50 and height 52.36.
 At frame 438.0, person 20.0 is located at coordinates [919.77, 382.26] with a bounding box of width 19.36 and height 45.59.
 At frame 438.0, person 21.0 is located at coordinates [968.17, 378.80] with a bounding box of width 19.62 and height 51.83.
 At frame 438.0, person 22.0 is located at coordinates [880.23, 387.41] with a bounding box of width 14.04 and height 36.63.
 At frame 438.0, person 23.0 is located at coordinates [863.84, 384.25] with a bounding box of width 18.29 and height 46.45.
 At frame 439.0, person 19.0 is located at coordinates [943.65, 376.02] with a bounding box of width 21.51 and height 52.71.
 At frame 439.0, person 20.0 is located at coordinates [918.31, 381.17] with a bounding box of width 19.35 and height 45.65.
 At frame 439.0, person 21.0 is located at coordinates [966.42, 378.03] with a bounding box of width 19.71 and height 51.68.
 At frame 439.0, person 22.0 is located at coordinates [877.49, 386.01] with a bounding box of width 15.10 and height 39.20.
 At frame 439.0, person 23.0 is located at coordinates [861.38, 383.41] with a bounding box of width 18.33 and height 46.45.
 At frame 440.0, person 19.0 is located at coordinates [941.68, 374.65] with a bounding box of width 21.41 and height 52.44.
 At frame 440.0, person 20.0 is located at coordinates [917.03, 379.58] with a bounding box of width 19.33 and height 45.67.
 At frame 440.0, person 21.0 is located at coordinates [963.98, 376.17] with a bounding box of width 20.21 and height 52.80.
 At frame 440.0, person 22.0 is located at coordinates [876.14, 384.74] with a bounding box of width 14.70 and height 38.18.
 At frame 440.0, person 23.0 is located at coordinates [861.15, 382.69] with a bounding box of width 17.03 and height 43.09.
 At frame 440.0, person 24.0 is located at coordinates [1006.63, 378.83] with a bounding box of width 19.32 and height 55.07.
 At frame 441.0, person 19.0 is located at coordinates [940.32, 373.56] with a bounding box of width 21.92 and height 53.88.
 At frame 441.0, person 20.0 is located at coordinates [916.28, 379.39] with a bounding box of width 19.15 and height 45.28.
 At frame 441.0, person 21.0 is located at coordinates [962.90, 374.91] with a bounding box of width 20.81 and height 54.00.
 At frame 441.0, person 22.0 is located at coordinates [874.91, 384.06] with a bounding box of width 14.51 and height 37.73.
 At frame 441.0, person 23.0 is located at coordinates [862.94, 383.48] with a bounding box of width 15.47 and height 39.23.
 At frame 441.0, person 24.0 is located at coordinates [1008.06, 378.46] with a bounding box of width 18.86 and height 53.68.
 At frame 442.0, person 19.0 is located at coordinates [939.24, 373.17] with a bounding box of width 22.57 and height 55.58.
 At frame 442.0, person 20.0 is located at coordinates [915.91, 379.14] with a bounding box of width 19.37 and height 45.91.
 At frame 442.0, person 21.0 is located at coordinates [962.49, 374.83] with a bounding box of width 21.10 and height 54.44.
 At frame 442.0, person 22.0 is located at coordinates [874.32, 383.83] with a bounding box of width 14.84 and height 38.73.
 At frame 442.0, person 23.0 is located at coordinates [864.00, 383.36] with a bounding box of width 15.04 and height 38.24.
 At frame 442.0, person 24.0 is located at coordinates [1008.41, 378.34] with a bounding box of width 18.94 and height 53.70.
 At frame 443.0, person 19.0 is located at coordinates [939.20, 373.04] with a bounding box of width 22.93 and height 56.59.
 At frame 443.0, person 20.0 is located at coordinates [916.16, 379.26] with a bounding box of width 19.52 and height 46.14.
 At frame 443.0, person 21.0 is located at coordinates [962.73, 375.02] with a bounding box of width 21.28 and height 54.59.
 At frame 443.0, person 22.0 is located at coordinates [873.91, 384.35] with a bounding box of width 14.65 and height 38.32.
 At frame 443.0, person 23.0 is located at coordinates [864.96, 383.95] with a bounding box of width 14.57 and height 37.09.
 At frame 443.0, person 24.0 is located at coordinates [1010.92, 378.31] with a bounding box of width 19.45 and height 55.09.
 At frame 444.0, person 19.0 is located at coordinates [937.27, 373.02] with a bounding box of width 23.17 and height 57.35.
 At frame 444.0, person 20.0 is located at coordinates [915.50, 379.71] with a bounding box of width 19.61 and height 46.22.
 At frame 444.0, person 21.0 is located at coordinates [961.73, 374.72] with a bounding box of width 22.04 and height 56.20.
 At frame 444.0, person 22.0 is located at coordinates [872.71, 384.76] with a bounding box of width 14.43 and height 37.74.
 At frame 444.0, person 23.0 is located at coordinates [867.49, 383.96] with a bounding box of width 14.17 and height 36.29.
 At frame 444.0, person 24.0 is located at coordinates [1011.11, 377.67] with a bounding box of width 19.97 and height 56.40.
 At frame 445.0, person 19.0 is located at coordinates [936.20, 373.42] with a bounding box of width 23.21 and height 57.62.
 At frame 445.0, person 20.0 is located at coordinates [914.60, 380.09] with a bounding box of width 20.24 and height 47.81.
 At frame 445.0, person 21.0 is located at coordinates [960.76, 374.82] with a bounding box of width 22.79 and height 57.95.
 At frame 445.0, person 22.0 is located at coordinates [870.48, 384.74] with a bounding box of width 14.83 and height 38.70.
 At frame 445.0, person 24.0 is located at coordinates [1011.79, 377.46] with a bounding box of width 20.46 and height 57.67.
 At frame 445.0, person 26.0 is located at coordinates [1032.23, 381.61] with a bounding box of width 18.10 and height 52.46.
 At frame 445.0, person 27.0 is located at coordinates [853.84, 384.51] with a bounding box of width 14.41 and height 34.22.
 At frame 445.0, person 29.0 is located at coordinates [841.06, 384.39] with a bounding box of width 13.20 and height 34.82.
 At frame 446.0, person 19.0 is located at coordinates [935.81, 374.94] with a bounding box of width 23.30 and height 57.70.
 At frame 446.0, person 20.0 is located at coordinates [914.47, 380.24] with a bounding box of width 20.87 and height 49.56.
 At frame 446.0, person 21.0 is located at coordinates [960.46, 375.83] with a bounding box of width 22.97 and height 58.22.
 At frame 446.0, person 22.0 is located at coordinates [869.05, 385.52] with a bounding box of width 15.49 and height 40.21.
 At frame 446.0, person 24.0 is located at coordinates [1012.96, 378.20] with a bounding box of width 21.12 and height 59.33.
 At frame 446.0, person 26.0 is located at coordinates [1033.73, 382.52] with a bounding box of width 18.18 and height 52.64.
 At frame 446.0, person 27.0 is located at coordinates [853.18, 385.24] with a bounding box of width 14.63 and height 34.77.
 At frame 446.0, person 29.0 is located at coordinates [839.88, 385.21] with a bounding box of width 14.10 and height 37.18.
 At frame 446.0, person 30.0 is located at coordinates [860.12, 385.58] with a bounding box of width 13.20 and height 34.82.
 At frame 447.0, person 19.0 is located at coordinates [935.12, 376.32] with a bounding box of width 22.97 and height 56.94.
 At frame 447.0, person 20.0 is located at coordinates [913.90, 381.07] with a bounding box of width 20.67 and height 49.45.
 At frame 447.0, person 21.0 is located at coordinates [959.58, 377.40] with a bounding box of width 22.32 and height 56.37.
 At frame 447.0, person 22.0 is located at coordinates [867.04, 386.01] with a bounding box of width 15.68 and height 40.78.
 At frame 447.0, person 24.0 is located at coordinates [1013.43, 378.68] with a bounding box of width 21.20 and height 59.51.
 At frame 447.0, person 26.0 is located at coordinates [1034.54, 383.06] with a bounding box of width 18.52 and height 53.62.
 At frame 447.0, person 27.0 is located at coordinates [851.88, 385.71] with a bounding box of width 15.03 and height 35.87.
 At frame 447.0, person 29.0 is located at coordinates [838.94, 386.82] with a bounding box of width 13.72 and height 36.21.
 At frame 447.0, person 30.0 is located at coordinates [860.03, 385.94] with a bounding box of width 13.57 and height 35.82.
 At frame 448.0, person 19.0 is located at coordinates [935.10, 377.63] with a bounding box of width 23.23 and height 57.79.
 At frame 448.0, person 20.0 is located at coordinates [914.93, 382.17] with a bounding box of width 20.49 and height 49.39.
 At frame 448.0, person 21.0 is located at coordinates [960.64, 378.21] with a bounding box of width 22.49 and height 56.80.
 At frame 448.0, person 22.0 is located at coordinates [867.16, 387.95] with a bounding box of width 15.60 and height 40.60.
 At frame 448.0, person 24.0 is located at coordinates [1015.21, 379.26] with a bounding box of width 21.90 and height 61.13.
 At frame 448.0, person 26.0 is located at coordinates [1037.95, 384.30] with a bounding box of width 19.26 and height 55.68.
 At frame 448.0, person 27.0 is located at coordinates [851.51, 387.15] with a bounding box of width 15.09 and height 36.20.
 At frame 448.0, person 29.0 is located at coordinates [838.24, 388.90] with a bounding box of width 14.38 and height 38.00.
 At frame 448.0, person 30.0 is located at coordinates [859.92, 387.42] with a bounding box of width 13.85 and height 36.61.
 At frame 448.0, person 31.0 is located at coordinates [1054.93, 375.69] with a bounding box of width 21.48 and height 64.42.
 At frame 449.0, person 19.0 is located at coordinates [934.25, 379.10] with a bounding box of width 22.74 and height 56.55.
 At frame 449.0, person 20.0 is located at coordinates [914.15, 382.99] with a bounding box of width 20.48 and height 49.74.
 At frame 449.0, person 21.0 is located at coordinates [959.69, 379.68] with a bounding box of width 22.15 and height 55.78.
 At frame 449.0, person 22.0 is located at coordinates [866.54, 388.31] with a bounding box of width 15.45 and height 40.51.
 At frame 449.0, person 24.0 is located at coordinates [1015.72, 379.67] with a bounding box of width 22.39 and height 62.49.
 At frame 449.0, person 26.0 is located at coordinates [1038.61, 384.49] with a bounding box of width 19.58 and height 56.35.
 At frame 449.0, person 27.0 is located at coordinates [849.51, 387.62] with a bounding box of width 14.70 and height 35.44.
 At frame 449.0, person 29.0 is located at coordinates [836.77, 389.54] with a bounding box of width 13.79 and height 36.48.
 At frame 449.0, person 30.0 is located at coordinates [859.37, 387.68] with a bounding box of width 14.10 and height 37.27.
 At frame 449.0, person 31.0 is located at coordinates [1054.01, 376.60] with a bounding box of width 21.68 and height 64.97.
 At frame 449.0, person 33.0 is located at coordinates [244.63, 381.91] with a bounding box of width 18.05 and height 44.05.
 At frame 450.0, person 19.0 is located at coordinates [933.59, 379.66] with a bounding box of width 22.55 and height 56.05.
 At frame 450.0, person 20.0 is located at coordinates [913.21, 383.68] with a bounding box of width 20.25 and height 49.47.
 At frame 450.0, person 21.0 is located at coordinates [959.34, 380.44] with a bounding box of width 22.05 and height 55.38.
 At frame 450.0, person 22.0 is located at coordinates [865.49, 388.83] with a bounding box of width 15.56 and height 40.85.
 At frame 450.0, person 24.0 is located at coordinates [1016.72, 380.02] with a bounding box of width 22.44 and height 62.59.
 At frame 450.0, person 26.0 is located at coordinates [1040.34, 384.72] with a bounding box of width 19.81 and height 56.96.
 At frame 450.0, person 27.0 is located at coordinates [848.37, 387.96] with a bounding box of width 14.66 and height 35.56.
 At frame 450.0, person 29.0 is located at coordinates [835.28, 389.48] with a bounding box of width 13.89 and height 36.71.
 At frame 450.0, person 30.0 is located at coordinates [859.18, 387.94] with a bounding box of width 14.18 and height 37.47.
 At frame 450.0, person 31.0 is located at coordinates [1053.46, 378.28] with a bounding box of width 20.41 and height 61.03.
 At frame 450.0, person 33.0 is located at coordinates [239.98, 382.13] with a bounding box of width 17.97 and height 43.87.
 At frame 451.0, person 19.0 is located at coordinates [934.14, 380.45] with a bounding box of width 22.51 and height 56.25.
 At frame 451.0, person 20.0 is located at coordinates [913.95, 384.53] with a bounding box of width 20.37 and height 50.14.
 At frame 451.0, person 21.0 is located at coordinates [959.73, 381.30] with a bounding box of width 22.57 and height 56.79.
 At frame 451.0, person 22.0 is located at coordinates [864.96, 388.83] with a bounding box of width 15.96 and height 41.74.
 At frame 451.0, person 24.0 is located at coordinates [1019.01, 381.12] with a bounding box of width 22.46 and height 62.59.
 At frame 451.0, person 26.0 is located at coordinates [1042.79, 385.59] with a bounding box of width 20.15 and height 57.94.
 At frame 451.0, person 27.0 is located at coordinates [848.74, 388.66] with a bounding box of width 14.81 and height 36.01.
 At frame 451.0, person 29.0 is located at coordinates [835.51, 389.83] with a bounding box of width 13.30 and height 35.15.
 At frame 451.0, person 30.0 is located at coordinates [860.29, 388.42] with a bounding box of width 14.34 and height 37.92.
 At frame 451.0, person 31.0 is located at coordinates [1055.11, 381.06] with a bounding box of width 20.08 and height 59.77.
 At frame 451.0, person 33.0 is located at coordinates [233.67, 383.82] with a bounding box of width 17.94 and height 43.81.
 At frame 452.0, person 19.0 is located at coordinates [934.35, 380.74] with a bounding box of width 22.56 and height 56.70.
 At frame 452.0, person 20.0 is located at coordinates [914.94, 384.84] with a bounding box of width 20.57 and height 50.76.
 At frame 452.0, person 21.0 is located at coordinates [959.84, 382.20] with a bounding box of width 22.86 and height 57.31.
 At frame 452.0, person 22.0 is located at coordinates [864.15, 388.82] with a bounding box of width 16.62 and height 43.23.
 At frame 452.0, person 24.0 is located at coordinates [1021.43, 380.17] with a bounding box of width 23.17 and height 64.51.
 At frame 452.0, person 26.0 is located at coordinates [1045.04, 385.69] with a bounding box of width 20.63 and height 59.47.
 At frame 452.0, person 27.0 is located at coordinates [848.78, 388.69] with a bounding box of width 15.13 and height 36.96.
 At frame 452.0, person 29.0 is located at coordinates [835.48, 390.32] with a bounding box of width 13.44 and height 35.38.
 At frame 452.0, person 30.0 is located at coordinates [860.52, 389.18] with a bounding box of width 14.74 and height 38.87.
 At frame 452.0, person 31.0 is located at coordinates [1057.84, 382.96] with a bounding box of width 19.94 and height 59.01.
 At frame 452.0, person 33.0 is located at coordinates [227.56, 384.34] with a bounding box of width 18.48 and height 45.13.
 At frame 453.0, person 19.0 is located at coordinates [934.11, 380.25] with a bounding box of width 22.50 and height 56.87.
 At frame 453.0, person 20.0 is located at coordinates [914.96, 384.37] with a bounding box of width 20.61 and height 50.99.
 At frame 453.0, person 21.0 is located at coordinates [959.88, 381.56] with a bounding box of width 23.03 and height 57.88.
 At frame 453.0, person 22.0 is located at coordinates [863.90, 388.05] with a bounding box of width 16.81 and height 43.79.
 At frame 453.0, person 24.0 is located at coordinates [1023.52, 380.19] with a bounding box of width 23.33 and height 64.83.
 At frame 453.0, person 26.0 is located at coordinates [1046.29, 385.71] with a bounding box of width 20.66 and height 59.62.
 At frame 453.0, person 27.0 is located at coordinates [848.45, 388.29] with a bounding box of width 15.19 and height 37.31.
 At frame 453.0, person 29.0 is located at coordinates [835.01, 389.66] with a bounding box of width 13.66 and height 35.87.
 At frame 453.0, person 30.0 is located at coordinates [859.58, 388.85] with a bounding box of width 14.55 and height 38.41.
 At frame 453.0, person 31.0 is located at coordinates [1058.02, 383.08] with a bounding box of width 19.62 and height 57.97.
 At frame 453.0, person 33.0 is located at coordinates [222.24, 384.06] with a bounding box of width 18.64 and height 45.56.
 At frame 454.0, person 19.0 is located at coordinates [934.79, 378.88] with a bounding box of width 22.54 and height 57.31.
 At frame 454.0, person 20.0 is located at coordinates [916.22, 383.79] with a bounding box of width 20.49 and height 51.06.
 At frame 454.0, person 21.0 is located at coordinates [960.70, 380.33] with a bounding box of width 23.06 and height 58.09.
 At frame 454.0, person 22.0 is located at coordinates [864.18, 387.54] with a bounding box of width 16.99 and height 44.37.
 At frame 454.0, person 24.0 is located at coordinates [1026.26, 379.42] with a bounding box of width 23.30 and height 64.91.
 At frame 454.0, person 26.0 is located at coordinates [1049.90, 384.51] with a bounding box of width 20.51 and height 59.23.
 At frame 454.0, person 27.0 is located at coordinates [848.63, 387.32] with a bounding box of width 15.46 and height 38.21.
 At frame 454.0, person 29.0 is located at coordinates [834.85, 388.59] with a bounding box of width 13.76 and height 36.05.
 At frame 454.0, person 30.0 is located at coordinates [861.43, 387.49] with a bounding box of width 15.63 and height 41.39.
 At frame 454.0, person 31.0 is located at coordinates [1060.09, 383.67] with a bounding box of width 19.61 and height 57.67.
 At frame 454.0, person 33.0 is located at coordinates [216.16, 383.31] with a bounding box of width 18.87 and height 46.11.
 At frame 455.0, person 19.0 is located at coordinates [934.15, 377.39] with a bounding box of width 22.86 and height 58.25.
 At frame 455.0, person 20.0 is located at coordinates [915.92, 383.37] with a bounding box of width 20.47 and height 51.08.
 At frame 455.0, person 21.0 is located at coordinates [960.27, 379.66] with a bounding box of width 23.02 and height 57.77.
 At frame 455.0, person 22.0 is located at coordinates [863.24, 387.16] with a bounding box of width 16.90 and height 44.19.
 At frame 455.0, person 24.0 is located at coordinates [1027.72, 379.12] with a bounding box of width 23.12 and height 64.53.
 At frame 455.0, person 26.0 is located at coordinates [1051.32, 384.23] with a bounding box of width 20.20 and height 58.27.
 At frame 455.0, person 27.0 is located at coordinates [847.43, 386.36] with a bounding box of width 16.56 and height 41.27.
 At frame 455.0, person 29.0 is located at coordinates [833.81, 386.59] with a bounding box of width 14.22 and height 37.31.
 At frame 455.0, person 31.0 is located at coordinates [1061.58, 387.73] with a bounding box of width 18.02 and height 52.68.
 At frame 455.0, person 33.0 is located at coordinates [211.72, 382.21] with a bounding box of width 18.61 and height 45.48.
 At frame 456.0, person 19.0 is located at coordinates [935.73, 376.82] with a bounding box of width 23.23 and height 59.76.
 At frame 456.0, person 20.0 is located at coordinates [917.82, 383.20] with a bounding box of width 20.33 and height 51.07.
 At frame 456.0, person 21.0 is located at coordinates [961.32, 379.98] with a bounding box of width 22.93 and height 57.64.
 At frame 456.0, person 22.0 is located at coordinates [865.63, 387.01] with a bounding box of width 16.85 and height 44.10.
 At frame 456.0, person 24.0 is located at coordinates [1032.01, 379.20] with a bounding box of width 23.24 and height 64.74.
 At frame 456.0, person 26.0 is located at coordinates [1055.10, 383.92] with a bounding box of width 20.53 and height 59.05.
 At frame 456.0, person 27.0 is located at coordinates [848.37, 386.38] with a bounding box of width 16.48 and height 41.27.
 At frame 456.0, person 29.0 is located at coordinates [834.29, 386.23] with a bounding box of width 14.25 and height 37.38.
 At frame 456.0, person 31.0 is located at coordinates [1061.18, 385.52] with a bounding box of width 19.18 and height 56.02.
 At frame 456.0, person 33.0 is located at coordinates [204.79, 381.39] with a bounding box of width 18.87 and height 46.03.
 At frame 457.0, person 19.0 is located at coordinates [936.29, 376.41] with a bounding box of width 23.48 and height 60.71.
 At frame 457.0, person 20.0 is located at coordinates [918.92, 383.34] with a bounding box of width 20.31 and height 51.06.
 At frame 457.0, person 21.0 is located at coordinates [961.94, 379.71] with a bounding box of width 23.25 and height 58.36.
 At frame 457.0, person 22.0 is located at coordinates [866.90, 386.76] with a bounding box of width 16.94 and height 44.44.
 At frame 457.0, person 24.0 is located at coordinates [1035.39, 379.23] with a bounding box of width 23.55 and height 65.58.
 At frame 457.0, person 26.0 is located at coordinates [1058.26, 383.80] with a bounding box of width 20.93 and height 60.11.
 At frame 457.0, person 27.0 is located at coordinates [848.74, 385.99] with a bounding box of width 16.52 and height 41.62.
 At frame 457.0, person 29.0 is located at coordinates [834.33, 385.50] with a bounding box of width 14.61 and height 38.18.
 At frame 457.0, person 33.0 is located at coordinates [198.71, 380.69] with a bounding box of width 19.27 and height 47.02.
 At frame 458.0, person 19.0 is located at coordinates [936.75, 374.72] with a bounding box of width 23.90 and height 62.22.
 At frame 458.0, person 20.0 is located at coordinates [919.59, 382.60] with a bounding box of width 20.56 and height 51.83.
 At frame 458.0, person 21.0 is located at coordinates [962.43, 378.83] with a bounding box of width 23.65 and height 59.40.
 At frame 458.0, person 22.0 is located at coordinates [867.41, 386.27] with a bounding box of width 16.95 and height 44.55.
 At frame 458.0, person 24.0 is located at coordinates [1038.16, 378.46] with a bounding box of width 23.67 and height 65.88.
 At frame 458.0, person 26.0 is located at coordinates [1059.89, 383.36] with a bounding box of width 21.62 and height 61.28.
 At frame 458.0, person 27.0 is located at coordinates [848.74, 385.46] with a bounding box of width 16.84 and height 42.50.
 At frame 458.0, person 29.0 is located at coordinates [834.34, 384.84] with a bounding box of width 14.78 and height 38.48.
 At frame 458.0, person 33.0 is located at coordinates [192.81, 380.05] with a bounding box of width 19.80 and height 48.17.
 At frame 459.0, person 19.0 is located at coordinates [936.53, 373.31] with a bounding box of width 24.09 and height 63.17.
 At frame 459.0, person 20.0 is located at coordinates [919.86, 381.94] with a bounding box of width 20.62 and height 52.11.
 At frame 459.0, person 21.0 is located at coordinates [962.16, 377.14] with a bounding box of width 23.92 and height 60.17.
 At frame 459.0, person 22.0 is located at coordinates [867.89, 384.73] with a bounding box of width 17.19 and height 45.36.
 At frame 459.0, person 24.0 is located at coordinates [1040.20, 377.59] with a bounding box of width 23.94 and height 66.36.
 At frame 459.0, person 26.0 is located at coordinates [1060.16, 381.64] with a bounding box of width 22.41 and height 63.25.
 At frame 459.0, person 27.0 is located at coordinates [848.43, 384.67] with a bounding box of width 16.84 and height 42.81.
 At frame 459.0, person 29.0 is located at coordinates [833.71, 383.62] with a bounding box of width 15.36 and height 39.74.
 At frame 459.0, person 33.0 is located at coordinates [188.23, 379.62] with a bounding box of width 19.82 and height 48.19.
 At frame 460.0, person 19.0 is located at coordinates [936.76, 372.58] with a bounding box of width 24.30 and height 63.90.
