At frame 0.0, person 1.0 is located at coordinates [775.07, 343.72] with a bounding box of width 14.21 and height 33.75.
 At frame 338.0, person 144.0 is located at coordinates [908.06, 338.59] with a bounding box of width 14.53 and height 43.98.
 At frame 338.0, person 123.0 is located at coordinates [935.40, 341.16] with a bounding box of width 16.25 and height 43.25.
 At frame 338.0, person 146.0 is located at coordinates [855.94, 339.60] with a bounding box of width 15.05 and height 35.45.
 At frame 338.0, person 121.0 is located at coordinates [971.72, 334.04] with a bounding box of width 30.14 and height 81.18.
 At frame 339.0, person 124.0 is located at coordinates [950.54, 341.85] with a bounding box of width 26.30 and height 74.94.
 At frame 339.0, person 132.0 is located at coordinates [1096.70, 330.86] with a bounding box of width 26.16 and height 70.07.
 At frame 339.0, person 118.0 is located at coordinates [1135.19, 329.79] with a bounding box of width 26.32 and height 66.76.
 At frame 339.0, person 134.0 is located at coordinates [1042.06, 329.51] with a bounding box of width 21.37 and height 56.48.
 At frame 339.0, person 113.0 is located at coordinates [1112.66, 326.65] with a bounding box of width 24.30 and height 71.05.
 At frame 339.0, person 136.0 is located at coordinates [1033.37, 332.33] with a bounding box of width 20.27 and height 54.77.
 At frame 339.0, person 139.0 is located at coordinates [831.01, 342.28] with a bounding box of width 11.34 and height 28.38.
 At frame 339.0, person 142.0 is located at coordinates [924.21, 339.73] with a bounding box of width 16.50 and height 45.54.
 At frame 339.0, person 143.0 is located at coordinates [963.51, 340.45] with a bounding box of width 17.13 and height 48.58.
 At frame 339.0, person 144.0 is located at coordinates [912.48, 340.42] with a bounding box of width 13.97 and height 42.10.
 At frame 339.0, person 123.0 is located at coordinates [942.14, 338.39] with a bounding box of width 16.75 and height 44.38.
 At frame 339.0, person 146.0 is located at coordinates [858.99, 338.88] with a bounding box of width 15.44 and height 36.46.
 At frame 339.0, person 121.0 is located at coordinates [978.33, 333.12] with a bounding box of width 29.48 and height 80.38.
 At frame 340.0, person 124.0 is located at coordinates [956.58, 341.22] with a bounding box of width 26.94 and height 76.71.
 At frame 340.0, person 132.0 is located at coordinates [1102.73, 329.98] with a bounding box of width 26.53 and height 71.53.
 At frame 340.0, person 118.0 is located at coordinates [1142.40, 329.27] with a bounding box of width 27.03 and height 67.90.
 At frame 340.0, person 134.0 is located at coordinates [1046.40, 329.33] with a bounding box of width 21.51 and height 56.91.
 At frame 340.0, person 113.0 is located at coordinates [1118.49, 325.60] with a bounding box of width 24.84 and height 73.00.
 At frame 340.0, person 136.0 is located at coordinates [1037.71, 331.83] with a bounding box of width 20.28 and height 54.80.
 At frame 340.0, person 139.0 is located at coordinates [832.49, 341.42] with a bounding box of width 11.45 and height 28.86.
 At frame 340.0, person 142.0 is located at coordinates [926.29, 338.74] with a bounding box of width 16.65 and height 46.28.
 At frame 340.0, person 143.0 is located at coordinates [968.49, 339.79] with a bounding box of width 17.40 and height 49.30.
 At frame 340.0, person 144.0 is located at coordinates [915.87, 340.58] with a bounding box of width 13.98 and height 41.92.
 At frame 340.0, person 123.0 is located at coordinates [947.08, 338.11] with a bounding box of width 17.09 and height 45.19.
 At frame 340.0, person 146.0 is located at coordinates [860.46, 339.53] with a bounding box of width 15.35 and height 36.33.
 At frame 340.0, person 121.0 is located at coordinates [983.99, 332.37] with a bounding box of width 30.48 and height 83.57.
 At frame 341.0, person 124.0 is located at coordinates [961.95, 338.12] with a bounding box of width 28.45 and height 81.17.
 At frame 341.0, person 132.0 is located at coordinates [1109.31, 328.32] with a bounding box of width 27.03 and height 73.20.
 At frame 341.0, person 118.0 is located at coordinates [1149.35, 327.93] with a bounding box of width 27.80 and height 69.08.
 At frame 341.0, person 134.0 is located at coordinates [1051.18, 327.92] with a bounding box of width 22.04 and height 58.21.
 At frame 341.0, person 113.0 is located at coordinates [1125.65, 325.98] with a bounding box of width 24.85 and height 73.34.
 At frame 341.0, person 136.0 is located at coordinates [1042.67, 330.50] with a bounding box of width 21.12 and height 57.11.
 At frame 341.0, person 139.0 is located at coordinates [833.69, 340.52] with a bounding box of width 11.68 and height 29.42.
 At frame 341.0, person 142.0 is located at coordinates [929.01, 337.78] with a bounding box of width 15.78 and height 44.18.
 At frame 341.0, person 143.0 is located at coordinates [973.14, 339.56] with a bounding box of width 17.12 and height 48.31.
 At frame 341.0, person 144.0 is located at coordinates [918.46, 339.97] with a bounding box of width 14.17 and height 42.31.
 At frame 341.0, person 123.0 is located at coordinates [950.52, 336.83] with a bounding box of width 18.53 and height 48.75.
 At frame 341.0, person 146.0 is located at coordinates [864.40, 339.34] with a bounding box of width 15.04 and height 35.83.
 At frame 341.0, person 121.0 is located at coordinates [991.63, 332.08] with a bounding box of width 31.12 and height 85.52.
 At frame 341.0, person 147.0 is located at coordinates [1045.03, 328.26] with a bounding box of width 22.58 and height 60.16.
 At frame 342.0, person 124.0 is located at coordinates [969.22, 337.13] with a bounding box of width 28.98 and height 82.48.
 At frame 342.0, person 132.0 is located at coordinates [1117.16, 326.55] with a bounding box of width 27.76 and height 75.72.
 At frame 342.0, person 118.0 is located at coordinates [1157.31, 325.50] with a bounding box of width 28.67 and height 71.05.
 At frame 342.0, person 134.0 is located at coordinates [1057.94, 327.59] with a bounding box of width 22.13 and height 58.31.
 At frame 342.0, person 113.0 is located at coordinates [1134.71, 324.62] with a bounding box of width 25.00 and height 74.19.
 At frame 342.0, person 136.0 is located at coordinates [1048.28, 328.68] with a bounding box of width 21.42 and height 57.97.
 At frame 342.0, person 139.0 is located at coordinates [835.13, 339.41] with a bounding box of width 12.04 and height 30.40.
 At frame 342.0, person 142.0 is located at coordinates [932.37, 334.78] with a bounding box of width 17.72 and height 49.86.
 At frame 342.0, person 144.0 is located at coordinates [921.75, 338.51] with a bounding box of width 14.99 and height 44.52.
 At frame 342.0, person 123.0 is located at coordinates [953.55, 335.80] with a bounding box of width 18.49 and height 48.89.
 At frame 342.0, person 146.0 is located at coordinates [867.39, 338.86] with a bounding box of width 14.87 and height 35.65.
 At frame 342.0, person 121.0 is located at coordinates [999.41, 331.01] with a bounding box of width 31.45 and height 87.03.
 At frame 343.0, person 124.0 is located at coordinates [976.05, 335.80] with a bounding box of width 29.32 and height 83.70.
 At frame 343.0, person 132.0 is located at coordinates [1124.85, 325.89] with a bounding box of width 27.56 and height 75.52.
 At frame 343.0, person 118.0 is located at coordinates [1165.14, 322.86] with a bounding box of width 29.80 and height 73.69.
 At frame 343.0, person 134.0 is located at coordinates [1063.80, 325.36] with a bounding box of width 22.31 and height 59.09.
 At frame 343.0, person 113.0 is located at coordinates [1143.43, 322.57] with a bounding box of width 24.98 and height 74.48.
 At frame 343.0, person 136.0 is located at coordinates [1053.80, 325.49] with a bounding box of width 22.24 and height 60.20.
 At frame 343.0, person 139.0 is located at coordinates [836.62, 339.00] with a bounding box of width 11.76 and height 29.62.
 At frame 343.0, person 142.0 is located at coordinates [936.44, 333.74] with a bounding box of width 17.20 and height 48.79.
 At frame 343.0, person 144.0 is located at coordinates [925.01, 336.20] with a bounding box of width 15.69 and height 46.51.
 At frame 343.0, person 123.0 is located at coordinates [955.69, 334.86] with a bounding box of width 17.80 and height 47.39.
 At frame 343.0, person 146.0 is located at coordinates [869.64, 336.02] with a bounding box of width 15.50 and height 37.22.
 At frame 343.0, person 121.0 is located at coordinates [1007.59, 330.21] with a bounding box of width 31.69 and height 88.37.
 At frame 344.0, person 124.0 is located at coordinates [980.94, 332.45] with a bounding box of width 30.75 and height 87.94.
 At frame 344.0, person 132.0 is located at coordinates [1132.21, 324.12] with a bounding box of width 28.33 and height 77.29.
 At frame 344.0, person 118.0 is located at coordinates [1173.06, 322.05] with a bounding box of width 30.00 and height 73.92.
 At frame 344.0, person 134.0 is located at coordinates [1070.37, 323.76] with a bounding box of width 22.68 and height 60.15.
 At frame 344.0, person 113.0 is located at coordinates [1151.20, 322.00] with a bounding box of width 25.00 and height 74.55.
 At frame 344.0, person 136.0 is located at coordinates [1059.15, 325.05] with a bounding box of width 21.95 and height 59.51.
 At frame 344.0, person 139.0 is located at coordinates [838.24, 338.66] with a bounding box of width 11.79 and height 29.68.
 At frame 344.0, person 142.0 is located at coordinates [939.60, 332.36] with a bounding box of width 18.31 and height 52.23.
 At frame 344.0, person 144.0 is located at coordinates [928.76, 335.14] with a bounding box of width 15.39 and height 45.29.
 At frame 344.0, person 123.0 is located at coordinates [960.64, 333.35] with a bounding box of width 18.49 and height 49.23.
 At frame 344.0, person 146.0 is located at coordinates [872.86, 334.02] with a bounding box of width 16.31 and height 39.37.
 At frame 344.0, person 121.0 is located at coordinates [1014.35, 327.79] with a bounding box of width 32.70 and height 91.56.
 At frame 344.0, person 148.0 is located at coordinates [967.35, 330.75] with a bounding box of width 18.78 and height 51.04.
 At frame 345.0, person 124.0 is located at coordinates [988.98, 333.62] with a bounding box of width 30.82 and height 88.02.
 At frame 345.0, person 132.0 is located at coordinates [1139.26, 323.28] with a bounding box of width 29.03 and height 78.70.
 At frame 345.0, person 118.0 is located at coordinates [1181.33, 320.43] with a bounding box of width 30.75 and height 75.50.
 At frame 345.0, person 134.0 is located at coordinates [1077.81, 323.17] with a bounding box of width 22.70 and height 60.91.
 At frame 345.0, person 113.0 is located at coordinates [1159.60, 321.42] with a bounding box of width 25.34 and height 75.30.
 At frame 345.0, person 136.0 is located at coordinates [1066.12, 323.18] with a bounding box of width 22.54 and height 61.51.
 At frame 345.0, person 139.0 is located at coordinates [840.30, 337.96] with a bounding box of width 11.94 and height 30.09.
 At frame 345.0, person 142.0 is located at coordinates [943.70, 330.71] with a bounding box of width 18.87 and height 53.88.
 At frame 345.0, person 144.0 is located at coordinates [930.79, 333.95] with a bounding box of width 16.14 and height 47.17.
 At frame 345.0, person 123.0 is located at coordinates [963.54, 332.05] with a bounding box of width 18.75 and height 50.28.
 At frame 345.0, person 146.0 is located at coordinates [874.64, 334.07] with a bounding box of width 16.12 and height 39.00.
 At frame 345.0, person 121.0 is located at coordinates [1023.94, 328.21] with a bounding box of width 32.55 and height 92.00.
 At frame 345.0, person 148.0 is located at coordinates [968.38, 332.08] with a bounding box of width 18.91 and height 51.41.
 At frame 345.0, person 143.0 is located at coordinates [992.03, 334.22] with a bounding box of width 15.97 and height 44.85.
 At frame 346.0, person 124.0 is located at coordinates [996.43, 332.42] with a bounding box of width 31.86 and height 90.65.
 At frame 346.0, person 132.0 is located at coordinates [1146.49, 321.45] with a bounding box of width 29.85 and height 79.97.
 At frame 346.0, person 118.0 is located at coordinates [1189.93, 322.51] with a bounding box of width 30.13 and height 73.78.
 At frame 346.0, person 134.0 is located at coordinates [1080.32, 321.62] with a bounding box of width 23.85 and height 63.50.
 At frame 346.0, person 113.0 is located at coordinates [1168.15, 320.07] with a bounding box of width 25.94 and height 77.11.
 At frame 346.0, person 136.0 is located at coordinates [1073.80, 321.16] with a bounding box of width 23.14 and height 63.01.
 At frame 346.0, person 139.0 is located at coordinates [841.82, 337.90] with a bounding box of width 11.99 and height 30.24.
 At frame 346.0, person 142.0 is located at coordinates [947.44, 330.28] with a bounding box of width 19.19 and height 54.51.
 At frame 346.0, person 144.0 is located at coordinates [935.17, 334.12] with a bounding box of width 15.22 and height 43.97.
 At frame 346.0, person 123.0 is located at coordinates [967.85, 331.20] with a bounding box of width 18.41 and height 49.53.
 At frame 346.0, person 146.0 is located at coordinates [877.28, 332.96] with a bounding box of width 16.59 and height 40.39.
 At frame 346.0, person 121.0 is located at coordinates [1031.44, 326.07] with a bounding box of width 33.83 and height 96.37.
 At frame 346.0, person 148.0 is located at coordinates [976.21, 329.53] with a bounding box of width 19.61 and height 53.37.
 At frame 346.0, person 149.0 is located at coordinates [1017.97, 333.12] with a bounding box of width 21.52 and height 53.17.
 At frame 346.0, person 143.0 is located at coordinates [996.42, 334.09] with a bounding box of width 16.62 and height 46.11.
 At frame 347.0, person 124.0 is located at coordinates [1003.72, 331.97] with a bounding box of width 32.98 and height 93.14.
 At frame 347.0, person 132.0 is located at coordinates [1153.48, 321.53] with a bounding box of width 30.57 and height 80.80.
 At frame 347.0, person 118.0 is located at coordinates [1197.98, 323.38] with a bounding box of width 30.36 and height 74.22.
 At frame 347.0, person 134.0 is located at coordinates [1085.30, 320.67] with a bounding box of width 24.40 and height 64.85.
 At frame 347.0, person 113.0 is located at coordinates [1176.00, 318.81] with a bounding box of width 26.60 and height 78.92.
 At frame 347.0, person 139.0 is located at coordinates [843.01, 335.57] with a bounding box of width 13.00 and height 32.61.
 At frame 347.0, person 142.0 is located at coordinates [951.06, 330.32] with a bounding box of width 19.35 and height 54.73.
 At frame 347.0, person 144.0 is located at coordinates [936.96, 334.43] with a bounding box of width 15.89 and height 45.49.
 At frame 347.0, person 123.0 is located at coordinates [970.84, 329.94] with a bounding box of width 19.24 and height 51.99.
 At frame 347.0, person 146.0 is located at coordinates [879.73, 332.95] with a bounding box of width 16.78 and height 40.90.
 At frame 347.0, person 121.0 is located at coordinates [1040.64, 326.22] with a bounding box of width 34.28 and height 97.63.
 At frame 347.0, person 148.0 is located at coordinates [981.16, 328.04] with a bounding box of width 20.04 and height 54.41.
 At frame 347.0, person 149.0 is located at coordinates [1023.41, 332.85] with a bounding box of width 21.19 and height 52.35.
 At frame 347.0, person 143.0 is located at coordinates [1000.39, 334.03] with a bounding box of width 18.12 and height 49.25.
 At frame 348.0, person 124.0 is located at coordinates [1012.61, 331.44] with a bounding box of width 33.88 and height 95.19.
 At frame 348.0, person 132.0 is located at coordinates [1161.65, 321.03] with a bounding box of width 31.77 and height 82.99.
 At frame 348.0, person 118.0 is located at coordinates [1207.39, 326.82] with a bounding box of width 29.66 and height 72.03.
 At frame 348.0, person 134.0 is located at coordinates [1091.65, 320.71] with a bounding box of width 24.62 and height 65.35.
 At frame 348.0, person 113.0 is located at coordinates [1185.75, 320.26] with a bounding box of width 26.77 and height 78.82.
 At frame 348.0, person 139.0 is located at coordinates [844.73, 335.65] with a bounding box of width 13.06 and height 32.74.
 At frame 348.0, person 142.0 is located at coordinates [954.85, 329.98] with a bounding box of width 19.80 and height 55.56.
 At frame 348.0, person 144.0 is located at coordinates [940.88, 334.75] with a bounding box of width 14.94 and height 42.51.
 At frame 348.0, person 123.0 is located at coordinates [976.39, 331.41] with a bounding box of width 17.46 and height 47.13.
 At frame 348.0, person 146.0 is located at coordinates [883.12, 332.40] with a bounding box of width 17.21 and height 41.85.
 At frame 348.0, person 121.0 is located at coordinates [1049.45, 325.91] with a bounding box of width 35.13 and height 99.99.
 At frame 348.0, person 148.0 is located at coordinates [987.30, 329.46] with a bounding box of width 18.51 and height 50.09.
 At frame 348.0, person 149.0 is located at coordinates [1029.96, 333.68] with a bounding box of width 21.84 and height 53.93.
 At frame 348.0, person 143.0 is located at coordinates [1005.78, 334.60] with a bounding box of width 19.13 and height 51.17.
 At frame 349.0, person 124.0 is located at coordinates [1023.14, 332.40] with a bounding box of width 34.18 and height 95.94.
 At frame 349.0, person 132.0 is located at coordinates [1170.81, 323.15] with a bounding box of width 32.05 and height 82.65.
 At frame 349.0, person 118.0 is located at coordinates [1217.47, 333.08] with a bounding box of width 28.37 and height 68.01.
 At frame 349.0, person 134.0 is located at coordinates [1097.15, 320.38] with a bounding box of width 25.19 and height 66.66.
 At frame 349.0, person 113.0 is located at coordinates [1194.47, 323.18] with a bounding box of width 26.08 and height 76.02.
 At frame 349.0, person 139.0 is located at coordinates [846.51, 337.24] with a bounding box of width 13.07 and height 32.77.
 At frame 349.0, person 142.0 is located at coordinates [958.63, 331.21] with a bounding box of width 19.69 and height 55.08.
 At frame 349.0, person 144.0 is located at coordinates [944.51, 333.29] with a bounding box of width 15.58 and height 44.15.
 At frame 349.0, person 123.0 is located at coordinates [978.38, 330.27] with a bounding box of width 19.90 and height 53.65.
 At frame 349.0, person 146.0 is located at coordinates [886.37, 333.37] with a bounding box of width 17.15 and height 41.80.
 At frame 349.0, person 121.0 is located at coordinates [1058.77, 327.52] with a bounding box of width 35.45 and height 100.87.
 At frame 349.0, person 148.0 is located at coordinates [991.86, 330.05] with a bounding box of width 19.45 and height 52.76.
 At frame 349.0, person 149.0 is located at coordinates [1036.56, 335.04] with a bounding box of width 21.39 and height 52.68.
 At frame 349.0, person 143.0 is located at coordinates [1011.78, 335.80] with a bounding box of width 19.81 and height 52.30.
 At frame 350.0, person 124.0 is located at coordinates [1031.45, 333.77] with a bounding box of width 34.64 and height 97.31.
 At frame 350.0, person 132.0 is located at coordinates [1179.10, 324.79] with a bounding box of width 32.21 and height 82.07.
 At frame 350.0, person 118.0 is located at coordinates [1227.76, 334.85] with a bounding box of width 28.54 and height 68.47.
 At frame 350.0, person 113.0 is located at coordinates [1203.66, 328.67] with a bounding box of width 25.64 and height 73.72.
 At frame 350.0, person 139.0 is located at coordinates [847.26, 338.65] with a bounding box of width 14.38 and height 36.24.
 At frame 350.0, person 142.0 is located at coordinates [962.72, 332.68] with a bounding box of width 19.55 and height 54.10.
 At frame 350.0, person 144.0 is located at coordinates [950.04, 333.75] with a bounding box of width 15.03 and height 42.39.
 At frame 350.0, person 123.0 is located at coordinates [982.13, 333.25] with a bounding box of width 18.51 and height 49.45.
 At frame 350.0, person 146.0 is located at coordinates [888.83, 334.94] with a bounding box of width 16.82 and height 40.98.
 At frame 350.0, person 121.0 is located at coordinates [1069.44, 327.40] with a bounding box of width 36.37 and height 103.08.
 At frame 350.0, person 148.0 is located at coordinates [997.91, 331.45] with a bounding box of width 18.62 and height 50.40.
 At frame 350.0, person 143.0 is located at coordinates [1017.90, 337.82] with a bounding box of width 19.85 and height 51.95.
 At frame 351.0, person 124.0 is located at coordinates [1040.64, 335.65] with a bounding box of width 34.68 and height 98.54.
 At frame 351.0, person 132.0 is located at coordinates [1186.02, 324.27] with a bounding box of width 33.59 and height 84.52.
 At frame 351.0, person 118.0 is located at coordinates [1237.30, 332.13] with a bounding box of width 30.70 and height 74.52.
 At frame 351.0, person 113.0 is located at coordinates [1214.73, 332.70] with a bounding box of width 25.42 and height 72.04.
 At frame 351.0, person 142.0 is located at coordinates [965.98, 333.26] with a bounding box of width 19.73 and height 54.48.
 At frame 351.0, person 144.0 is located at coordinates [954.50, 332.96] with a bounding box of width 16.18 and height 45.69.
 At frame 351.0, person 123.0 is located at coordinates [983.46, 335.18] with a bounding box of width 16.98 and height 45.64.
 At frame 351.0, person 146.0 is located at coordinates [892.47, 336.74] with a bounding box of width 16.55 and height 40.25.
 At frame 351.0, person 121.0 is located at coordinates [1080.17, 327.55] with a bounding box of width 37.59 and height 106.57.
 At frame 351.0, person 148.0 is located at coordinates [1002.43, 332.20] with a bounding box of width 19.79 and height 53.60.
 At frame 351.0, person 143.0 is located at coordinates [1023.40, 337.64] with a bounding box of width 20.94 and height 54.52.
 At frame 352.0, person 124.0 is located at coordinates [1049.37, 334.86] with a bounding box of width 35.38 and height 100.50.
 At frame 352.0, person 132.0 is located at coordinates [1194.37, 328.69] with a bounding box of width 31.47 and height 79.67.
 At frame 352.0, person 113.0 is located at coordinates [1226.46, 340.71] with a bounding box of width 23.75 and height 67.06.
 At frame 352.0, person 142.0 is located at coordinates [969.75, 333.87] with a bounding box of width 19.92 and height 54.22.
 At frame 352.0, person 144.0 is located at coordinates [955.38, 336.90] with a bounding box of width 14.16 and height 39.59.
 At frame 352.0, person 123.0 is located at coordinates [987.24, 335.70] with a bounding box of width 15.98 and height 43.03.
 At frame 352.0, person 146.0 is located at coordinates [895.56, 337.03] with a bounding box of width 16.73 and height 40.75.
 At frame 352.0, person 121.0 is located at coordinates [1090.46, 326.47] with a bounding box of width 39.07 and height 110.55.
 At frame 352.0, person 148.0 is located at coordinates [1008.68, 333.05] with a bounding box of width 19.36 and height 51.95.
 At frame 352.0, person 143.0 is located at coordinates [1029.41, 337.95] with a bounding box of width 21.66 and height 56.23.
 At frame 352.0, person 134.0 is located at coordinates [1116.61, 325.31] with a bounding box of width 24.66 and height 65.53.
 At frame 353.0, person 124.0 is located at coordinates [1060.44, 337.63] with a bounding box of width 35.87 and height 101.96.
 At frame 353.0, person 132.0 is located at coordinates [1199.33, 328.29] with a bounding box of width 26.44 and height 66.98.
 At frame 353.0, person 113.0 is located at coordinates [1238.58, 349.75] with a bounding box of width 21.34 and height 59.91.
 At frame 353.0, person 142.0 is located at coordinates [972.90, 333.72] with a bounding box of width 20.98 and height 56.45.
 At frame 353.0, person 144.0 is located at coordinates [957.50, 338.99] with a bounding box of width 13.11 and height 36.21.
 At frame 353.0, person 123.0 is located at coordinates [990.96, 337.52] with a bounding box of width 15.50 and height 41.72.
 At frame 353.0, person 146.0 is located at coordinates [898.44, 337.53] with a bounding box of width 17.06 and height 41.70.
 At frame 353.0, person 121.0 is located at coordinates [1101.19, 325.29] with a bounding box of width 40.92 and height 115.84.
 At frame 353.0, person 148.0 is located at coordinates [1013.97, 333.36] with a bounding box of width 20.09 and height 53.69.
 At frame 353.0, person 143.0 is located at coordinates [1034.64, 337.88] with a bounding box of width 22.69 and height 58.41.
 At frame 353.0, person 151.0 is located at coordinates [863.55, 341.47] with a bounding box of width 13.22 and height 31.86.
 At frame 353.0, person 134.0 is located at coordinates [1124.37, 328.89] with a bounding box of width 24.19 and height 64.39.
 At frame 353.0, person 149.0 is located at coordinates [1057.91, 337.48] with a bounding box of width 21.39 and height 52.69.
 At frame 354.0, person 124.0 is located at coordinates [1070.11, 336.98] with a bounding box of width 37.05 and height 105.54.
 At frame 354.0, person 132.0 is located at coordinates [1211.69, 326.45] with a bounding box of width 32.49 and height 82.20.
 At frame 354.0, person 142.0 is located at coordinates [976.09, 334.81] with a bounding box of width 21.03 and height 56.12.
 At frame 354.0, person 144.0 is located at coordinates [960.06, 339.08] with a bounding box of width 14.62 and height 40.04.
 At frame 354.0, person 123.0 is located at coordinates [993.71, 338.37] with a bounding box of width 15.46 and height 41.69.
 At frame 354.0, person 146.0 is located at coordinates [900.30, 338.11] with a bounding box of width 17.01 and height 41.67.
 At frame 354.0, person 121.0 is located at coordinates [1112.06, 324.09] with a bounding box of width 42.18 and height 119.75.
 At frame 354.0, person 148.0 is located at coordinates [1017.83, 332.88] with a bounding box of width 21.69 and height 57.46.
 At frame 354.0, person 143.0 is located at coordinates [1041.01, 340.13] with a bounding box of width 22.45 and height 57.33.
 At frame 354.0, person 151.0 is located at coordinates [863.89, 340.92] with a bounding box of width 13.80 and height 33.31.
 At frame 354.0, person 149.0 is located at coordinates [1063.28, 336.83] with a bounding box of width 23.08 and height 56.88.
 At frame 355.0, person 124.0 is located at coordinates [1080.75, 337.31] with a bounding box of width 38.47 and height 109.15.
 At frame 355.0, person 132.0 is located at coordinates [1224.65, 332.72] with a bounding box of width 31.67 and height 80.14.
 At frame 355.0, person 142.0 is located at coordinates [981.69, 335.05] with a bounding box of width 19.78 and height 52.08.
 At frame 355.0, person 144.0 is located at coordinates [964.88, 339.50] with a bounding box of width 15.77 and height 42.83.
 At frame 355.0, person 123.0 is located at coordinates [998.49, 337.87] with a bounding box of width 16.46 and height 44.50.
 At frame 355.0, person 146.0 is located at coordinates [903.38, 339.50] with a bounding box of width 16.70 and height 40.86.
 At frame 355.0, person 121.0 is located at coordinates [1124.82, 324.57] with a bounding box of width 42.60 and height 120.84.
 At frame 355.0, person 148.0 is located at coordinates [1024.07, 332.88] with a bounding box of width 22.46 and height 59.24.
 At frame 355.0, person 143.0 is located at coordinates [1047.43, 339.28] with a bounding box of width 23.33 and height 59.57.
 At frame 355.0, person 151.0 is located at coordinates [866.07, 339.39] with a bounding box of width 14.37 and height 34.70.
 At frame 355.0, person 149.0 is located at coordinates [1070.55, 336.82] with a bounding box of width 24.41 and height 60.17.
 At frame 356.0, person 124.0 is located at coordinates [1092.77, 338.57] with a bounding box of width 38.74 and height 110.50.
 At frame 356.0, person 132.0 is located at coordinates [1233.45, 338.18] with a bounding box of width 31.36 and height 78.75.
 At frame 356.0, person 142.0 is located at coordinates [986.06, 334.93] with a bounding box of width 20.08 and height 52.89.
 At frame 356.0, person 144.0 is located at coordinates [969.53, 340.04] with a bounding box of width 14.29 and height 38.57.
 At frame 356.0, person 123.0 is located at coordinates [1001.63, 337.88] with a bounding box of width 16.19 and height 44.36.
 At frame 356.0, person 146.0 is located at coordinates [905.62, 340.61] with a bounding box of width 16.58 and height 40.53.
 At frame 356.0, person 121.0 is located at coordinates [1137.92, 325.53] with a bounding box of width 43.55 and height 123.86.
 At frame 356.0, person 148.0 is located at coordinates [1029.50, 332.87] with a bounding box of width 23.30 and height 61.45.
 At frame 356.0, person 143.0 is located at coordinates [1053.61, 339.71] with a bounding box of width 23.53 and height 60.02.
 At frame 356.0, person 151.0 is located at coordinates [867.38, 338.68] with a bounding box of width 15.09 and height 36.42.
 At frame 356.0, person 149.0 is located at coordinates [1077.17, 338.15] with a bounding box of width 24.59 and height 60.27.
 At frame 356.0, person 154.0 is located at coordinates [1008.03, 338.39] with a bounding box of width 22.20 and height 58.03.
 At frame 357.0, person 124.0 is located at coordinates [1113.26, 338.31] with a bounding box of width 40.32 and height 115.54.
 At frame 357.0, person 132.0 is located at coordinates [1246.22, 343.38] with a bounding box of width 30.49 and height 77.00.
 At frame 357.0, person 142.0 is located at coordinates [991.75, 333.72] with a bounding box of width 21.16 and height 55.52.
 At frame 357.0, person 144.0 is located at coordinates [975.32, 338.81] with a bounding box of width 16.65 and height 44.92.
 At frame 357.0, person 123.0 is located at coordinates [1007.21, 336.30] with a bounding box of width 16.46 and height 45.11.
 At frame 357.0, person 146.0 is located at coordinates [909.76, 339.65] with a bounding box of width 16.78 and height 40.80.
 At frame 357.0, person 143.0 is located at coordinates [1064.09, 339.88] with a bounding box of width 23.96 and height 60.54.
 At frame 357.0, person 151.0 is located at coordinates [869.78, 338.05] with a bounding box of width 14.64 and height 35.33.
 At frame 357.0, person 149.0 is located at coordinates [1089.09, 336.91] with a bounding box of width 25.69 and height 62.97.
 At frame 357.0, person 154.0 is located at coordinates [1015.52, 336.59] with a bounding box of width 23.26 and height 60.73.
 At frame 357.0, person 155.0 is located at coordinates [809.55, 340.34] with a bounding box of width 13.21 and height 33.63.
 At frame 357.0, person 147.0 is located at coordinates [1041.36, 333.05] with a bounding box of width 22.83 and height 60.98.
 At frame 358.0, person 124.0 is located at coordinates [1131.16, 338.96] with a bounding box of width 40.92 and height 117.43.
 At frame 358.0, person 132.0 is located at coordinates [1255.13, 340.37] with a bounding box of width 32.31 and height 82.23.
 At frame 358.0, person 142.0 is located at coordinates [997.15, 334.22] with a bounding box of width 21.00 and height 54.97.
 At frame 358.0, person 144.0 is located at coordinates [979.90, 339.72] with a bounding box of width 16.84 and height 45.53.
 At frame 358.0, person 123.0 is located at coordinates [1012.97, 335.90] with a bounding box of width 16.79 and height 45.78.
 At frame 358.0, person 146.0 is located at coordinates [912.61, 339.27] with a bounding box of width 17.18 and height 41.67.
 At frame 358.0, person 143.0 is located at coordinates [1072.10, 339.17] with a bounding box of width 24.23 and height 60.71.
 At frame 358.0, person 151.0 is located at coordinates [870.93, 336.62] with a bounding box of width 15.45 and height 37.33.
 At frame 358.0, person 149.0 is located at coordinates [1097.94, 335.67] with a bounding box of width 26.30 and height 63.98.
 At frame 358.0, person 154.0 is located at coordinates [1022.23, 335.29] with a bounding box of width 23.46 and height 61.22.
 At frame 358.0, person 155.0 is located at coordinates [810.08, 339.75] with a bounding box of width 13.61 and height 34.63.
 At frame 358.0, person 156.0 is located at coordinates [1188.00, 333.77] with a bounding box of width 39.54 and height 123.99.
 At frame 358.0, person 147.0 is located at coordinates [1044.06, 332.74] with a bounding box of width 23.82 and height 63.87.
 At frame 359.0, person 124.0 is located at coordinates [1145.48, 338.07] with a bounding box of width 42.68 and height 123.05.
 At frame 359.0, person 142.0 is located at coordinates [999.75, 333.65] with a bounding box of width 22.70 and height 59.03.
