At frame 0, person 1 is located at coordinates [887.57, 345.79] with a bounding box of width 37.89 and height 95.33.
 At frame 380, person 26 is located at coordinates [903.35, 392.30] with a bounding box of width 16.81 and height 38.06.
 At frame 380, person 25 is located at coordinates [605.88, 351.22] with a bounding box of width 11.99 and height 27.40.
 At frame 381, person 21 is located at coordinates [80.30, 312.48] with a bounding box of width 53.16 and height 124.40.
 At frame 381, person 24 is located at coordinates [252.62, 331.76] with a bounding box of width 33.14 and height 77.85.
 At frame 381, person 26 is located at coordinates [905.89, 393.10] with a bounding box of width 17.30 and height 39.12.
 At frame 381, person 25 is located at coordinates [604.41, 352.40] with a bounding box of width 11.72 and height 26.66.
 At frame 382, person 21 is located at coordinates [62.29, 313.25] with a bounding box of width 55.16 and height 125.96.
 At frame 382, person 24 is located at coordinates [243.59, 330.57] with a bounding box of width 33.87 and height 79.55.
 At frame 382, person 26 is located at coordinates [908.78, 394.33] with a bounding box of width 17.35 and height 39.13.
 At frame 382, person 25 is located at coordinates [603.41, 352.45] with a bounding box of width 11.77 and height 26.74.
 At frame 383, person 21 is located at coordinates [44.77, 310.89] with a bounding box of width 58.18 and height 130.31.
 At frame 383, person 24 is located at coordinates [234.24, 329.91] with a bounding box of width 35.17 and height 82.86.
 At frame 383, person 26 is located at coordinates [912.28, 396.70] with a bounding box of width 17.08 and height 38.35.
 

=====================================================

At frame 383, person 25 is located at coordinates [601.67, 351.50] with a bounding box of width 12.46 and height 28.31.
 At frame 384, person 21 is located at coordinates [27.66, 311.69] with a bounding box of width 59.97 and height 131.92.
 At frame 384, person 24 is located at coordinates [225.64, 328.89] with a bounding box of width 35.95 and height 85.24.
 At frame 384, person 26 is located at coordinates [914.77, 397.15] with a bounding box of width 17.59 and height 39.23.
 At frame 384, person 25 is located at coordinates [600.99, 351.70] with a bounding box of width 12.60 and height 28.52.
 At frame 385, person 21 is located at coordinates [10.92, 312.79] with a bounding box of width 60.75 and height 132.08.
 At frame 385, person 24 is located at coordinates [216.87, 327.73] with a bounding box of width 36.67 and height 87.28.
 At frame 385, person 26 is located at coordinates [917.59, 397.29] with a bounding box of width 17.73 and height 39.56.
 At frame 385, person 25 is located at coordinates [600.64, 352.54] with a bounding box of width 12.13 and height 27.43.
 At frame 386, person 21 is located at coordinates [-6.99, 310.53] with a bounding box of width 63.36 and height 137.05.
 At frame 386, person 24 is located at coordinates [207.85, 326.33] with a bounding box of width 37.55 and height 89.55.
 At frame 386, person 25 is located at coordinates [600.43, 352.86] with a bounding box of width 11.62 and height 26.20.
 At frame 386, person 28 is located at coordinates [1045.12, 338.33] with a bounding box of width 61.70 and height 139.62.
 At frame 387, person 21 is located at coordinates [-22.80, 309.86] with a bounding box of width 62.82 and height 138.51.
 At frame 387, person 24 is located at coordinates [197.07, 324.46] with a bounding box of width 38.43 and height 91.91.
 At frame 387, person 25 is located at coordinates [599.61, 351.58] with a bounding box of width 11.79 and height 26.52.
 At frame 387, person 28 is located at coordinates [1053.05, 341.55] with a bounding box of width 60.18 and height 136.08.
 At frame 388, person 24 is located at coordinates [186.07, 323.55] with a bounding box of width 39.30 and height 93.92.
 At frame 388, person 25 is located at coordinates [598.36, 350.72] with a bounding box of width 12.05 and height 27.03.
 At frame 388, person 28 is located at coordinates [1062.03, 340.08] with a bounding box of width 61.95 and height 140.00.
 At frame 389, person 24 is located at coordinates [172.02, 323.40] with a bounding box of width 40.63 and height 96.17.
 At frame 389, person 25 is located at coordinates [597.63, 350.98] with a bounding box of width 12.13 and height 27.22.
 At frame 389, person 28 is located at coordinates [1069.45, 341.32] with a bounding box of width 62.46 and height 140.83.
 At frame 389, person 26 is located at coordinates [931.55, 397.31] with a bounding box of width 19.75 and height 43.34.
 At frame 390, person 24 is located at coordinates [157.75, 324.11] with a bounding box of width 42.29 and height 98.52.
 At frame 390, person 25 is located at coordinates [596.85, 351.46] with a bounding box of width 12.46 and height 28.06.
 At frame 390, person 28 is located at coordinates [1078.03, 348.54] with a bounding box of width 61.75 and height 138.94.
 At frame 390, person 26 is located at coordinates [934.69, 399.13] with a bounding box of width 20.25 and height 44.16.
 At frame 391, person 24 is located at coordinates [143.75, 323.84] with a bounding box of width 44.55 and height 102.05.
 At frame 391, person 25 is located at coordinates [596.28, 352.42] with a bounding box of width 12.40 and height 27.99.
 At frame 391, person 28 is located at coordinates [1084.41, 346.61] with a bounding box of width 64.87 and height 145.80.
 At frame 391, person 26 is located at coordinates [938.24, 401.12] with a bounding box of width 20.90 and height 45.23.
 At frame 392, person 24 is located at coordinates [130.03, 326.39] with a bounding box of width 46.19 and height 104.12.
 At frame 392, person 25 is located at coordinates [595.24, 355.50] with a bounding box of width 12.16 and height 27.56.
 At frame 392, person 28 is located at coordinates [1089.51, 344.48] with a bounding box of width 67.87 and height 152.58.
 At frame 392, person 26 is located at coordinates [942.02, 403.58] with a bounding box of width 21.51 and height 46.01.
 At frame 393, person 24 is located at coordinates [114.63, 328.75] with a bounding box of width 48.53 and height 107.53.
 At frame 393, person 25 is located at coordinates [593.93, 359.61] with a bounding box of width 11.43 and height 25.83.
 At frame 393, person 26 is located at coordinates [945.21, 406.80] with a bounding box of width 21.89 and height 46.68.
 At frame 394, person 24 is located at coordinates [100.95, 333.45] with a bounding box of width 48.63 and height 106.91.
 At frame 394, person 25 is located at coordinates [592.96, 360.95] with a bounding box of width 12.18 and height 27.56.
 At frame 394, person 26 is located at coordinates [949.90, 409.93] with a bounding box of width 23.36 and height 49.60.
 At frame 395, person 24 is located at coordinates [86.32, 338.39] with a bounding box of width 48.40 and height 106.18.
 At frame 395, person 25 is located at coordinates [592.77, 363.15] with a bounding box of width 11.74 and height 26.63.
 At frame 395, person 26 is located at coordinates [954.58, 409.40] with a bounding box of width 23.28 and height 49.58.
 At frame 396, person 24 is located at coordinates [72.87, 335.63] with a bounding box of width 49.83 and height 108.92.
 At frame 396, person 25 is located at coordinates [591.84, 360.22] with a bounding box of width 12.62 and height 28.62.
 At frame 397, person 24 is located at coordinates [55.36, 335.33] with a bounding box of width 49.52 and height 108.39.
 At frame 397, person 25 is located at coordinates [591.61, 358.20] with a bounding box of width 12.73 and height 28.96.
 At frame 398, person 24 is located at coordinates [40.46, 323.98] with a bounding box of width 51.47 and height 113.52.
 

=====================================================

At frame 398, person 25 is located at coordinates [591.13, 350.81] with a bounding box of width 13.25 and height 30.24.
 At frame 399, person 24 is located at coordinates [21.06, 312.65] with a bounding box of width 54.13 and height 120.75.
 At frame 399, person 25 is located at coordinates [590.98, 344.18] with a bounding box of width 13.41 and height 30.72.
 At frame 400, person 24 is located at coordinates [0.57, 301.87] with a bounding box of width 55.38 and height 125.40.
 At frame 401, person 24 is located at coordinates [-19.62, 291.58] with a bounding box of width 56.99 and height 130.94.
 At frame 403, person 29 is located at coordinates [589.37, 317.78] with a bounding box of width 14.00 and height 31.50.
 At frame 404, person 29 is located at coordinates [588.28, 316.32] with a bounding box of width 14.16 and height 31.87.
 At frame 405, person 29 is located at coordinates [587.57, 320.42] with a bounding box of width 14.00 and height 31.53.
 At frame 406, person 29 is located at coordinates [586.37, 325.56] with a bounding box of width 13.73 and height 30.96.
 At frame 407, person 25 is located at coordinates [585.86, 334.38] with a bounding box of width 13.68 and height 31.37.
 At frame 408, person 25 is located at coordinates [584.78, 338.64] with a bounding box of width 13.82 and height 31.79.
 At frame 409, person 25 is located at coordinates [584.39, 344.52] with a bounding box of width 13.92 and height 31.93.
 At frame 410, person 25 is located at coordinates [584.32, 348.89] with a bounding box of width 13.83 and height 31.98.
 At frame 411, person 25 is located at coordinates [585.05, 353.86] with a bounding box of width 13.12 and height 30.44.
 At frame 412, person 25 is located at coordinates [585.32, 357.73] with a bounding box of width 12.54 and height 29.05.
 At frame 413, person 25 is located at coordinates [584.58, 356.29] with a bounding box of width 12.84 and height 29.74.
 At frame 414, person 25 is located at coordinates [584.43, 354.78] with a bounding box of width 12.75 and height 29.61.
 At frame 415, person 25 is located at coordinates [584.12, 352.18] with a bounding box of width 13.25 and height 30.74.
 At frame 416, person 25 is located at coordinates [583.85, 349.86] with a bounding box of width 13.38 and height 31.16.
 At frame 417, person 25 is located at coordinates [583.74, 348.36] with a bounding box of width 13.46 and height 31.33.
 At frame 418, person 25 is located at coordinates [583.69, 346.82] with a bounding box of width 13.16 and height 30.61.
 At frame 419, person 25 is located at coordinates [582.09, 341.51] with a bounding box of width 14.66 and height 34.27.
 At frame 420, person 25 is located at coordinates [581.46, 339.79] with a bounding box of width 14.17 and height 33.33.
 At frame 421, person 25 is located at coordinates [582.08, 338.16] with a bounding box of width 13.83 and height 32.53.
 At frame 422, person 25 is located at coordinates [581.50, 335.43] with a bounding box of width 13.78 and height 32.60.
 At frame 423, person 25 is located at coordinates [581.13, 329.38] with a bounding box of width 14.88 and height 35.35.
 At frame 424, person 25 is located at coordinates [580.96, 326.96] with a bounding box of width 14.98 and height 35.62.
 At frame 424, person 30 is located at coordinates [639.48, 330.39] with a bounding box of width 13.01 and height 29.01.
 At frame 425, person 25 is located at coordinates [581.18, 326.07] with a bounding box of width 14.47 and height 34.55.
 At frame 425, person 30 is located at coordinates [639.22, 330.17] with a bounding box of width 12.62 and height 28.10.
 At frame 426, person 25 is located at coordinates [582.52, 331.09] with a bounding box of width 12.19 and height 29.03.
 At frame 427, person 25 is located at coordinates [582.44, 333.44] with a bounding box of width 11.30 and height 26.84.
 At frame 428, person 25 is located at coordinates [582.51, 335.27] with a bounding box of width 10.82 and height 25.71.
 At frame 431, person 25 is located at coordinates [578.84, 335.74] with a bounding box of width 12.90 and height 30.55.
 At frame 432, person 25 is located at coordinates [578.45, 339.96] with a bounding box of width 11.82 and height 27.92.
 At frame 433, person 25 is located at coordinates [578.03, 341.55] with a bounding box of width 11.99 and height 28.37.
 At frame 434, person 25 is located at coordinates [577.55, 342.11] with a bounding box of width 12.72 and height 30.08.
 At frame 435, person 25 is located at coordinates [576.63, 344.40] with a bounding box of width 12.58 and height 29.57.
 At frame 436, person 25 is located at coordinates [575.97, 344.53] with a bounding box of width 13.17 and height 30.90.
 At frame 437, person 25 is located at coordinates [574.56, 344.37] with a bounding box of width 14.21 and height 33.29.
 At frame 438, person 25 is located at coordinates [573.70, 344.49] with a bounding box of width 14.88 and height 34.96.
 At frame 439, person 25 is located at coordinates [572.63, 345.09] with a bounding box of width 15.13 and height 35.60.
 At frame 439, person 31 is located at coordinates [620.34, 347.27] with a bounding box of width 13.63 and height 31.03.
 At frame 440, person 25 is located at coordinates [571.44, 345.50] with a bounding box of width 15.66 and height 36.97.
 At frame 440, person 31 is located at coordinates [620.24, 349.97] with a bounding box of width 12.75 and height 29.05.
 At frame 441, person 25 is located at coordinates [571.39, 346.78] with a bounding box of width 15.84 and height 37.48.
 At frame 441, person 31 is located at coordinates [619.53, 350.90] with a bounding box of width 12.87 and height 29.31.
 At frame 442, person 25 is located at coordinates [571.20, 350.12] with a bounding box of width 15.14 and height 35.75.
 At frame 442, person 31 is located at coordinates [618.43, 352.00] with a bounding box of width 12.92 and height 29.43.
 At frame 443, person 25 is located at coordinates [571.60, 352.79] with a bounding box of width 14.37 and height 33.85.
 

=====================================================

At frame 443, person 31 is located at coordinates [615.11, 352.52] with a bounding box of width 12.89 and height 29.48.
 At frame 444, person 25 is located at coordinates [570.79, 352.18] with a bounding box of width 14.87 and height 35.08.
 At frame 444, person 31 is located at coordinates [613.16, 352.65] with a bounding box of width 12.91 and height 29.52.
 At frame 445, person 25 is located at coordinates [570.39, 352.34] with a bounding box of width 14.89 and height 35.13.
 At frame 445, person 31 is located at coordinates [612.20, 352.44] with a bounding box of width 12.76 and height 29.12.
 At frame 446, person 25 is located at coordinates [570.11, 352.94] with a bounding box of width 14.42 and height 33.97.
 At frame 446, person 31 is located at coordinates [610.73, 352.13] with a bounding box of width 12.64 and height 28.99.
 At frame 447, person 25 is located at coordinates [569.83, 352.75] with a bounding box of width 14.23 and height 33.50.
 At frame 447, person 31 is located at coordinates [609.79, 351.79] with a bounding box of width 12.73 and height 29.35.
 At frame 448, person 25 is located at coordinates [569.11, 350.88] with a bounding box of width 14.65 and height 34.50.
 At frame 448, person 31 is located at coordinates [609.20, 350.85] with a bounding box of width 12.56 and height 29.09.
 At frame 449, person 25 is located at coordinates [568.13, 348.63] with a bounding box of width 15.48 and height 36.42.
 At frame 449, person 31 is located at coordinates [607.23, 349.88] with a bounding box of width 12.93 and height 30.20.
 At frame 450, person 25 is located at coordinates [566.93, 346.62] with a bounding box of width 15.94 and height 37.52.
 At frame 450, person 31 is located at coordinates [605.20, 347.77] with a bounding box of width 13.60 and height 31.78.
 At frame 451, person 25 is located at coordinates [566.72, 346.59] with a bounding box of width 15.63 and height 36.79.
 At frame 451, person 31 is located at coordinates [604.55, 346.78] with a bounding box of width 13.49 and height 31.60.
 At frame 452, person 25 is located at coordinates [566.28, 346.20] with a bounding box of width 15.50 and height 36.48.
 At frame 452, person 31 is located at coordinates [603.53, 346.60] with a bounding box of width 13.57 and height 31.91.
 At frame 453, person 25 is located at coordinates [565.60, 345.87] with a bounding box of width 15.37 and height 35.96.
 At frame 453, person 31 is located at coordinates [602.06, 346.35] with a bounding box of width 13.31 and height 31.24.
 At frame 454, person 25 is located at coordinates [565.05, 345.55] with a bounding box of width 15.15 and height 35.36.
 At frame 454, person 31 is located at coordinates [601.68, 346.85] with a bounding box of width 12.58 and height 29.41.
 At frame 455, person 25 is located at coordinates [564.28, 344.46] with a bounding box of width 15.44 and height 35.91.
 At frame 455, person 31 is located at coordinates [601.48, 347.06] with a bounding box of width 12.36 and height 28.70.
 At frame 456, person 25 is located at coordinates [563.01, 342.50] with a bounding box of width 16.40 and height 38.05.
 At frame 456, person 31 is located at coordinates [599.78, 346.95] with a bounding box of width 12.43 and height 28.46.
 At frame 457, person 25 is located at coordinates [562.27, 341.20] with a bounding box of width 16.91 and height 39.23.
 At frame 457, person 31 is located at coordinates [596.77, 346.32] with a bounding box of width 13.14 and height 29.56.
 At frame 458, person 25 is located at coordinates [561.89, 343.00] with a bounding box of width 16.58 and height 38.54.
 At frame 458, person 31 is located at coordinates [593.54, 345.70] with a bounding box of width 13.23 and height 29.97.
 At frame 459, person 25 is located at coordinates [561.32, 342.58] with a bounding box of width 16.96 and height 39.41.
 At frame 459, person 31 is located at coordinates [592.36, 345.86] with a bounding box of width 13.27 and height 30.13.
 At frame 460, person 25 is located at coordinates [561.00, 344.35] with a bounding box of width 16.57 and height 38.57.
 At frame 460, person 31 is located at coordinates [591.13, 346.52] with a bounding box of width 13.42 and height 30.58.
 At frame 461, person 25 is located at coordinates [560.72, 345.06] with a bounding box of width 16.39 and height 38.22.
 At frame 461, person 31 is located at coordinates [590.14, 346.39] with a bounding box of width 13.85 and height 31.52.
 At frame 462, person 25 is located at coordinates [560.92, 346.50] with a bounding box of width 15.76 and height 36.91.
 At frame 462, person 31 is located at coordinates [588.51, 346.53] with a bounding box of width 13.91 and height 31.88.
 At frame 463, person 25 is located at coordinates [560.67, 346.66] with a bounding box of width 15.83 and height 37.19.
 At frame 463, person 31 is located at coordinates [587.38, 346.79] with a bounding box of width 13.88 and height 32.01.
 At frame 464, person 25 is located at coordinates [559.84, 346.32] with a bounding box of width 16.17 and height 38.07.
 At frame 464, person 31 is located at coordinates [586.54, 346.69] with a bounding box of width 14.02 and height 32.44.
 At frame 465, person 25 is located at coordinates [559.05, 346.19] with a bounding box of width 16.14 and height 38.02.
 At frame 466, person 25 is located at coordinates [558.08, 345.74] with a bounding box of width 16.31 and height 38.38.
 At frame 467, person 25 is located at coordinates [557.10, 344.60] with a bounding box of width 16.87 and height 39.67.
 At frame 468, person 25 is located at coordinates [555.88, 343.98] with a bounding box of width 17.28 and height 40.54.
 At frame 469, person 25 is located at coordinates [555.04, 343.55] with a bounding box of width 17.45 and height 40.87.
 At frame 470, person 25 is located at coordinates [554.46, 343.39] with a bounding box of width 17.67 and height 41.37.
 At frame 471, person 25 is located at coordinates [553.83, 344.11] with a bounding box of width 17.47 and height 40.77.
 

=====================================================

At frame 472, person 25 is located at coordinates [553.12, 344.98] with a bounding box of width 17.21 and height 40.14.
 At frame 473, person 25 is located at coordinates [552.21, 345.32] with a bounding box of width 17.26 and height 40.28.
 At frame 474, person 25 is located at coordinates [551.21, 345.25] with a bounding box of width 17.48 and height 40.72.
 At frame 475, person 25 is located at coordinates [550.85, 345.80] with a bounding box of width 17.57 and height 40.88.
 At frame 475, person 31 is located at coordinates [567.84, 345.83] with a bounding box of width 14.41 and height 33.72.
 At frame 476, person 25 is located at coordinates [549.72, 345.24] with a bounding box of width 17.70 and height 41.32.
 At frame 476, person 31 is located at coordinates [566.55, 345.38] with a bounding box of width 15.03 and height 35.38.
 At frame 477, person 25 is located at coordinates [549.14, 345.41] with a bounding box of width 17.71 and height 41.48.
 At frame 477, person 31 is located at coordinates [564.17, 345.04] with a bounding box of width 15.23 and height 36.32.
 At frame 478, person 25 is located at coordinates [548.21, 344.69] with a bounding box of width 18.02 and height 42.31.
 At frame 478, person 31 is located at coordinates [562.64, 346.07] with a bounding box of width 15.10 and height 36.29.
 At frame 479, person 25 is located at coordinates [547.79, 344.04] with a bounding box of width 17.92 and height 42.23.
 At frame 479, person 31 is located at coordinates [563.10, 346.47] with a bounding box of width 13.85 and height 33.56.
 At frame 480, person 25 is located at coordinates [547.44, 344.18] with a bounding box of width 17.55 and height 41.41.
 At frame 480, person 31 is located at coordinates [560.87, 346.03] with a bounding box of width 14.00 and height 34.07.
 At frame 481, person 25 is located at coordinates [545.62, 344.43] with a bounding box of width 18.09 and height 42.66.
 At frame 482, person 25 is located at coordinates [544.10, 344.14] with a bounding box of width 18.09 and height 42.73.
 At frame 483, person 25 is located at coordinates [543.45, 343.64] with a bounding box of width 18.26 and height 43.13.
 At frame 484, person 25 is located at coordinates [543.50, 343.07] with a bounding box of width 18.19 and height 42.89.
 At frame 485, person 25 is located at coordinates [542.43, 342.27] with a bounding box of width 18.46 and height 43.57.
 At frame 486, person 25 is located at coordinates [541.91, 342.17] with a bounding box of width 18.46 and height 43.43.
 At frame 487, person 25 is located at coordinates [541.36, 342.33] with a bounding box of width 18.82 and height 44.14.
 At frame 488, person 25 is located at coordinates [540.70, 342.21] with a bounding box of width 19.14 and height 44.79.
 At frame 489, person 25 is located at coordinates [539.83, 343.33] with a bounding box of width 19.38 and height 45.03.
 At frame 490, person 25 is located at coordinates [538.57, 343.96] with a bounding box of width 19.43 and height 45.11.
 At frame 491, person 25 is located at coordinates [536.63, 344.59] with a bounding box of width 19.71 and height 45.52.
 At frame 491, person 34 is located at coordinates [170.36, 319.26] with a bounding box of width 32.31 and height 72.12.
 At frame 491, person 35 is located at coordinates [142.42, 315.83] with a bounding box of width 33.42 and height 86.68.
 At frame 491, person 36 is located at coordinates [374.29, 336.85] with a bounding box of width 29.45 and height 68.92.
 At frame 492, person 25 is located at coordinates [535.18, 343.66] with a bounding box of width 20.12 and height 46.06.
 At frame 492, person 34 is located at coordinates [160.51, 318.48] with a bounding box of width 31.75 and height 70.83.
 At frame 492, person 35 is located at coordinates [132.52, 314.97] with a bounding box of width 33.19 and height 86.05.
 At frame 492, person 36 is located at coordinates [371.33, 336.22] with a bounding box of width 28.20 and height 66.05.
 At frame 493, person 25 is located at coordinates [534.79, 343.31] with a bounding box of width 20.40 and height 46.64.
 At frame 493, person 34 is located at coordinates [146.65, 317.53] with a bounding box of width 33.21 and height 74.14.
 At frame 493, person 35 is located at coordinates [115.21, 312.60] with a bounding box of width 37.54 and height 97.37.
 At frame 493, person 36 is located at coordinates [369.15, 336.70] with a bounding box of width 23.99 and height 56.18.
 At frame 494, person 25 is located at coordinates [534.80, 343.36] with a bounding box of width 20.26 and height 46.46.
 At frame 494, person 34 is located at coordinates [134.73, 316.81] with a bounding box of width 33.22 and height 74.30.
 At frame 494, person 35 is located at coordinates [102.88, 311.03] with a bounding box of width 37.36 and height 96.79.
 At frame 494, person 36 is located at coordinates [365.73, 335.18] with a bounding box of width 21.93 and height 51.52.
 At frame 495, person 25 is located at coordinates [533.97, 342.22] with a bounding box of width 20.37 and height 46.77.
 At frame 495, person 34 is located at coordinates [122.84, 315.76] with a bounding box of width 35.15 and height 78.56.
 At frame 495, person 35 is located at coordinates [84.38, 309.07] with a bounding box of width 40.87 and height 105.82.
 At frame 495, person 36 is located at coordinates [364.56, 335.27] with a bounding box of width 20.81 and height 49.12.
 At frame 495, person 37 is located at coordinates [524.54, 341.41] with a bounding box of width 15.99 and height 42.04.
 At frame 496, person 25 is located at coordinates [533.37, 341.79] with a bounding box of width 20.28 and height 46.87.
 At frame 496, person 34 is located at coordinates [109.57, 315.01] with a bounding box of width 37.73 and height 84.05.
 At frame 496, person 35 is located at coordinates [68.88, 308.20] with a bounding box of width 42.81 and height 110.90.
 At frame 496, person 36 is located at coordinates [362.44, 333.74] with a bounding box of width 18.07 and height 42.80.
 

=====================================================

At frame 496, person 37 is located at coordinates [521.62, 340.91] with a bounding box of width 16.00 and height 42.04.
 At frame 497, person 25 is located at coordinates [532.47, 341.44] with a bounding box of width 20.46 and height 47.68.
 At frame 497, person 34 is located at coordinates [94.16, 311.81] with a bounding box of width 45.01 and height 100.54.
 At frame 497, person 35 is located at coordinates [51.21, 307.93] with a bounding box of width 47.11 and height 121.64.
 At frame 497, person 36 is located at coordinates [360.20, 332.15] with a bounding box of width 17.64 and height 42.09.
 At frame 497, person 37 is located at coordinates [518.58, 339.59] with a bounding box of width 16.90 and height 44.34.
 At frame 498, person 25 is located at coordinates [530.14, 340.15] with a bounding box of width 21.08 and height 49.14.
 At frame 498, person 35 is located at coordinates [32.43, 305.60] with a bounding box of width 48.47 and height 124.54.
 At frame 498, person 36 is located at coordinates [357.48, 331.50] with a bounding box of width 16.58 and height 39.79.
 At frame 498, person 37 is located at coordinates [516.06, 339.61] with a bounding box of width 16.55 and height 43.34.
 At frame 499, person 25 is located at coordinates [529.76, 339.09] with a bounding box of width 21.12 and height 49.30.
 At frame 499, person 35 is located at coordinates [13.44, 304.13] with a bounding box of width 49.14 and height 125.44.
 At frame 499, person 36 is located at coordinates [353.34, 330.47] with a bounding box of width 16.14 and height 38.82.
 At frame 499, person 37 is located at coordinates [513.08, 338.39] with a bounding box of width 17.03 and height 44.21.
 At frame 500, person 25 is located at coordinates [528.67, 337.34] with a bounding box of width 21.53 and height 50.50.
 At frame 500, person 35 is located at coordinates [-3.87, 298.14] with a bounding box of width 45.01 and height 114.36.
 At frame 500, person 36 is located at coordinates [350.35, 329.53] with a bounding box of width 16.14 and height 39.05.
 At frame 500, person 37 is located at coordinates [510.09, 335.51] with a bounding box of width 18.00 and height 46.14.
 At frame 501, person 25 is located at coordinates [528.14, 336.30] with a bounding box of width 21.60 and height 50.56.
 At frame 501, person 36 is located at coordinates [346.93, 327.80] with a bounding box of width 17.48 and height 42.54.
 At frame 501, person 37 is located at coordinates [507.62, 334.90] with a bounding box of width 18.09 and height 45.62.
 At frame 501, person 38 is located at coordinates [361.66, 324.59] with a bounding box of width 19.65 and height 49.14.
 At frame 501, person 34 is located at coordinates [42.32, 303.75] with a bounding box of width 44.66 and height 99.66.
 At frame 502, person 25 is located at coordinates [526.55, 334.95] with a bounding box of width 22.12 and height 51.73.
 At frame 502, person 36 is located at coordinates [340.61, 327.41] with a bounding box of width 17.25 and height 42.17.
 At frame 502, person 37 is located at coordinates [504.44, 333.93] with a bounding box of width 18.88 and height 46.58.
 At frame 502, person 38 is located at coordinates [358.14, 322.96] with a bounding box of width 20.16 and height 50.47.
 At frame 502, person 34 is located at coordinates [25.41, 301.23] with a bounding box of width 45.45 and height 101.55.
 At frame 503, person 25 is located at coordinates [524.80, 334.07] with a bounding box of width 22.75 and height 53.31.
 At frame 503, person 36 is located at coordinates [335.54, 325.72] with a bounding box of width 20.00 and height 48.93.
 At frame 503, person 37 is located at coordinates [501.16, 334.59] with a bounding box of width 19.20 and height 46.52.
 At frame 503, person 38 is located at coordinates [354.45, 322.81] with a bounding box of width 21.58 and height 54.08.
 At frame 503, person 34 is located at coordinates [8.64, 299.45] with a bounding box of width 46.35 and height 103.91.
 At frame 504, person 25 is located at coordinates [524.12, 334.90] with a bounding box of width 22.67 and height 53.14.
 At frame 504, person 36 is located at coordinates [332.60, 326.05] with a bounding box of width 20.94 and height 51.27.
 At frame 504, person 37 is located at coordinates [498.22, 336.28] with a bounding box of width 19.37 and height 46.07.
 At frame 504, person 38 is located at coordinates [351.99, 323.85] with a bounding box of width 20.85 and height 52.31.
 At frame 504, person 34 is located at coordinates [-7.16, 299.76] with a bounding box of width 45.98 and height 103.44.
 At frame 505, person 25 is located at coordinates [522.80, 336.03] with a bounding box of width 22.89 and height 53.43.
 At frame 505, person 36 is located at coordinates [327.90, 325.86] with a bounding box of width 21.45 and height 52.62.
 At frame 505, person 37 is located at coordinates [494.31, 336.75] with a bounding box of width 20.12 and height 47.07.
 At frame 505, person 38 is located at coordinates [347.54, 324.27] with a bounding box of width 20.37 and height 51.10.
 At frame 506, person 25 is located at coordinates [521.18, 337.05] with a bounding box of width 22.95 and height 53.52.
 At frame 506, person 37 is located at coordinates [490.81, 337.52] with a bounding box of width 19.97 and height 46.64.
 At frame 506, person 38 is located at coordinates [345.46, 325.88] with a bounding box of width 19.42 and height 48.56.
 At frame 507, person 25 is located at coordinates [519.81, 338.43] with a bounding box of width 23.38 and height 54.31.
 At frame 507, person 37 is located at coordinates [486.28, 337.63] with a bounding box of width 21.05 and height 49.21.
 At frame 508, person 25 is located at coordinates [518.73, 339.73] with a bounding box of width 23.95 and height 55.75.
 At frame 508, person 37 is located at coordinates [483.05, 339.98] with a bounding box of width 21.20 and height 49.77.
 At frame 509, person 25 is located at coordinates [517.48, 342.15] with a bounding box of width 23.99 and height 55.91.
 

=====================================================

At frame 509, person 37 is located at coordinates [479.15, 342.65] with a bounding box of width 21.38 and height 50.35.
 At frame 510, person 25 is located at coordinates [517.40, 345.99] with a bounding box of width 23.28 and height 54.01.
 At frame 510, person 37 is located at coordinates [475.75, 345.41] with a bounding box of width 20.82 and height 49.39.
 At frame 511, person 25 is located at coordinates [515.74, 347.26] with a bounding box of width 23.99 and height 55.21.
 At frame 511, person 37 is located at coordinates [472.85, 346.27] with a bounding box of width 21.34 and height 50.94.
 At frame 512, person 25 is located at coordinates [514.67, 347.52] with a bounding box of width 24.45 and height 56.03.
 At frame 512, person 37 is located at coordinates [469.20, 346.57] with a bounding box of width 21.80 and height 51.90.
 At frame 513, person 25 is located at coordinates [514.03, 347.40] with a bounding box of width 24.38 and height 55.56.
 At frame 513, person 37 is located at coordinates [465.46, 345.32] with a bounding box of width 22.61 and height 53.78.
 At frame 513, person 36 is located at coordinates [289.15, 332.69] with a bounding box of width 31.52 and height 76.88.
 At frame 514, person 25 is located at coordinates [512.87, 346.93] with a bounding box of width 24.71 and height 56.13.
 At frame 514, person 37 is located at coordinates [462.25, 344.63] with a bounding box of width 22.84 and height 54.11.
 At frame 514, person 36 is located at coordinates [283.16, 332.65] with a bounding box of width 32.98 and height 79.42.
 At frame 515, person 25 is located at coordinates [512.34, 346.16] with a bounding box of width 24.31 and height 55.18.
 At frame 515, person 37 is located at coordinates [459.04, 344.15] with a bounding box of width 22.86 and height 53.43.
 At frame 515, person 36 is located at coordinates [279.69, 331.69] with a bounding box of width 32.49 and height 78.21.
 At frame 516, person 25 is located at coordinates [510.87, 344.27] with a bounding box of width 24.41 and height 55.58.
 At frame 516, person 37 is located at coordinates [455.27, 342.59] with a bounding box of width 23.54 and height 54.31.
 At frame 516, person 36 is located at coordinates [274.32, 330.53] with a bounding box of width 32.55 and height 78.00.
 At frame 517, person 25 is located at coordinates [509.32, 341.80] with a bounding box of width 25.36 and height 57.66.
