At frame 0, person 1 is located at coordinates [775.66, 222.93] with a bounding box of width 40.26 and height 108.65.
 At frame 157, person 46 is located at coordinates [763.69, 232.41] with a bounding box of width 33.82 and height 63.33.
 At frame 158, person 12 is located at coordinates [345.81, 225.34] with a bounding box of width 28.24 and height 67.73.
 At frame 158, person 22 is located at coordinates [445.02, 220.59] with a bounding box of width 23.52 and height 60.56.
 At frame 158, person 24 is located at coordinates [217.15, 192.24] with a bounding box of width 50.88 and height 122.95.
 At frame 158, person 9 is located at coordinates [499.78, 226.98] with a bounding box of width 19.35 and height 46.57.
 At frame 158, person 29 is located at coordinates [168.45, 208.33] with a bounding box of width 24.81 and height 64.24.
 At frame 158, person 32 is located at coordinates [816.04, 236.03] with a bounding box of width 10.71 and height 26.03.
 At frame 158, person 13 is located at coordinates [373.55, 228.61] with a bounding box of width 23.64 and height 64.36.
 At frame 158, person 36 is located at coordinates [874.60, 233.90] with a bounding box of width 21.18 and height 54.14.
 At frame 158, person 38 is located at coordinates [892.41, 228.13] with a bounding box of width 24.46 and height 58.97.
 At frame 158, person 40 is located at coordinates [878.34, 231.59] with a bounding box of width 20.04 and height 52.39.
 At frame 158, person 41 is located at coordinates [908.88, 234.12] with a bounding box of width 20.89 and height 52.78.
 At frame 158, person 45 is located at coordinates [620.17, 224.82] with a bounding box of width 17.17 and height 43.52.
 At frame 158, person 18 is located at coordinates [526.05, 227.09] with a bounding box of width 31.14 and height 65.25.
 At frame 158, person 47 is located at coordinates [150.85, 213.92] with a bounding box of width 25.12 and height 59.25.
 At frame 158, person 48 is located at coordinates [991.77, 230.82] with a bounding box of width 27.48 and height 73.53.
 

=====================================================

At frame 158, person 43 is located at coordinates [522.64, 228.51] with a bounding box of width 25.96 and height 59.60.
 At frame 158, person 52 is located at coordinates [193.91, 210.00] with a bounding box of width 22.23 and height 57.52.
 At frame 158, person 53 is located at coordinates [866.98, 231.17] with a bounding box of width 18.52 and height 49.25.
 At frame 158, person 46 is located at coordinates [769.90, 231.41] with a bounding box of width 34.08 and height 63.78.
 At frame 159, person 12 is located at coordinates [345.41, 226.23] with a bounding box of width 27.95 and height 67.02.
 At frame 159, person 22 is located at coordinates [444.60, 222.36] with a bounding box of width 23.39 and height 59.08.
 At frame 159, person 24 is located at coordinates [216.76, 193.76] with a bounding box of width 50.71 and height 122.12.
 At frame 159, person 9 is located at coordinates [499.70, 227.03] with a bounding box of width 19.36 and height 46.87.
 At frame 159, person 29 is located at coordinates [168.35, 207.87] with a bounding box of width 25.51 and height 65.73.
 At frame 159, person 32 is located at coordinates [817.25, 236.28] with a bounding box of width 10.64 and height 26.19.
 At frame 159, person 13 is located at coordinates [373.28, 231.27] with a bounding box of width 22.69 and height 61.73.
 At frame 159, person 36 is located at coordinates [876.08, 234.49] with a bounding box of width 21.15 and height 54.01.
 At frame 159, person 38 is located at coordinates [892.55, 228.19] with a bounding box of width 24.40 and height 59.00.
 At frame 159, person 41 is located at coordinates [908.47, 233.88] with a bounding box of width 22.14 and height 56.33.
 At frame 159, person 45 is located at coordinates [620.45, 224.47] with a bounding box of width 17.39 and height 43.99.
 At frame 159, person 18 is located at coordinates [527.22, 227.21] with a bounding box of width 31.03 and height 65.18.
 At frame 159, person 47 is located at coordinates [151.44, 213.79] with a bounding box of width 25.25 and height 59.63.
 At frame 159, person 48 is located at coordinates [992.51, 230.84] with a bounding box of width 27.30 and height 73.60.
 At frame 159, person 43 is located at coordinates [523.80, 227.97] with a bounding box of width 26.82 and height 62.42.
 At frame 159, person 52 is located at coordinates [192.12, 209.74] with a bounding box of width 21.37 and height 55.43.
 At frame 159, person 53 is located at coordinates [867.41, 231.09] with a bounding box of width 18.65 and height 49.55.
 At frame 159, person 46 is located at coordinates [775.30, 232.30] with a bounding box of width 33.13 and height 62.97.
 At frame 159, person 11 is located at coordinates [515.88, 238.37] with a bounding box of width 21.76 and height 49.27.
 At frame 160, person 12 is located at coordinates [346.23, 227.35] with a bounding box of width 27.53 and height 66.36.
 At frame 160, person 22 is located at coordinates [445.01, 224.91] with a bounding box of width 22.98 and height 56.94.
 At frame 160, person 24 is located at coordinates [216.86, 195.42] with a bounding box of width 50.23 and height 120.72.
 At frame 160, person 9 is located at coordinates [499.48, 227.15] with a bounding box of width 19.37 and height 47.18.
 At frame 160, person 29 is located at coordinates [168.72, 208.09] with a bounding box of width 25.54 and height 65.70.
 At frame 160, person 32 is located at coordinates [817.18, 235.89] with a bounding box of width 10.07 and height 24.88.
 At frame 160, person 13 is located at coordinates [372.26, 233.02] with a bounding box of width 22.23 and height 60.38.
 At frame 160, person 36 is located at coordinates [876.95, 234.42] with a bounding box of width 21.24 and height 54.55.
 At frame 160, person 38 is located at coordinates [891.68, 230.17] with a bounding box of width 23.87 and height 58.02.
 At frame 160, person 41 is located at coordinates [908.38, 234.92] with a bounding box of width 21.72 and height 55.61.
 At frame 160, person 45 is located at coordinates [620.61, 224.44] with a bounding box of width 17.38 and height 44.17.
 At frame 160, person 18 is located at coordinates [527.79, 227.54] with a bounding box of width 31.13 and height 65.35.
 At frame 160, person 47 is located at coordinates [152.23, 213.93] with a bounding box of width 25.34 and height 59.94.
 At frame 160, person 48 is located at coordinates [993.70, 231.72] with a bounding box of width 26.88 and height 72.89.
 At frame 160, person 43 is located at coordinates [524.72, 228.35] with a bounding box of width 26.92 and height 63.08.
 At frame 160, person 52 is located at coordinates [191.66, 210.72] with a bounding box of width 20.41 and height 53.01.
 At frame 160, person 53 is located at coordinates [867.25, 231.11] with a bounding box of width 18.49 and height 49.21.
 At frame 160, person 46 is located at coordinates [781.81, 232.06] with a bounding box of width 33.60 and height 64.81.
 At frame 160, person 11 is located at coordinates [516.36, 238.39] with a bounding box of width 21.43 and height 49.73.
 At frame 161, person 12 is located at coordinates [346.62, 227.96] with a bounding box of width 27.25 and height 66.11.
 At frame 161, person 22 is located at coordinates [444.63, 222.95] with a bounding box of width 24.27 and height 59.54.
 At frame 161, person 24 is located at coordinates [216.79, 196.05] with a bounding box of width 50.17 and height 120.18.
 At frame 161, person 9 is located at coordinates [499.31, 227.49] with a bounding box of width 19.18 and height 46.91.
 At frame 161, person 29 is located at coordinates [170.59, 208.47] with a bounding box of width 25.36 and height 65.09.
 At frame 161, person 32 is located at coordinates [817.85, 236.53] with a bounding box of width 10.02 and height 24.59.
 At frame 161, person 13 is located at coordinates [371.37, 233.32] with a bounding box of width 22.36 and height 60.72.
 At frame 161, person 36 is located at coordinates [877.47, 235.46] with a bounding box of width 20.83 and height 53.97.
 

=====================================================

At frame 161, person 38 is located at coordinates [893.00, 230.13] with a bounding box of width 23.50 and height 57.65.
 At frame 161, person 41 is located at coordinates [907.96, 235.65] with a bounding box of width 21.54 and height 55.47.
 At frame 161, person 45 is located at coordinates [620.66, 224.54] with a bounding box of width 17.39 and height 44.42.
 At frame 161, person 18 is located at coordinates [526.64, 227.86] with a bounding box of width 31.53 and height 66.00.
 At frame 161, person 47 is located at coordinates [152.69, 213.99] with a bounding box of width 25.44 and height 60.24.
 At frame 161, person 48 is located at coordinates [994.98, 232.66] with a bounding box of width 26.55 and height 72.37.
 At frame 161, person 43 is located at coordinates [524.73, 229.18] with a bounding box of width 26.08 and height 61.97.
 At frame 161, person 52 is located at coordinates [186.82, 210.37] with a bounding box of width 20.93 and height 54.67.
 At frame 161, person 53 is located at coordinates [867.67, 232.26] with a bounding box of width 18.26 and height 48.65.
 At frame 161, person 46 is located at coordinates [788.69, 234.68] with a bounding box of width 32.33 and height 63.37.
 At frame 161, person 11 is located at coordinates [517.10, 239.90] with a bounding box of width 20.94 and height 49.26.
 At frame 162, person 12 is located at coordinates [347.15, 227.98] with a bounding box of width 27.19 and height 66.61.
 At frame 162, person 22 is located at coordinates [446.15, 222.44] with a bounding box of width 24.89 and height 60.67.
 At frame 162, person 24 is located at coordinates [216.85, 195.88] with a bounding box of width 50.03 and height 119.59.
 At frame 162, person 9 is located at coordinates [499.28, 227.52] with a bounding box of width 19.06 and height 46.81.
 At frame 162, person 29 is located at coordinates [171.94, 208.23] with a bounding box of width 25.59 and height 65.04.
 At frame 162, person 32 is located at coordinates [818.52, 236.87] with a bounding box of width 9.93 and height 24.49.
 At frame 162, person 13 is located at coordinates [370.93, 232.21] with a bounding box of width 23.08 and height 62.66.
 At frame 162, person 36 is located at coordinates [878.59, 236.15] with a bounding box of width 20.31 and height 52.96.
 At frame 162, person 38 is located at coordinates [894.05, 231.39] with a bounding box of width 23.04 and height 56.92.
 At frame 162, person 41 is located at coordinates [907.99, 236.31] with a bounding box of width 21.07 and height 54.43.
 At frame 162, person 45 is located at coordinates [620.71, 224.58] with a bounding box of width 17.35 and height 44.50.
 At frame 162, person 18 is located at coordinates [526.36, 229.05] with a bounding box of width 31.36 and height 65.47.
 At frame 162, person 47 is located at coordinates [153.42, 214.50] with a bounding box of width 25.15 and height 59.17.
 At frame 162, person 48 is located at coordinates [996.63, 233.89] with a bounding box of width 26.37 and height 72.21.
 At frame 162, person 43 is located at coordinates [525.18, 230.18] with a bounding box of width 25.22 and height 60.75.
 At frame 162, person 52 is located at coordinates [183.88, 210.26] with a bounding box of width 21.16 and height 55.46.
 At frame 162, person 53 is located at coordinates [868.24, 232.40] with a bounding box of width 18.16 and height 48.44.
 At frame 162, person 46 is located at coordinates [794.79, 236.39] with a bounding box of width 32.27 and height 63.58.
 At frame 162, person 11 is located at coordinates [518.74, 240.44] with a bounding box of width 20.42 and height 48.50.
 At frame 162, person 44 is located at coordinates [781.02, 232.45] with a bounding box of width 13.82 and height 34.64.
 At frame 163, person 12 is located at coordinates [347.46, 228.17] with a bounding box of width 26.97 and height 66.60.
 At frame 163, person 22 is located at coordinates [447.12, 224.56] with a bounding box of width 24.36 and height 59.17.
 At frame 163, person 24 is located at coordinates [217.18, 195.61] with a bounding box of width 50.42 and height 120.55.
 At frame 163, person 9 is located at coordinates [499.26, 227.33] with a bounding box of width 19.05 and height 46.96.
 At frame 163, person 29 is located at coordinates [172.21, 207.65] with a bounding box of width 25.92 and height 65.39.
 At frame 163, person 13 is located at coordinates [370.20, 231.58] with a bounding box of width 23.36 and height 63.39.
 At frame 163, person 36 is located at coordinates [879.37, 235.91] with a bounding box of width 20.12 and height 52.77.
 At frame 163, person 38 is located at coordinates [894.45, 231.56] with a bounding box of width 22.84 and height 56.84.
 At frame 163, person 41 is located at coordinates [907.70, 236.38] with a bounding box of width 21.48 and height 55.57.
 At frame 163, person 45 is located at coordinates [620.78, 224.80] with a bounding box of width 17.22 and height 44.33.
 At frame 163, person 18 is located at coordinates [527.54, 229.79] with a bounding box of width 31.06 and height 64.87.
 At frame 163, person 47 is located at coordinates [153.95, 214.70] with a bounding box of width 24.91 and height 58.34.
 At frame 163, person 48 is located at coordinates [997.55, 232.34] with a bounding box of width 26.42 and height 72.40.
 At frame 163, person 43 is located at coordinates [527.36, 230.75] with a bounding box of width 24.39 and height 59.51.
 At frame 163, person 52 is located at coordinates [182.16, 209.83] with a bounding box of width 21.55 and height 56.75.
 At frame 163, person 53 is located at coordinates [868.34, 232.16] with a bounding box of width 18.32 and height 48.75.
 At frame 163, person 46 is located at coordinates [801.93, 235.45] with a bounding box of width 31.53 and height 63.26.
 At frame 163, person 11 is located at coordinates [519.42, 241.61] with a bounding box of width 20.07 and height 48.03.
 At frame 163, person 44 is located at coordinates [781.66, 232.31] with a bounding box of width 13.87 and height 34.64.
 

=====================================================

At frame 164, person 12 is located at coordinates [347.84, 228.32] with a bounding box of width 26.77 and height 66.60.
 At frame 164, person 22 is located at coordinates [446.93, 222.71] with a bounding box of width 25.25 and height 61.54.
 At frame 164, person 24 is located at coordinates [217.27, 195.41] with a bounding box of width 50.48 and height 120.81.
 At frame 164, person 9 is located at coordinates [499.26, 227.46] with a bounding box of width 19.06 and height 47.03.
 At frame 164, person 29 is located at coordinates [171.92, 207.82] with a bounding box of width 26.42 and height 66.30.
 At frame 164, person 13 is located at coordinates [369.55, 231.31] with a bounding box of width 23.48 and height 63.68.
 At frame 164, person 36 is located at coordinates [879.77, 235.41] with a bounding box of width 20.55 and height 54.08.
 At frame 164, person 38 is located at coordinates [894.58, 233.97] with a bounding box of width 22.01 and height 54.85.
 At frame 164, person 41 is located at coordinates [907.76, 237.56] with a bounding box of width 21.30 and height 55.40.
 At frame 164, person 45 is located at coordinates [621.22, 224.99] with a bounding box of width 17.14 and height 44.25.
 At frame 164, person 18 is located at coordinates [528.96, 230.54] with a bounding box of width 30.55 and height 64.25.
 At frame 164, person 47 is located at coordinates [154.21, 214.87] with a bounding box of width 25.48 and height 59.19.
 At frame 164, person 48 is located at coordinates [999.19, 231.46] with a bounding box of width 25.33 and height 69.34.
 At frame 164, person 43 is located at coordinates [528.20, 231.35] with a bounding box of width 24.00 and height 59.44.
 At frame 164, person 53 is located at coordinates [867.75, 230.78] with a bounding box of width 18.82 and height 49.86.
 At frame 164, person 46 is located at coordinates [808.69, 236.45] with a bounding box of width 30.52 and height 62.16.
 At frame 164, person 11 is located at coordinates [519.68, 240.82] with a bounding box of width 20.71 and height 49.86.
 At frame 164, person 44 is located at coordinates [781.83, 232.36] with a bounding box of width 13.98 and height 34.83.
 At frame 164, person 19 is located at coordinates [209.10, 210.12] with a bounding box of width 32.82 and height 87.54.
 At frame 165, person 12 is located at coordinates [348.34, 228.47] with a bounding box of width 26.40 and height 66.21.
 At frame 165, person 22 is located at coordinates [447.73, 225.31] with a bounding box of width 24.20 and height 59.12.
 At frame 165, person 24 is located at coordinates [216.77, 195.04] with a bounding box of width 50.65 and height 121.40.
 At frame 165, person 9 is located at coordinates [499.30, 227.60] with a bounding box of width 19.00 and height 47.05.
 At frame 165, person 29 is located at coordinates [171.89, 207.80] with a bounding box of width 26.81 and height 67.21.
 At frame 165, person 13 is located at coordinates [369.02, 231.78] with a bounding box of width 23.35 and height 63.22.
 At frame 165, person 36 is located at coordinates [880.37, 236.29] with a bounding box of width 20.54 and height 54.17.
 At frame 165, person 38 is located at coordinates [894.62, 235.67] with a bounding box of width 21.68 and height 54.10.
 At frame 165, person 41 is located at coordinates [907.42, 238.11] with a bounding box of width 21.17 and height 55.32.
 At frame 165, person 45 is located at coordinates [621.14, 225.74] with a bounding box of width 16.82 and height 43.44.
 At frame 165, person 18 is located at coordinates [529.28, 230.42] with a bounding box of width 30.38 and height 64.60.
 At frame 165, person 47 is located at coordinates [154.33, 215.12] with a bounding box of width 26.01 and height 59.89.
 At frame 165, person 48 is located at coordinates [1000.75, 231.62] with a bounding box of width 24.54 and height 66.92.
 At frame 165, person 43 is located at coordinates [528.46, 231.26] with a bounding box of width 23.94 and height 60.21.
 At frame 165, person 53 is located at coordinates [867.04, 230.37] with a bounding box of width 19.19 and height 50.66.
 At frame 165, person 46 is located at coordinates [815.96, 234.65] with a bounding box of width 32.03 and height 65.69.
 At frame 165, person 11 is located at coordinates [519.91, 241.01] with a bounding box of width 20.68 and height 50.14.
 At frame 165, person 44 is located at coordinates [782.27, 232.48] with a bounding box of width 14.03 and height 34.90.
 At frame 165, person 19 is located at coordinates [207.57, 211.37] with a bounding box of width 30.83 and height 81.86.
 At frame 166, person 12 is located at coordinates [348.84, 228.02] with a bounding box of width 26.41 and height 66.85.
 At frame 166, person 22 is located at coordinates [448.20, 227.01] with a bounding box of width 23.43 and height 57.57.
 At frame 166, person 24 is located at coordinates [216.92, 195.19] with a bounding box of width 50.67 and height 121.52.
 At frame 166, person 9 is located at coordinates [499.37, 227.85] with a bounding box of width 18.88 and height 46.86.
 At frame 166, person 29 is located at coordinates [172.86, 207.98] with a bounding box of width 26.52 and height 66.38.
 At frame 166, person 13 is located at coordinates [368.73, 230.56] with a bounding box of width 23.94 and height 64.81.
 At frame 166, person 36 is located at coordinates [879.41, 237.31] with a bounding box of width 20.52 and height 54.21.
 At frame 166, person 38 is located at coordinates [894.83, 237.46] with a bounding box of width 21.16 and height 53.04.
 At frame 166, person 41 is located at coordinates [907.44, 239.29] with a bounding box of width 20.81 and height 54.49.
 At frame 166, person 45 is located at coordinates [621.53, 226.43] with a bounding box of width 16.63 and height 42.92.
 At frame 166, person 18 is located at coordinates [529.94, 231.44] with a bounding box of width 29.60 and height 63.57.
 At frame 166, person 47 is located at coordinates [155.74, 215.61] with a bounding box of width 25.62 and height 58.79.
 

=====================================================

At frame 166, person 48 is located at coordinates [1001.81, 233.86] with a bounding box of width 23.99 and height 65.40.
 At frame 166, person 43 is located at coordinates [528.93, 232.00] with a bounding box of width 23.13 and height 58.94.
 At frame 166, person 46 is located at coordinates [822.37, 233.13] with a bounding box of width 32.60 and height 66.78.
 At frame 166, person 11 is located at coordinates [519.56, 242.23] with a bounding box of width 20.33 and height 49.87.
 At frame 166, person 44 is located at coordinates [782.05, 232.92] with a bounding box of width 14.00 and height 34.73.
 At frame 166, person 19 is located at coordinates [207.49, 209.49] with a bounding box of width 34.39 and height 91.71.
 At frame 167, person 12 is located at coordinates [348.91, 228.53] with a bounding box of width 26.29 and height 67.09.
 At frame 167, person 22 is located at coordinates [449.08, 228.72] with a bounding box of width 22.49 and height 55.61.
 At frame 167, person 24 is located at coordinates [217.46, 195.05] with a bounding box of width 51.11 and height 122.93.
 At frame 167, person 9 is located at coordinates [499.38, 228.33] with a bounding box of width 18.88 and height 47.19.
 At frame 167, person 29 is located at coordinates [172.98, 208.35] with a bounding box of width 26.88 and height 67.22.
 At frame 167, person 13 is located at coordinates [368.04, 229.71] with a bounding box of width 24.58 and height 66.38.
 At frame 167, person 36 is located at coordinates [879.28, 238.95] with a bounding box of width 19.98 and height 52.66.
 At frame 167, person 38 is located at coordinates [894.46, 238.00] with a bounding box of width 21.06 and height 53.07.
 At frame 167, person 41 is located at coordinates [907.02, 239.43] with a bounding box of width 20.75 and height 54.17.
 At frame 167, person 45 is located at coordinates [621.65, 226.59] with a bounding box of width 16.62 and height 42.93.
 At frame 167, person 18 is located at coordinates [530.89, 232.01] with a bounding box of width 29.46 and height 63.77.
 At frame 167, person 47 is located at coordinates [156.59, 216.38] with a bounding box of width 25.40 and height 58.15.
 At frame 167, person 48 is located at coordinates [1002.90, 237.18] with a bounding box of width 23.11 and height 63.05.
 At frame 167, person 43 is located at coordinates [534.90, 231.58] with a bounding box of width 25.02 and height 63.40.
 At frame 167, person 46 is located at coordinates [829.19, 233.59] with a bounding box of width 32.93 and height 67.97.
 At frame 167, person 11 is located at coordinates [519.61, 242.97] with a bounding box of width 20.22 and height 50.15.
 At frame 167, person 44 is located at coordinates [781.94, 233.37] with a bounding box of width 14.00 and height 34.67.
 At frame 167, person 19 is located at coordinates [204.39, 212.14] with a bounding box of width 34.88 and height 93.29.
 At frame 167, person 32 is located at coordinates [819.54, 237.80] with a bounding box of width 10.61 and height 26.18.
 At frame 168, person 12 is located at coordinates [349.05, 229.01] with a bounding box of width 26.39 and height 67.96.
 At frame 168, person 22 is located at coordinates [450.04, 229.02] with a bounding box of width 22.86 and height 56.70.
 At frame 168, person 24 is located at coordinates [217.70, 195.67] with a bounding box of width 50.85 and height 122.78.
 At frame 168, person 9 is located at coordinates [499.13, 228.90] with a bounding box of width 19.01 and height 47.70.
 At frame 168, person 29 is located at coordinates [174.89, 210.63] with a bounding box of width 25.60 and height 64.42.
 At frame 168, person 13 is located at coordinates [367.85, 229.67] with a bounding box of width 25.10 and height 67.75.
 At frame 168, person 36 is located at coordinates [879.75, 238.97] with a bounding box of width 20.25 and height 53.44.
 At frame 168, person 38 is located at coordinates [893.96, 236.39] with a bounding box of width 22.55 and height 57.04.
 At frame 168, person 41 is located at coordinates [907.01, 239.38] with a bounding box of width 21.22 and height 55.40.
 At frame 168, person 45 is located at coordinates [621.79, 227.43] with a bounding box of width 16.43 and height 42.34.
 At frame 168, person 18 is located at coordinates [530.60, 232.31] with a bounding box of width 29.51 and height 64.44.
 At frame 168, person 47 is located at coordinates [156.82, 218.92] with a bounding box of width 24.29 and height 55.55.
 At frame 168, person 48 is located at coordinates [1003.54, 237.11] with a bounding box of width 23.02 and height 62.97.
 At frame 168, person 43 is located at coordinates [538.73, 233.24] with a bounding box of width 25.03 and height 63.29.
 At frame 168, person 46 is located at coordinates [837.49, 232.80] with a bounding box of width 32.83 and height 67.64.
 At frame 168, person 11 is located at coordinates [519.16, 243.91] with a bounding box of width 20.31 and height 50.46.
 At frame 168, person 44 is located at coordinates [781.81, 233.64] with a bounding box of width 14.14 and height 35.04.
 At frame 168, person 19 is located at coordinates [201.21, 211.20] with a bounding box of width 35.89 and height 96.29.
 At frame 168, person 32 is located at coordinates [819.42, 237.88] with a bounding box of width 11.01 and height 27.35.
 At frame 169, person 12 is located at coordinates [349.04, 230.84] with a bounding box of width 25.79 and height 66.73.
 At frame 169, person 22 is located at coordinates [449.64, 229.71] with a bounding box of width 22.89 and height 56.90.
 At frame 169, person 24 is located at coordinates [218.16, 195.13] with a bounding box of width 51.22 and height 124.27.
 At frame 169, person 9 is located at coordinates [499.03, 229.80] with a bounding box of width 19.09 and height 48.28.
 At frame 169, person 29 is located at coordinates [175.87, 211.41] with a bounding box of width 24.96 and height 62.92.
 At frame 169, person 13 is located at coordinates [367.82, 233.13] with a bounding box of width 24.10 and height 64.99.
 

=====================================================

At frame 169, person 36 is located at coordinates [876.33, 241.12] with a bounding box of width 22.04 and height 57.64.
 At frame 169, person 38 is located at coordinates [893.62, 237.13] with a bounding box of width 23.38 and height 59.83.
 At frame 169, person 41 is located at coordinates [905.88, 239.93] with a bounding box of width 21.32 and height 55.67.
 At frame 169, person 45 is located at coordinates [622.26, 228.23] with a bounding box of width 16.30 and height 41.92.
 At frame 169, person 18 is located at coordinates [530.89, 232.31] with a bounding box of width 29.87 and height 65.47.
 At frame 169, person 47 is located at coordinates [158.88, 217.68] with a bounding box of width 24.88 and height 57.35.
 At frame 169, person 48 is located at coordinates [1003.42, 235.98] with a bounding box of width 24.41 and height 67.21.
 At frame 169, person 43 is located at coordinates [539.70, 232.92] with a bounding box of width 25.63 and height 64.59.
 At frame 169, person 46 is located at coordinates [846.64, 236.97] with a bounding box of width 29.70 and height 61.66.
 At frame 169, person 11 is located at coordinates [519.52, 245.51] with a bounding box of width 19.68 and height 49.01.
 At frame 169, person 44 is located at coordinates [782.20, 234.33] with a bounding box of width 14.07 and height 35.18.
 At frame 169, person 19 is located at coordinates [198.25, 210.16] with a bounding box of width 37.00 and height 99.42.
 At frame 169, person 32 is located at coordinates [819.26, 238.48] with a bounding box of width 11.38 and height 28.14.
 At frame 170, person 12 is located at coordinates [348.95, 231.52] with a bounding box of width 25.73 and height 66.65.
 At frame 170, person 22 is located at coordinates [452.00, 234.55] with a bounding box of width 20.97 and height 52.28.
 At frame 170, person 24 is located at coordinates [217.96, 195.12] with a bounding box of width 51.53 and height 125.60.
 At frame 170, person 9 is located at coordinates [499.04, 230.52] with a bounding box of width 19.03 and height 48.31.
 At frame 170, person 29 is located at coordinates [177.53, 212.87] with a bounding box of width 23.47 and height 59.59.
 At frame 170, person 13 is located at coordinates [367.68, 232.99] with a bounding box of width 24.39 and height 65.87.
 At frame 170, person 36 is located at coordinates [878.28, 239.82] with a bounding box of width 22.34 and height 58.06.
 At frame 170, person 38 is located at coordinates [893.63, 236.74] with a bounding box of width 23.43 and height 60.54.
 At frame 170, person 41 is located at coordinates [905.20, 240.43] with a bounding box of width 21.86 and height 57.31.
 At frame 170, person 45 is located at coordinates [621.93, 228.82] with a bounding box of width 16.47 and height 42.36.
 At frame 170, person 18 is located at coordinates [531.21, 233.36] with a bounding box of width 29.94 and height 65.86.
 At frame 170, person 47 is located at coordinates [159.91, 216.94] with a bounding box of width 25.46 and height 58.97.
 At frame 170, person 48 is located at coordinates [1003.77, 235.37] with a bounding box of width 24.88 and height 68.57.
 At frame 170, person 43 is located at coordinates [539.20, 233.27] with a bounding box of width 25.97 and height 65.27.
 At frame 170, person 46 is located at coordinates [854.23, 236.28] with a bounding box of width 29.21 and height 60.51.
 At frame 170, person 11 is located at coordinates [519.39, 245.70] with a bounding box of width 20.35 and height 50.83.
 At frame 170, person 44 is located at coordinates [782.67, 236.24] with a bounding box of width 13.39 and height 33.47.
 At frame 170, person 19 is located at coordinates [197.35, 211.85] with a bounding box of width 36.16 and height 97.55.
 At frame 170, person 32 is located at coordinates [819.25, 238.80] with a bounding box of width 11.40 and height 28.44.
 At frame 171, person 12 is located at coordinates [348.70, 232.26] with a bounding box of width 25.75 and height 66.81.
 At frame 171, person 22 is located at coordinates [450.16, 233.63] with a bounding box of width 22.02 and height 54.78.
 At frame 171, person 24 is located at coordinates [218.27, 195.69] with a bounding box of width 51.28 and height 125.51.
 At frame 171, person 9 is located at coordinates [499.16, 231.37] with a bounding box of width 18.78 and height 47.92.
 At frame 171, person 29 is located at coordinates [178.62, 213.61] with a bounding box of width 23.34 and height 59.57.
 At frame 171, person 13 is located at coordinates [367.46, 233.32] with a bounding box of width 24.49 and height 66.39.
 At frame 171, person 36 is located at coordinates [878.31, 239.08] with a bounding box of width 23.16 and height 60.13.
 At frame 171, person 38 is located at coordinates [894.39, 237.24] with a bounding box of width 22.70 and height 59.26.
 At frame 171, person 41 is located at coordinates [904.59, 241.57] with a bounding box of width 22.01 and height 57.54.
 At frame 171, person 45 is located at coordinates [621.49, 228.54] with a bounding box of width 17.17 and height 44.09.
 At frame 171, person 18 is located at coordinates [531.57, 234.43] with a bounding box of width 29.87 and height 65.62.
 At frame 171, person 47 is located at coordinates [160.86, 218.39] with a bounding box of width 24.33 and height 56.69.
 At frame 171, person 48 is located at coordinates [1004.96, 235.89] with a bounding box of width 23.65 and height 64.93.
 At frame 171, person 43 is located at coordinates [539.24, 233.49] with a bounding box of width 26.31 and height 65.90.
 At frame 171, person 46 is located at coordinates [860.66, 236.33] with a bounding box of width 29.16 and height 60.32.
 At frame 171, person 11 is located at coordinates [519.82, 247.40] with a bounding box of width 20.03 and height 50.14.
 At frame 171, person 44 is located at coordinates [783.36, 237.96] with a bounding box of width 12.87 and height 32.41.
 At frame 171, person 19 is located at coordinates [196.43, 213.67] with a bounding box of width 35.81 and height 97.13.
 

=====================================================

At frame 171, person 32 is located at coordinates [819.74, 239.41] with a bounding box of width 11.17 and height 27.97.
 At frame 172, person 12 is located at coordinates [348.33, 232.51] with a bounding box of width 26.31 and height 68.24.
 At frame 172, person 22 is located at coordinates [450.39, 235.16] with a bounding box of width 21.83 and height 54.28.
 At frame 172, person 24 is located at coordinates [218.40, 195.91] with a bounding box of width 51.37 and height 126.24.
 At frame 172, person 9 is located at coordinates [498.88, 232.36] with a bounding box of width 18.57 and height 47.57.
 At frame 172, person 29 is located at coordinates [179.11, 214.25] with a bounding box of width 23.65 and height 60.76.
 At frame 172, person 13 is located at coordinates [367.14, 232.75] with a bounding box of width 25.02 and height 67.94.
 At frame 172, person 36 is located at coordinates [883.34, 242.42] with a bounding box of width 22.60 and height 57.85.
 At frame 172, person 38 is located at coordinates [894.23, 238.97] with a bounding box of width 23.32 and height 60.50.
 At frame 172, person 41 is located at coordinates [902.35, 242.10] with a bounding box of width 22.21 and height 58.00.
 At frame 172, person 45 is located at coordinates [621.59, 230.07] with a bounding box of width 16.88 and height 43.39.
 At frame 172, person 18 is located at coordinates [528.53, 236.00] with a bounding box of width 29.13 and height 64.93.
 At frame 172, person 47 is located at coordinates [162.35, 218.05] with a bounding box of width 24.16 and height 56.77.
 At frame 172, person 48 is located at coordinates [1006.03, 237.28] with a bounding box of width 22.64 and height 61.68.
 At frame 172, person 43 is located at coordinates [536.78, 234.62] with a bounding box of width 26.65 and height 65.94.
 At frame 172, person 46 is located at coordinates [867.53, 237.33] with a bounding box of width 29.16 and height 61.05.
 At frame 172, person 11 is located at coordinates [519.79, 246.06] with a bounding box of width 20.68 and height 51.83.
