At frame 0.0, person 1.0 is located at coordinates [831.32, 311.15] with a bounding box of width 76.97 and height 151.58.
 At frame 187.0, person 12.0 is located at coordinates [1006.72, 344.16] with a bounding box of width 63.96 and height 161.48.
 At frame 188.0, person 12.0 is located at coordinates [1012.31, 338.79] with a bounding box of width 66.62 and height 167.87.
 At frame 189.0, person 12.0 is located at coordinates [1020.81, 337.64] with a bounding box of width 67.55 and height 169.51.
 At frame 190.0, person 12.0 is located at coordinates [1027.90, 332.78] with a bounding box of width 69.92 and height 175.01.
 At frame 191.0, person 12.0 is located at coordinates [1037.26, 328.25] with a bounding box of width 71.68 and height 179.33.
 At frame 192.0, person 12.0 is located at coordinates [1049.52, 324.20] with a bounding box of width 73.76 and height 182.44.
 At frame 193.0, person 12.0 is located at coordinates [1060.96, 320.55] with a bounding box of width 76.07 and height 187.73.
 At frame 194.0, person 12.0 is located at coordinates [1073.35, 316.89] with a bounding box of width 78.10 and height 193.49.
 At frame 195.0, person 12.0 is located at coordinates [1087.96, 312.09] with a bounding box of width 80.12 and height 199.43.
 At frame 196.0, person 12.0 is located at coordinates [1100.43, 306.65] with a bounding box of width 82.05 and height 205.05.
 At frame 197.0, person 12.0 is located at coordinates [1112.92, 300.03] with a bounding box of width 85.22 and height 213.20.
 At frame 198.0, person 12.0 is located at coordinates [1128.24, 296.37] with a bounding box of width 87.32 and height 218.91.
 At frame 199.0, person 12.0 is located at coordinates [1143.91, 295.40] with a bounding box of width 89.07 and height 224.04.
 At frame 200.0, person 12.0 is located at coordinates [1160.75, 293.96] with a bounding box of width 91.21 and height 230.46.
 At frame 201.0, person 12.0 is located at coordinates [1175.41, 291.87] with a bounding box of width 94.54 and height 239.56.
 At frame 202.0, person 12.0 is located at coordinates [1191.42, 288.86] with a bounding box of width 97.66 and height 249.77.
 At frame 203.0, person 12.0 is located at coordinates [1207.37, 287.83] with a bounding box of width 99.96 and height 260.51.
 At frame 204.0, person 12.0 is located at coordinates [1230.03, 290.32] with a bounding box of width 100.48 and height 265.35.
 At frame 561.0, person 19.0 is located at coordinates [711.37, 303.93] with a bounding box of width 23.88 and height 59.68.
 At frame 562.0, person 19.0 is located at coordinates [713.54, 306.07] with a bounding box of width 23.56 and height 58.86.
 At frame 563.0, person 19.0 is located at coordinates [711.38, 307.25] with a bounding box of width 24.60 and height 61.37.
 At frame 564.0, person 19.0 is located at coordinates [711.96, 311.49] with a bounding box of width 24.95 and height 62.16.
 At frame 565.0, person 19.0 is located at coordinates [713.37, 316.47] with a bounding box of width 25.20 and height 62.81.
 At frame 566.0, person 19.0 is located at coordinates [716.49, 320.60] with a bounding box of width 24.95 and height 62.18.
 At frame 567.0, person 19.0 is located at coordinates [718.16, 326.04] with a bounding box of width 24.56 and height 61.09.
 At frame 568.0, person 19.0 is located at coordinates [718.60, 327.05] with a bounding box of width 24.65 and height 61.49.
 At frame 569.0, person 19.0 is located at coordinates [719.65, 326.29] with a bounding box of width 26.03 and height 64.83.
 At frame 570.0, person 19.0 is located at coordinates [719.54, 324.39] with a bounding box of width 26.70 and height 66.43.
 At frame 571.0, person 19.0 is located at coordinates [720.38, 321.60] with a bounding box of width 27.43 and height 68.58.
 At frame 572.0, person 19.0 is located at coordinates [721.03, 319.88] with a bounding box of width 27.75 and height 69.76.
 At frame 573.0, person 19.0 is located at coordinates [722.27, 317.24] with a bounding box of width 28.14 and height 70.95.
 At frame 573.0, person 20.0 is located at coordinates [1183.42, 293.92] with a bounding box of width 18.63 and height 48.20.
 At frame 574.0, person 19.0 is located at coordinates [724.10, 315.60] with a bounding box of width 29.36 and height 74.07.
 At frame 574.0, person 20.0 is located at coordinates [1188.01, 292.68] with a bounding box of width 18.43 and height 47.66.
 At frame 575.0, person 19.0 is located at coordinates [725.09, 315.53] with a bounding box of width 29.96 and height 76.00.
 At frame 575.0, person 20.0 is located at coordinates [1190.78, 292.18] with a bounding box of width 18.51 and height 47.84.
 At frame 576.0, person 19.0 is located at coordinates [725.60, 311.68] with a bounding box of width 31.40 and height 80.53.
 At frame 576.0, person 20.0 is located at coordinates [1196.67, 290.94] with a bounding box of width 18.46 and height 47.47.
 At frame 577.0, person 19.0 is located at coordinates [726.75, 311.69] with a bounding box of width 31.49 and height 81.49.
 At frame 577.0, person 20.0 is located at coordinates [1199.33, 290.79] with a bounding box of width 19.25 and height 49.51.
 At frame 578.0, person 19.0 is located at coordinates [727.82, 311.50] with a bounding box of width 30.96 and height 80.66.
 At frame 579.0, person 19.0 is located at coordinates [730.27, 311.44] with a bounding box of width 31.23 and height 81.43.
 At frame 580.0, person 19.0 is located at coordinates [732.72, 312.95] with a bounding box of width 31.29 and height 81.68.
 At frame 581.0, person 19.0 is located at coordinates [734.68, 312.57] with a bounding box of width 31.52 and height 82.11.
 At frame 582.0, person 19.0 is located at coordinates [735.90, 312.04] with a bounding box of width 32.88 and height 85.71.
 At frame 584.0, person 19.0 is located at coordinates [738.96, 315.82] with a bounding box of width 33.07 and height 86.14.
 At frame 585.0, person 19.0 is located at coordinates [740.46, 314.98] with a bounding box of width 34.31 and height 89.91.
 At frame 586.0, person 19.0 is located at coordinates [743.04, 314.30] with a bounding box of width 35.24 and height 92.76.
 At frame 587.0, person 19.0 is located at coordinates [744.79, 311.53] with a bounding box of width 36.27 and height 96.52.
 At frame 588.0, person 19.0 is located at coordinates [747.21, 311.59] with a bounding box of width 34.62 and height 92.25.
 At frame 589.0, person 19.0 is located at coordinates [748.64, 309.43] with a bounding box of width 35.94 and height 96.77.
 At frame 590.0, person 19.0 is located at coordinates [750.66, 307.69] with a bounding box of width 36.45 and height 99.55.
 At frame 591.0, person 19.0 is located at coordinates [754.18, 308.35] with a bounding box of width 34.10 and height 93.35.
 At frame 592.0, person 19.0 is located at coordinates [756.03, 305.85] with a bounding box of width 35.20 and height 96.75.
 At frame 592.0, person 20.0 is located at coordinates [1256.16, 284.21] with a bounding box of width 21.76 and height 56.19.
 At frame 593.0, person 19.0 is located at coordinates [758.22, 303.32] with a bounding box of width 36.36 and height 99.99.
 At frame 593.0, person 20.0 is located at coordinates [1260.71, 282.01] with a bounding box of width 21.61 and height 55.87.
 At frame 594.0, person 19.0 is located at coordinates [760.14, 299.96] with a bounding box of width 39.13 and height 108.02.
 At frame 594.0, person 20.0 is located at coordinates [1264.30, 281.89] with a bounding box of width 20.65 and height 53.90.
 At frame 595.0, person 19.0 is located at coordinates [762.47, 299.25] with a bounding box of width 39.17 and height 107.69.
 At frame 596.0, person 19.0 is located at coordinates [764.07, 298.81] with a bounding box of width 39.95 and height 110.16.
 At frame 597.0, person 19.0 is located at coordinates [765.48, 297.71] with a bounding box of width 41.60 and height 115.65.
 At frame 598.0, person 19.0 is located at coordinates [768.98, 296.55] with a bounding box of width 42.26 and height 117.35.
 At frame 599.0, person 19.0 is located at coordinates [771.08, 295.55] with a bounding box of width 43.22 and height 120.61.
 At frame 600.0, person 19.0 is located at coordinates [773.81, 293.00] with a bounding box of width 44.94 and height 126.29.
 At frame 601.0, person 19.0 is located at coordinates [775.04, 292.32] with a bounding box of width 45.90 and height 129.67.
 At frame 602.0, person 19.0 is located at coordinates [778.47, 290.19] with a bounding box of width 47.04 and height 133.95.
 At frame 603.0, person 19.0 is located at coordinates [780.59, 289.67] with a bounding box of width 47.29 and height 136.79.
 At frame 604.0, person 19.0 is located at coordinates [783.66, 289.31] with a bounding box of width 47.31 and height 138.19.
 At frame 605.0, person 19.0 is located at coordinates [786.75, 288.16] with a bounding box of width 48.69 and height 142.37.
 At frame 606.0, person 19.0 is located at coordinates [789.41, 287.65] with a bounding box of width 49.20 and height 144.77.
 At frame 607.0, person 19.0 is located at coordinates [792.19, 285.48] with a bounding box of width 51.06 and height 150.85.
 At frame 608.0, person 19.0 is located at coordinates [795.54, 284.67] with a bounding box of width 51.64 and height 153.89.
 At frame 609.0, person 19.0 is located at coordinates [799.87, 282.48] with a bounding box of width 53.25 and height 158.41.
 At frame 610.0, person 19.0 is located at coordinates [802.38, 282.04] with a bounding box of width 54.33 and height 161.97.
 At frame 611.0, person 19.0 is located at coordinates [806.31, 281.24] with a bounding box of width 55.51 and height 165.07.
 At frame 612.0, person 19.0 is located at coordinates [809.34, 280.49] with a bounding box of width 56.57 and height 168.94.
 At frame 613.0, person 19.0 is located at coordinates [814.09, 278.81] with a bounding box of width 58.02 and height 172.91.
 At frame 614.0, person 19.0 is located at coordinates [816.94, 278.37] with a bounding box of width 58.64 and height 175.69.
 At frame 615.0, person 19.0 is located at coordinates [820.01, 277.00] with a bounding box of width 60.85 and height 182.67.
 At frame 616.0, person 19.0 is located at coordinates [821.31, 273.85] with a bounding box of width 62.81 and height 188.69.
 At frame 617.0, person 19.0 is located at coordinates [829.20, 271.69] with a bounding box of width 65.26 and height 194.35.
 At frame 618.0, person 19.0 is located at coordinates [835.79, 270.13] with a bounding box of width 66.60 and height 196.07.
 At frame 619.0, person 19.0 is located at coordinates [835.51, 267.66] with a bounding box of width 68.01 and height 200.41.
 At frame 620.0, person 19.0 is located at coordinates [841.11, 266.74] with a bounding box of width 70.58 and height 208.45.
 At frame 621.0, person 19.0 is located at coordinates [843.53, 266.52] with a bounding box of width 70.88 and height 209.85.
 At frame 622.0, person 19.0 is located at coordinates [851.08, 266.59] with a bounding box of width 72.77 and height 214.53.
 At frame 623.0, person 19.0 is located at coordinates [854.41, 265.89] with a bounding box of width 74.72 and height 219.65.
 At frame 624.0, person 19.0 is located at coordinates [860.68, 266.80] with a bounding box of width 76.65 and height 225.32.
 At frame 625.0, person 19.0 is located at coordinates [865.34, 266.81] with a bounding box of width 78.02 and height 229.30.
 At frame 626.0, person 19.0 is located at coordinates [870.50, 266.85] with a bounding box of width 79.19 and height 232.24.
 At frame 627.0, person 19.0 is located at coordinates [876.25, 265.74] with a bounding box of width 81.01 and height 237.43.
 At frame 628.0, person 19.0 is located at coordinates [882.12, 263.81] with a bounding box of width 84.04 and height 245.42.
 At frame 629.0, person 19.0 is located at coordinates [889.23, 262.71] with a bounding box of width 85.88 and height 250.67.
 At frame 630.0, person 19.0 is located at coordinates [895.21, 260.78] with a bounding box of width 88.25 and height 256.76.
 At frame 631.0, person 19.0 is located at coordinates [901.49, 260.45] with a bounding box of width 90.05 and height 260.51.
 At frame 632.0, person 19.0 is located at coordinates [909.60, 259.01] with a bounding box of width 93.54 and height 269.44.
 At frame 633.0, person 19.0 is located at coordinates [916.09, 258.11] with a bounding box of width 96.98 and height 276.93.
 At frame 634.0, person 19.0 is located at coordinates [925.21, 258.54] with a bounding box of width 99.95 and height 281.22.
 At frame 635.0, person 19.0 is located at coordinates [931.46, 259.52] with a bounding box of width 102.17 and height 286.91.
 At frame 636.0, person 19.0 is located at coordinates [939.33, 258.97] with a bounding box of width 104.69 and height 292.38.
 At frame 637.0, person 19.0 is located at coordinates [947.08, 253.53] with a bounding box of width 110.33 and height 306.64.
 At frame 638.0, person 19.0 is located at coordinates [957.29, 250.88] with a bounding box of width 113.60 and height 313.33.
 At frame 639.0, person 19.0 is located at coordinates [968.88, 246.84] with a bounding box of width 117.50 and height 323.35.
 At frame 640.0, person 19.0 is located at coordinates [980.85, 244.35] with a bounding box of width 120.32 and height 331.06.
 At frame 641.0, person 19.0 is located at coordinates [993.27, 243.14] with a bounding box of width 123.66 and height 339.84.
 At frame 642.0, person 19.0 is located at coordinates [1009.21, 240.34] with a bounding box of width 128.80 and height 350.37.
 At frame 643.0, person 19.0 is located at coordinates [1025.08, 240.34] with a bounding box of width 132.94 and height 358.73.
 At frame 644.0, person 19.0 is located at coordinates [1041.13, 235.18] with a bounding box of width 139.32 and height 373.25.
 At frame 645.0, person 19.0 is located at coordinates [1063.59, 232.83] with a bounding box of width 146.15 and height 385.51.
 At frame 646.0, person 19.0 is located at coordinates [1078.06, 229.32] with a bounding box of width 152.77 and height 399.91.
 At frame 647.0, person 19.0 is located at coordinates [1099.02, 226.77] with a bounding box of width 158.77 and height 410.70.
 At frame 648.0, person 19.0 is located at coordinates [1110.74, 225.17] with a bounding box of width 162.43 and height 422.13.
 At frame 649.0, person 19.0 is located at coordinates [1129.50, 220.92] with a bounding box of width 167.19 and height 434.94.
 At frame 650.0, person 19.0 is located at coordinates [1147.28, 219.79] with a bounding box of width 170.80 and height 448.66.
 At frame 651.0, person 19.0 is located at coordinates [1168.64, 214.88] with a bounding box of width 173.93 and height 460.56.
 At frame 652.0, person 19.0 is located at coordinates [1194.53, 214.43] with a bounding box of width 181.96 and height 483.94.
 At frame 653.0, person 19.0 is located at coordinates [1222.19, 226.33] with a bounding box of width 181.86 and height 484.93.
 At frame 658.0, person 24.0 is located at coordinates [126.94, 343.78] with a bounding box of width 14.66 and height 36.71.
 At frame 659.0, person 24.0 is located at coordinates [124.65, 343.50] with a bounding box of width 14.31 and height 35.80.
 At frame 659.0, person 25.0 is located at coordinates [166.21, 341.53] with a bounding box of width 13.73 and height 33.87.
 At frame 660.0, person 24.0 is located at coordinates [120.52, 342.01] with a bounding box of width 14.18 and height 35.49.
 At frame 660.0, person 25.0 is located at coordinates [162.15, 339.33] with a bounding box of width 14.23 and height 35.15.
 At frame 661.0, person 24.0 is located at coordinates [117.22, 339.11] with a bounding box of width 14.69 and height 36.77.
 At frame 661.0, person 25.0 is located at coordinates [159.42, 337.91] with a bounding box of width 14.21 and height 35.13.
 At frame 662.0, person 24.0 is located at coordinates [112.47, 339.05] with a bounding box of width 14.68 and height 36.77.
 At frame 662.0, person 25.0 is located at coordinates [155.43, 338.41] with a bounding box of width 13.82 and height 34.19.
 At frame 663.0, person 24.0 is located at coordinates [108.39, 340.56] with a bounding box of width 13.72 and height 34.26.
 At frame 663.0, person 25.0 is located at coordinates [151.61, 339.30] with a bounding box of width 13.33 and height 32.99.
 At frame 664.0, person 24.0 is located at coordinates [103.56, 338.65] with a bounding box of width 14.76 and height 36.74.
 At frame 664.0, person 25.0 is located at coordinates [147.84, 338.99] with a bounding box of width 13.34 and height 33.02.
 At frame 665.0, person 24.0 is located at coordinates [99.75, 337.62] with a bounding box of width 15.17 and height 37.55.
 At frame 665.0, person 25.0 is located at coordinates [142.46, 335.38] with a bounding box of width 14.47 and height 35.94.
 At frame 666.0, person 24.0 is located at coordinates [95.10, 335.68] with a bounding box of width 15.94 and height 39.44.
 At frame 666.0, person 25.0 is located at coordinates [138.92, 335.10] with a bounding box of width 14.08 and height 35.00.
 At frame 667.0, person 24.0 is located at coordinates [90.45, 335.37] with a bounding box of width 15.67 and height 38.59.
 At frame 668.0, person 24.0 is located at coordinates [87.82, 335.31] with a bounding box of width 15.53 and height 38.23.
 At frame 669.0, person 24.0 is located at coordinates [81.87, 333.35] with a bounding box of width 15.57 and height 38.08.
 At frame 670.0, person 24.0 is located at coordinates [78.98, 334.81] with a bounding box of width 15.42 and height 37.62.
 At frame 671.0, person 24.0 is located at coordinates [75.47, 335.20] with a bounding box of width 15.48 and height 37.84.
 At frame 672.0, person 24.0 is located at coordinates [69.89, 335.37] with a bounding box of width 15.80 and height 38.70.
 At frame 673.0, person 24.0 is located at coordinates [64.00, 333.31] with a bounding box of width 15.85 and height 39.02.
 At frame 674.0, person 24.0 is located at coordinates [59.45, 331.76] with a bounding box of width 15.63 and height 38.74.
 At frame 675.0, person 24.0 is located at coordinates [52.05, 331.20] with a bounding box of width 15.72 and height 39.02.
 At frame 676.0, person 24.0 is located at coordinates [44.95, 333.54] with a bounding box of width 15.34 and height 37.95.
 At frame 677.0, person 24.0 is located at coordinates [38.53, 336.85] with a bounding box of width 15.16 and height 37.53.
 At frame 678.0, person 24.0 is located at coordinates [32.42, 338.67] with a bounding box of width 15.12 and height 37.37.
 At frame 678.0, person 31.0 is located at coordinates [298.53, 329.27] with a bounding box of width 13.36 and height 31.62.
 At frame 679.0, person 24.0 is located at coordinates [25.84, 340.33] with a bounding box of width 15.20 and height 37.32.
 At frame 680.0, person 24.0 is located at coordinates [18.29, 343.70] with a bounding box of width 15.82 and height 38.47.
 At frame 681.0, person 24.0 is located at coordinates [8.96, 346.87] with a bounding box of width 15.99 and height 38.91.
 At frame 682.0, person 24.0 is located at coordinates [1.64, 350.78] with a bounding box of width 15.89 and height 38.68.
 At frame 683.0, person 24.0 is located at coordinates [-4.93, 351.45] with a bounding box of width 16.22 and height 40.15.
 At frame 683.0, person 34.0 is located at coordinates [52.90, 358.70] with a bounding box of width 12.01 and height 30.32.
 At frame 692.0, person 31.0 is located at coordinates [293.37, 333.05] with a bounding box of width 19.45 and height 46.14.
 At frame 720.0, person 52.0 is located at coordinates [1248.64, 257.60] with a bounding box of width 44.97 and height 112.35.
 At frame 721.0, person 52.0 is located at coordinates [1238.16, 256.79] with a bounding box of width 45.50 and height 113.70.
 At frame 722.0, person 52.0 is located at coordinates [1224.48, 256.85] with a bounding box of width 45.71 and height 114.28.
 At frame 723.0, person 52.0 is located at coordinates [1212.15, 255.68] with a bounding box of width 46.38 and height 115.86.
 At frame 724.0, person 52.0 is located at coordinates [1200.50, 254.03] with a bounding box of width 46.80 and height 116.78.
 At frame 725.0, person 52.0 is located at coordinates [1191.25, 253.69] with a bounding box of width 46.62 and height 116.44.
 At frame 726.0, person 52.0 is located at coordinates [1184.84, 253.29] with a bounding box of width 46.31 and height 115.56.
 At frame 727.0, person 52.0 is located at coordinates [1179.05, 250.35] with a bounding box of width 47.55 and height 118.45.
 At frame 728.0, person 52.0 is located at coordinates [1173.91, 247.91] with a bounding box of width 48.71 and height 121.46.
 At frame 729.0, person 52.0 is located at coordinates [1171.66, 247.23] with a bounding box of width 49.24 and height 122.56.
 At frame 730.0, person 52.0 is located at coordinates [1168.24, 243.70] with a bounding box of width 50.96 and height 127.25.
 At frame 731.0, person 52.0 is located at coordinates [1167.25, 242.20] with a bounding box of width 51.42 and height 128.21.
 At frame 732.0, person 52.0 is located at coordinates [1168.77, 240.91] with a bounding box of width 52.25 and height 130.06.
 At frame 733.0, person 52.0 is located at coordinates [1168.03, 240.47] with a bounding box of width 53.30 and height 131.88.
 At frame 734.0, person 52.0 is located at coordinates [1167.61, 240.74] with a bounding box of width 54.33 and height 133.29.
 At frame 735.0, person 52.0 is located at coordinates [1167.41, 240.99] with a bounding box of width 55.92 and height 136.20.
 At frame 736.0, person 52.0 is located at coordinates [1167.38, 241.12] with a bounding box of width 57.08 and height 138.41.
 At frame 737.0, person 52.0 is located at coordinates [1166.60, 241.11] with a bounding box of width 58.54 and height 141.42.
 At frame 738.0, person 52.0 is located at coordinates [1167.08, 241.04] with a bounding box of width 60.45 and height 145.30.
 At frame 739.0, person 52.0 is located at coordinates [1166.89, 241.51] with a bounding box of width 62.11 and height 148.94.
 At frame 740.0, person 52.0 is located at coordinates [1168.59, 242.11] with a bounding box of width 64.33 and height 154.10.
 At frame 741.0, person 52.0 is located at coordinates [1167.69, 242.54] with a bounding box of width 65.78 and height 157.18.
 At frame 742.0, person 52.0 is located at coordinates [1171.05, 241.78] with a bounding box of width 67.43 and height 162.11.
 At frame 743.0, person 52.0 is located at coordinates [1172.97, 242.06] with a bounding box of width 68.45 and height 165.09.
 At frame 744.0, person 52.0 is located at coordinates [1175.72, 241.43] with a bounding box of width 69.50 and height 168.44.
 At frame 745.0, person 52.0 is located at coordinates [1178.70, 240.15] with a bounding box of width 72.23 and height 176.24.
 At frame 746.0, person 52.0 is located at coordinates [1178.85, 238.90] with a bounding box of width 73.41 and height 179.55.
 At frame 747.0, person 52.0 is located at coordinates [1182.31, 236.81] with a bounding box of width 76.95 and height 189.01.
 At frame 748.0, person 52.0 is located at coordinates [1186.51, 233.57] with a bounding box of width 76.74 and height 188.46.
 At frame 749.0, person 52.0 is located at coordinates [1190.21, 231.15] with a bounding box of width 81.74 and height 202.21.
 At frame 750.0, person 52.0 is located at coordinates [1194.52, 229.50] with a bounding box of width 85.66 and height 211.87.
 At frame 751.0, person 52.0 is located at coordinates [1200.79, 228.96] with a bounding box of width 86.29 and height 214.00.
 At frame 752.0, person 52.0 is located at coordinates [1205.58, 229.84] with a bounding box of width 89.83 and height 222.34.
 At frame 753.0, person 52.0 is located at coordinates [1216.63, 230.21] with a bounding box of width 86.27 and height 211.51.
 At frame 754.0, person 52.0 is located at coordinates [1227.09, 229.44] with a bounding box of width 84.98 and height 207.21.
 At frame 755.0, person 52.0 is located at coordinates [1234.99, 239.10] with a bounding box of width 80.99 and height 198.86.
 At frame 771.0, person 62.0 is located at coordinates [828.65, 325.84] with a bounding box of width 12.21 and height 32.33.
 At frame 772.0, person 62.0 is located at coordinates [827.09, 325.25] with a bounding box of width 12.79 and height 33.87.
 At frame 773.0, person 62.0 is located at coordinates [826.28, 324.15] with a bounding box of width 12.63 and height 33.50.
 At frame 774.0, person 62.0 is located at coordinates [823.80, 323.58] with a bounding box of width 13.58 and height 35.97.
 At frame 775.0, person 62.0 is located at coordinates [822.99, 323.82] with a bounding box of width 13.89 and height 36.77.
 At frame 776.0, person 62.0 is located at coordinates [822.44, 322.93] with a bounding box of width 13.03 and height 34.58.
 At frame 777.0, person 62.0 is located at coordinates [821.64, 324.07] with a bounding box of width 12.37 and height 32.86.
 At frame 778.0, person 62.0 is located at coordinates [821.56, 324.29] with a bounding box of width 11.84 and height 31.41.
 At frame 779.0, person 62.0 is located at coordinates [820.66, 326.23] with a bounding box of width 11.02 and height 29.25.
 At frame 780.0, person 62.0 is located at coordinates [820.25, 326.93] with a bounding box of width 11.02 and height 29.33.
 At frame 781.0, person 62.0 is located at coordinates [819.19, 329.39] with a bounding box of width 11.27 and height 30.19.
 At frame 782.0, person 62.0 is located at coordinates [819.80, 332.26] with a bounding box of width 11.02 and height 29.31.
 At frame 801.0, person 63.0 is located at coordinates [842.00, 360.12] with a bounding box of width 13.22 and height 32.45.
 At frame 802.0, person 63.0 is located at coordinates [843.71, 361.62] with a bounding box of width 13.25 and height 32.54.
 At frame 803.0, person 63.0 is located at coordinates [845.47, 361.44] with a bounding box of width 13.65 and height 33.49.
 At frame 804.0, person 63.0 is located at coordinates [845.39, 361.34] with a bounding box of width 14.08 and height 34.66.
 At frame 805.0, person 63.0 is located at coordinates [848.16, 360.25] with a bounding box of width 14.40 and height 35.45.
 At frame 806.0, person 63.0 is located at coordinates [850.26, 358.62] with a bounding box of width 14.64 and height 36.12.
 At frame 806.0, person 64.0 is located at coordinates [1016.12, 358.76] with a bounding box of width 20.71 and height 49.97.
 At frame 807.0, person 63.0 is located at coordinates [851.93, 356.82] with a bounding box of width 15.22 and height 37.54.
 At frame 807.0, person 64.0 is located at coordinates [1020.57, 353.83] with a bounding box of width 22.11 and height 53.41.
 At frame 808.0, person 63.0 is located at coordinates [854.00, 355.58] with a bounding box of width 15.57 and height 38.43.
 At frame 808.0, person 64.0 is located at coordinates [1027.44, 355.22] with a bounding box of width 21.69 and height 52.39.
 At frame 809.0, person 63.0 is located at coordinates [855.45, 355.13] with a bounding box of width 15.82 and height 39.13.
 At frame 809.0, person 64.0 is located at coordinates [1034.57, 351.49] with a bounding box of width 23.09 and height 55.87.
 At frame 810.0, person 63.0 is located at coordinates [855.76, 354.21] with a bounding box of width 17.04 and height 42.09.
 At frame 810.0, person 64.0 is located at coordinates [1039.93, 351.74] with a bounding box of width 23.88 and height 57.81.
 At frame 811.0, person 63.0 is located at coordinates [855.57, 353.49] with a bounding box of width 19.58 and height 48.50.
 At frame 811.0, person 64.0 is located at coordinates [1045.66, 351.31] with a bounding box of width 24.22 and height 58.86.
 At frame 812.0, person 63.0 is located at coordinates [856.04, 353.40] with a bounding box of width 20.92 and height 52.08.
 At frame 812.0, person 64.0 is located at coordinates [1052.81, 353.40] with a bounding box of width 22.62 and height 55.19.
 At frame 813.0, person 63.0 is located at coordinates [856.76, 353.58] with a bounding box of width 21.03 and height 52.78.
 At frame 813.0, person 64.0 is located at coordinates [1058.22, 354.09] with a bounding box of width 22.43 and height 54.90.
 At frame 814.0, person 63.0 is located at coordinates [858.76, 354.06] with a bounding box of width 18.29 and height 45.84.
 At frame 814.0, person 64.0 is located at coordinates [1063.41, 353.95] with a bounding box of width 21.88 and height 53.57.
 At frame 815.0, person 63.0 is located at coordinates [859.55, 354.91] with a bounding box of width 17.77 and height 44.40.
 At frame 815.0, person 64.0 is located at coordinates [1068.80, 354.12] with a bounding box of width 22.24 and height 54.66.
 At frame 816.0, person 63.0 is located at coordinates [861.68, 354.63] with a bounding box of width 17.77 and height 44.66.
 At frame 816.0, person 64.0 is located at coordinates [1075.96, 352.61] with a bounding box of width 23.49 and height 57.81.
 At frame 817.0, person 63.0 is located at coordinates [862.86, 354.15] with a bounding box of width 16.92 and height 42.80.
 At frame 817.0, person 64.0 is located at coordinates [1082.50, 354.18] with a bounding box of width 22.88 and height 56.28.
 At frame 818.0, person 63.0 is located at coordinates [865.38, 354.38] with a bounding box of width 14.69 and height 37.28.
 At frame 818.0, person 64.0 is located at coordinates [1088.73, 353.65] with a bounding box of width 23.32 and height 57.60.
 At frame 819.0, person 63.0 is located at coordinates [867.16, 354.29] with a bounding box of width 14.47 and height 36.80.
 At frame 819.0, person 64.0 is located at coordinates [1094.88, 352.29] with a bounding box of width 24.83 and height 61.18.
 At frame 820.0, person 63.0 is located at coordinates [867.94, 354.26] with a bounding box of width 15.60 and height 39.87.
 At frame 820.0, person 64.0 is located at coordinates [1100.36, 351.21] with a bounding box of width 24.92 and height 61.38.
 At frame 821.0, person 63.0 is located at coordinates [867.34, 352.90] with a bounding box of width 16.95 and height 43.27.
 At frame 821.0, person 64.0 is located at coordinates [1105.77, 349.83] with a bounding box of width 25.62 and height 63.34.
 At frame 822.0, person 64.0 is located at coordinates [1113.21, 347.98] with a bounding box of width 26.30 and height 64.83.
 At frame 823.0, person 64.0 is located at coordinates [1120.72, 348.05] with a bounding box of width 25.32 and height 62.32.
 At frame 824.0, person 64.0 is located at coordinates [1127.42, 345.76] with a bounding box of width 26.96 and height 65.58.
 At frame 825.0, person 64.0 is located at coordinates [1135.31, 345.88] with a bounding box of width 26.49 and height 64.10.
 At frame 825.0, person 63.0 is located at coordinates [867.50, 343.96] with a bounding box of width 19.71 and height 51.11.
 At frame 826.0, person 64.0 is located at coordinates [1145.05, 344.42] with a bounding box of width 27.97 and height 67.74.
 At frame 827.0, person 64.0 is located at coordinates [1154.84, 346.73] with a bounding box of width 28.15 and height 66.80.
 At frame 828.0, person 64.0 is located at coordinates [1163.94, 346.73] with a bounding box of width 28.74 and height 68.31.
 At frame 828.0, person 65.0 is located at coordinates [769.28, 362.90] with a bounding box of width 8.96 and height 24.63.
 At frame 829.0, person 64.0 is located at coordinates [1173.25, 345.01] with a bounding box of width 28.35 and height 66.94.
 At frame 829.0, person 65.0 is located at coordinates [768.79, 362.02] with a bounding box of width 9.20 and height 25.28.
 At frame 830.0, person 64.0 is located at coordinates [1181.98, 341.83] with a bounding box of width 28.98 and height 68.31.
 At frame 830.0, person 65.0 is located at coordinates [768.45, 361.05] with a bounding box of width 9.64 and height 26.41.
 At frame 831.0, person 64.0 is located at coordinates [1192.07, 339.49] with a bounding box of width 30.24 and height 71.12.
 At frame 831.0, person 65.0 is located at coordinates [768.42, 361.63] with a bounding box of width 9.65 and height 26.32.
 At frame 832.0, person 64.0 is located at coordinates [1200.58, 338.05] with a bounding box of width 31.66 and height 74.08.
 At frame 832.0, person 65.0 is located at coordinates [767.63, 362.08] with a bounding box of width 9.53 and height 25.82.
 At frame 832.0, person 63.0 is located at coordinates [878.78, 341.26] with a bounding box of width 17.08 and height 42.66.
 At frame 833.0, person 64.0 is located at coordinates [1211.32, 339.80] with a bounding box of width 32.46 and height 75.21.
 At frame 833.0, person 65.0 is located at coordinates [768.35, 363.93] with a bounding box of width 9.17 and height 24.78.
 At frame 833.0, person 63.0 is located at coordinates [882.54, 341.66] with a bounding box of width 17.55 and height 43.35.
